date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.1293634496919918,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-14,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,1.1293634496919918,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-17,0.0,4.0,3.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,1.7453798767967146,0.0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5133470225872689,0.0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.3080082135523613,0.0
2020-01-21,3.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.3347022587268993,0.0
2020-01-22,6.0,4.0,3.0,3.0,0.0,6.0,3.0,8.0,5.0,3.0,4.2094455852156045,0.0
2020-01-23,0.0,4.0,6.0,0.0,0.0,6.0,4.0,8.0,6.0,3.0,3.7987679671457903,0.0
2020-01-24,0.0,11.0,0.0,12.0,6.0,6.0,4.0,4.0,6.0,6.0,5.646817248459959,0.0
2020-01-25,3.0,12.0,7.0,3.0,16.0,7.0,0.0,14.0,15.0,17.0,9.650924024640657,0.0
2020-01-26,3.0,4.0,10.0,0.0,6.0,7.0,11.0,9.0,6.0,10.0,6.776180698151951,0.0
2020-01-27,9.0,0.0,9.0,3.0,3.0,6.0,7.0,12.0,8.0,8.0,6.673511293634497,0.0
2020-01-28,3.0,7.0,6.0,3.0,0.0,9.0,7.0,4.0,5.0,6.0,5.1334702258726885,0.0
2020-01-29,0.0,7.0,3.0,9.0,6.0,6.0,14.0,12.0,5.0,9.0,7.289527720739219,0.0
2020-01-30,9.0,7.0,9.0,12.0,3.0,3.0,3.0,8.0,0.0,3.0,5.852156057494867,0.0
2020-01-31,0.0,4.0,7.0,3.0,6.0,0.0,4.0,9.0,6.0,12.0,5.2361396303901415,0.0
2020-02-01,14.0,12.0,7.0,10.0,3.0,7.0,4.0,14.0,6.0,3.0,8.213552361396303,0.0
2020-02-02,7.0,8.0,7.0,10.0,3.0,7.0,7.0,9.0,3.0,9.0,7.186858316221764,0.0
2020-02-03,6.0,0.0,6.0,3.0,5.0,0.0,3.0,0.0,5.0,5.0,3.3880903490759757,0.0
2020-02-04,6.0,0.0,12.0,3.0,9.0,12.0,17.0,12.0,8.0,6.0,8.726899383983573,0.0
2020-02-05,0.0,7.0,3.0,0.0,6.0,6.0,4.0,4.0,5.0,3.0,3.901437371663244,0.0
2020-02-06,3.0,8.0,3.0,0.0,3.0,0.0,4.0,4.0,0.0,3.0,2.8747433264887063,0.0
2020-02-07,0.0,4.0,3.0,3.0,0.0,3.0,4.0,4.0,0.0,0.0,2.1560574948665296,0.0
2020-02-08,7.0,8.0,4.0,3.0,7.0,7.0,4.0,0.0,6.0,7.0,5.441478439425051,0.0
2020-02-09,6.0,4.0,3.0,3.0,6.0,3.0,7.0,8.0,6.0,9.0,5.646817248459959,0.0
2020-02-10,0.0,3.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,3.0,1.6427104722792607,0.0
2020-02-11,0.0,4.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,3.0,2.8747433264887063,0.0
2020-02-12,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,1.5400410677618068,0.0
2020-02-13,3.0,0.0,6.0,6.0,3.0,0.0,3.0,0.0,0.0,3.0,2.4640657084188913,0.0
2020-02-14,0.0,8.0,13.0,3.0,6.0,10.0,4.0,9.0,8.0,3.0,6.570841889117043,0.0
2020-02-15,4.0,8.0,7.0,3.0,13.0,11.0,4.0,9.0,3.0,10.0,7.392197125256673,0.0
2020-02-16,6.0,8.0,7.0,3.0,6.0,3.0,0.0,13.0,0.0,6.0,5.338809034907596,0.0
2020-02-17,6.0,7.0,6.0,6.0,6.0,6.0,3.0,8.0,3.0,3.0,5.544147843942505,0.0
