,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-02-19,17.0,13.0,28.0,17.0,21.0,20.0,15.0,26.0,15.0,13.0,18.0,20.0,18.0,22.0,21.0,15.0,12.0,20.0,18.0,20.0,19.339622641509433
2020-02-20,23.0,17.0,14.0,5.0,28.0,24.0,18.0,15.0,25.0,28.0,22.0,15.0,13.0,27.0,19.0,25.0,18.0,12.0,41.0,23.0,21.59329140461216
2020-02-21,22.0,33.0,23.0,25.0,24.0,29.0,23.0,22.0,27.0,24.0,29.0,26.0,20.0,15.0,20.0,30.0,25.0,13.0,26.0,16.0,24.737945492662472
2020-02-22,30.0,12.0,15.0,6.0,18.0,37.0,7.0,17.0,6.0,19.0,17.0,17.0,9.0,20.0,36.0,17.0,9.0,10.0,11.0,16.0,17.243186582809223
2020-02-23,45.0,36.0,32.0,28.0,20.0,39.0,40.0,26.0,25.0,32.0,29.0,30.0,31.0,41.0,38.0,40.0,28.0,40.0,27.0,32.0,34.538784067085956
2020-02-24,44.0,33.0,35.0,41.0,38.0,25.0,49.0,41.0,38.0,28.0,49.0,34.0,32.0,47.0,38.0,35.0,42.0,43.0,50.0,38.0,40.880503144654085
2020-02-25,20.0,22.0,38.0,29.0,36.0,30.0,19.0,18.0,20.0,19.0,34.0,21.0,31.0,35.0,25.0,22.0,18.0,27.0,27.0,14.0,26.467505241090144
2020-02-26,45.0,29.0,32.0,15.0,25.0,33.0,12.0,29.0,17.0,27.0,18.0,30.0,25.0,31.0,37.0,37.0,19.0,30.0,38.0,40.0,29.82180293501048
2020-02-27,42.0,40.0,55.0,36.0,47.0,39.0,24.0,61.0,40.0,41.0,52.0,54.0,41.0,46.0,44.0,52.0,42.0,48.0,43.0,54.0,47.22222222222222
2020-02-28,44.0,36.0,25.0,43.0,32.0,39.0,25.0,33.0,21.0,34.0,51.0,31.0,19.0,42.0,29.0,29.0,23.0,34.0,34.0,32.0,34.38155136268343
2020-02-29,47.0,33.0,40.0,48.0,48.0,69.0,46.0,54.0,33.0,34.0,49.0,57.0,25.0,46.0,34.0,43.0,38.0,49.0,47.0,47.0,46.488469601677146
2020-03-01,80.0,67.0,50.0,49.0,66.0,42.0,51.0,84.0,50.0,55.0,45.0,61.0,51.0,48.0,70.0,58.0,53.0,68.0,48.0,50.0,60.062893081761004
2020-03-02,34.0,32.0,42.0,41.0,43.0,47.0,39.0,41.0,35.0,30.0,37.0,48.0,41.0,43.0,37.0,24.0,23.0,47.0,39.0,26.0,39.25576519916143
2020-03-03,28.0,49.0,34.0,41.0,55.0,40.0,48.0,47.0,40.0,38.0,45.0,30.0,36.0,48.0,40.0,45.0,41.0,38.0,35.0,25.0,42.085953878406706
2020-03-04,43.0,32.0,27.0,28.0,31.0,45.0,30.0,32.0,24.0,30.0,42.0,36.0,31.0,48.0,31.0,36.0,29.0,32.0,27.0,23.0,34.43396226415094
2020-03-05,28.0,27.0,21.0,38.0,28.0,26.0,36.0,21.0,27.0,24.0,36.0,27.0,32.0,28.0,40.0,30.0,32.0,29.0,42.0,23.0,31.184486373165615
2020-03-06,31.0,24.0,19.0,26.0,27.0,32.0,42.0,21.0,25.0,30.0,48.0,36.0,35.0,14.0,31.0,43.0,30.0,33.0,18.0,26.0,30.974842767295595
2020-03-07,39.0,40.0,46.0,47.0,31.0,45.0,34.0,27.0,44.0,43.0,44.0,41.0,64.0,36.0,42.0,48.0,25.0,27.0,54.0,39.0,42.76729559748427
2020-03-08,41.0,19.0,19.0,34.0,35.0,29.0,36.0,27.0,25.0,22.0,22.0,37.0,34.0,14.0,26.0,52.0,20.0,12.0,22.0,26.0,28.930817610062892
2020-03-09,36.0,21.0,48.0,23.0,39.0,46.0,29.0,34.0,29.0,35.0,41.0,41.0,42.0,42.0,45.0,42.0,29.0,58.0,32.0,30.0,38.888888888888886
2020-03-10,17.0,34.0,36.0,32.0,33.0,35.0,44.0,38.0,37.0,37.0,42.0,32.0,22.0,31.0,33.0,35.0,29.0,32.0,50.0,45.0,36.37316561844864
2020-03-11,36.0,54.0,25.0,25.0,41.0,53.0,54.0,42.0,52.0,36.0,48.0,46.0,44.0,49.0,59.0,72.0,34.0,57.0,49.0,49.0,48.480083857442345
2020-03-12,56.0,56.0,63.0,66.0,87.0,57.0,80.0,66.0,64.0,58.0,56.0,83.0,63.0,68.0,100.0,89.0,53.0,83.0,73.0,73.0,73.0607966457023
2020-03-13,87.0,67.0,64.0,71.0,91.0,53.0,73.0,86.0,60.0,77.0,83.0,77.0,72.0,78.0,75.0,91.0,69.0,76.0,67.0,71.0,77.9874213836478
2020-03-14,80.0,83.0,57.0,92.0,93.0,81.0,89.0,85.0,71.0,88.0,92.0,87.0,93.0,69.0,68.0,75.0,66.0,100.0,93.0,63.0,85.16771488469601
2020-03-15,72.0,84.0,83.0,97.0,61.0,55.0,65.0,78.0,100.0,75.0,88.0,78.0,98.0,88.0,95.0,86.0,98.0,93.0,90.0,100.0,88.25995807127882
2020-03-16,100.0,100.0,95.0,100.0,100.0,100.0,100.0,100.0,89.0,61.0,100.0,100.0,100.0,100.0,83.0,98.0,100.0,92.0,100.0,90.0,100.0
2020-03-17,91.0,89.0,100.0,56.0,96.0,82.0,86.0,58.0,82.0,83.0,87.0,90.0,85.0,54.0,88.0,100.0,63.0,81.0,94.0,73.0,85.84905660377359
2020-03-18,48.0,46.0,59.0,48.0,61.0,47.0,65.0,46.0,38.0,43.0,56.0,58.0,62.0,41.0,66.0,36.0,42.0,49.0,51.0,53.0,53.19706498951782
2020-03-19,54.0,57.0,55.0,47.0,37.0,55.0,50.0,69.0,40.0,40.0,41.0,44.0,51.0,37.0,64.0,59.0,50.0,51.0,41.0,58.0,52.41090146750524
2020-03-20,53.0,59.0,50.0,46.0,55.0,60.0,75.0,81.0,47.0,60.0,58.0,43.0,65.0,48.0,44.0,76.0,52.0,67.0,67.0,72.0,61.74004192872117
2020-03-21,71.0,88.0,73.0,56.0,61.0,61.0,84.0,58.0,66.0,100.0,71.0,90.0,58.0,81.0,80.0,84.0,62.0,62.0,63.0,60.0,74.89517819706498
2020-03-22,55.0,61.0,47.0,49.0,75.0,69.0,73.0,57.0,60.0,61.0,79.0,67.0,49.0,54.0,48.0,59.0,36.0,63.0,77.0,64.0,63.0503144654088
2020-03-23,45.0,47.0,52.0,45.0,47.0,52.0,66.0,67.0,40.0,43.0,60.0,55.0,35.0,66.0,64.0,54.0,46.0,76.0,46.0,52.0,55.45073375262054
2020-03-24,44.0,51.0,48.0,46.0,48.0,40.0,49.0,56.0,42.0,33.0,76.0,34.0,35.0,45.0,62.0,41.0,51.0,41.0,54.0,59.0,50.0524109014675
2020-03-25,48.0,20.0,38.0,43.0,57.0,27.0,36.0,47.0,36.0,42.0,31.0,57.0,35.0,68.0,40.0,36.0,41.0,43.0,56.0,49.0,44.54926624737945
2020-03-26,51.0,44.0,20.0,59.0,48.0,53.0,38.0,50.0,44.0,44.0,41.0,59.0,32.0,41.0,47.0,39.0,38.0,40.0,39.0,51.0,46.0167714884696
2020-03-27,40.0,40.0,39.0,27.0,40.0,78.0,56.0,46.0,26.0,40.0,41.0,37.0,33.0,42.0,47.0,45.0,36.0,24.0,32.0,52.0,43.0293501048218
2020-03-28,56.0,45.0,40.0,37.0,39.0,31.0,41.0,38.0,39.0,51.0,38.0,35.0,45.0,28.0,30.0,65.0,39.0,47.0,51.0,30.0,43.23899371069182
2020-03-29,64.0,33.0,37.0,35.0,60.0,38.0,38.0,56.0,46.0,37.0,46.0,50.0,42.0,37.0,57.0,65.0,45.0,49.0,54.0,44.0,48.899371069182386
2020-03-30,31.0,21.0,23.0,22.0,24.0,31.0,26.0,18.0,18.0,23.0,21.0,19.0,30.0,34.0,20.0,21.0,27.0,38.0,36.0,25.0,26.62473794549266
2020-03-31,28.0,28.0,37.0,17.0,18.0,22.0,22.0,24.0,16.0,15.0,24.0,29.0,35.0,16.0,22.0,27.0,26.0,19.0,32.0,16.0,24.790356394129976
2020-04-01,27.0,21.0,28.0,37.0,19.0,20.0,35.0,20.0,30.0,21.0,26.0,21.0,22.0,25.0,21.0,34.0,31.0,18.0,29.0,32.0,27.09643605870021
2020-04-02,19.0,20.0,34.0,31.0,21.0,30.0,43.0,27.0,27.0,21.0,33.0,43.0,28.0,24.0,44.0,10.0,30.0,25.0,28.0,27.0,29.61215932914046
2020-04-03,27.0,12.0,20.0,15.0,21.0,23.0,28.0,20.0,15.0,37.0,25.0,31.0,22.0,24.0,21.0,36.0,19.0,31.0,28.0,27.0,25.262054507337524
2020-04-04,28.0,33.0,21.0,11.0,22.0,26.0,33.0,9.0,20.0,25.0,12.0,34.0,26.0,11.0,32.0,24.0,15.0,27.0,28.0,20.0,23.951781970649893
2020-04-05,14.0,19.0,26.0,28.0,18.0,15.0,12.0,34.0,17.0,16.0,23.0,21.0,10.0,14.0,15.0,15.0,7.0,23.0,24.0,8.0,18.81551362683438
2020-04-06,19.0,24.0,20.0,19.0,19.0,16.0,23.0,18.0,17.0,10.0,9.0,16.0,10.0,15.0,14.0,20.0,11.0,15.0,16.0,11.0,16.87631027253669
2020-04-07,23.0,13.0,28.0,19.0,23.0,12.0,15.0,29.0,18.0,26.0,22.0,19.0,14.0,23.0,30.0,27.0,14.0,22.0,22.0,23.0,22.11740041928721
2020-04-08,14.0,16.0,24.0,20.0,10.0,17.0,21.0,15.0,23.0,9.0,13.0,10.0,19.0,10.0,23.0,18.0,17.0,13.0,23.0,24.0,17.767295597484274
2020-04-09,12.0,9.0,16.0,24.0,22.0,13.0,15.0,20.0,26.0,9.0,18.0,16.0,9.0,19.0,24.0,18.0,21.0,20.0,16.0,17.0,18.029350104821802
2020-04-10,7.0,14.0,11.0,24.0,16.0,13.0,31.0,25.0,13.0,19.0,18.0,20.0,15.0,15.0,19.0,11.0,11.0,21.0,18.0,15.0,17.61006289308176
2020-04-11,27.0,26.0,18.0,7.0,28.0,15.0,21.0,20.0,19.0,21.0,20.0,14.0,27.0,20.0,6.0,27.0,7.0,11.0,26.0,19.0,19.863731656184484
2020-04-12,28.0,19.0,23.0,20.0,36.0,29.0,18.0,29.0,21.0,26.0,26.0,29.0,25.0,25.0,33.0,45.0,31.0,23.0,27.0,28.0,28.354297693920334
2020-04-13,13.0,2.0,10.0,14.0,6.0,8.0,3.0,5.0,11.0,7.0,5.0,11.0,14.0,10.0,3.0,11.0,7.0,14.0,5.0,10.0,8.857442348008384
2020-04-14,12.0,9.0,11.0,12.0,25.0,16.0,17.0,19.0,18.0,11.0,19.0,19.0,14.0,7.0,25.0,20.0,12.0,24.0,12.0,14.0,16.561844863731654
2020-04-15,12.0,18.0,11.0,18.0,24.0,15.0,21.0,20.0,11.0,26.0,23.0,15.0,15.0,20.0,16.0,8.0,15.0,15.0,18.0,15.0,17.61006289308176
2020-04-16,17.0,14.0,11.0,13.0,16.0,23.0,21.0,20.0,25.0,16.0,21.0,13.0,17.0,12.0,13.0,16.0,17.0,8.0,18.0,19.0,17.29559748427673
2020-04-17,19.0,21.0,20.0,13.0,21.0,22.0,20.0,20.0,15.0,25.0,15.0,23.0,26.0,22.0,16.0,10.0,19.0,33.0,33.0,27.0,22.0125786163522
2020-04-18,11.0,23.0,13.0,17.0,12.0,14.0,0.0,17.0,7.0,10.0,8.0,6.0,10.0,11.0,21.0,17.0,12.0,6.0,6.0,17.0,12.473794549266247
2020-04-19,25.0,21.0,14.0,18.0,6.0,18.0,16.0,21.0,13.0,17.0,19.0,11.0,18.0,15.0,6.0,14.0,15.0,13.0,14.0,20.0,16.457023060796644
