,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-24,23.0,26.0,38.0,43.0,24.0,42.0,33.0,27.0,24.0,26.0,31.0,23.0,30.0,42.0,31.0,35.0,39.0,19.0,31.0,58.0,32.89138194798572
2020-11-25,22.0,31.0,36.0,36.0,25.0,29.0,32.0,17.0,24.0,31.0,31.0,32.0,23.0,28.0,25.0,27.0,33.0,26.0,38.0,36.0,29.6787353391127
2020-11-26,30.0,28.0,47.0,45.0,29.0,16.0,35.0,35.0,39.0,28.0,21.0,22.0,28.0,31.0,27.0,29.0,36.0,21.0,25.0,59.0,32.177460479347275
2020-11-27,28.0,30.0,35.0,40.0,26.0,35.0,35.0,27.0,26.0,27.0,28.0,29.0,21.0,40.0,38.0,33.0,34.0,34.0,34.0,29.0,32.07547169811321
2020-11-28,26.0,26.0,19.0,14.0,19.0,24.0,25.0,29.0,28.0,23.0,23.0,22.0,17.0,9.0,21.0,26.0,23.0,15.0,17.0,22.0,21.82559918408975
2020-11-29,22.0,33.0,23.0,29.0,22.0,21.0,22.0,16.0,22.0,28.0,20.0,24.0,18.0,23.0,26.0,30.0,31.0,16.0,14.0,31.0,24.01835798062213
2020-11-30,26.0,19.0,27.0,28.0,22.0,31.0,21.0,37.0,29.0,22.0,20.0,28.0,26.0,25.0,29.0,20.0,27.0,23.0,15.0,40.0,26.262111167771547
2020-12-01,17.0,25.0,27.0,37.0,22.0,26.0,32.0,26.0,31.0,29.0,32.0,23.0,26.0,19.0,28.0,27.0,27.0,17.0,20.0,29.0,26.517083120856707
2020-12-02,26.0,23.0,31.0,38.0,27.0,18.0,34.0,28.0,29.0,22.0,19.0,17.0,23.0,25.0,21.0,26.0,24.0,25.0,27.0,43.0,26.8230494645589
2020-12-03,23.0,23.0,27.0,26.0,18.0,20.0,24.0,18.0,33.0,20.0,19.0,18.0,15.0,28.0,27.0,27.0,26.0,28.0,23.0,18.0,23.50841407445181
2020-12-04,24.0,17.0,12.0,22.0,16.0,21.0,21.0,21.0,13.0,15.0,21.0,20.0,20.0,19.0,14.0,19.0,16.0,18.0,18.0,16.0,18.51096379398266
2020-12-05,29.0,24.0,26.0,40.0,20.0,25.0,28.0,17.0,21.0,21.0,23.0,28.0,13.0,14.0,19.0,26.0,32.0,23.0,28.0,16.0,24.120346761856197
2020-12-06,14.0,11.0,25.0,18.0,11.0,14.0,14.0,14.0,20.0,15.0,17.0,19.0,17.0,12.0,18.0,16.0,13.0,11.0,13.0,20.0,15.910249872514024
2020-12-07,18.0,25.0,24.0,24.0,18.0,31.0,29.0,29.0,21.0,20.0,18.0,23.0,11.0,23.0,23.0,27.0,19.0,21.0,21.0,25.0,22.947475777664458
2020-12-08,29.0,25.0,22.0,29.0,23.0,22.0,27.0,23.0,32.0,29.0,26.0,34.0,27.0,33.0,23.0,38.0,24.0,23.0,23.0,34.0,27.84293727689954
2020-12-09,18.0,29.0,39.0,44.0,27.0,27.0,22.0,28.0,43.0,26.0,21.0,30.0,30.0,28.0,17.0,28.0,30.0,25.0,34.0,34.0,29.576746557878636
2020-12-10,25.0,25.0,22.0,41.0,34.0,19.0,47.0,29.0,24.0,26.0,28.0,37.0,33.0,33.0,37.0,30.0,35.0,22.0,38.0,35.0,31.61652218255992
2020-12-11,19.0,31.0,27.0,27.0,18.0,26.0,29.0,19.0,30.0,22.0,24.0,29.0,31.0,35.0,20.0,27.0,39.0,29.0,26.0,29.0,27.38398776134625
2020-12-12,11.0,20.0,23.0,33.0,22.0,31.0,16.0,17.0,18.0,20.0,11.0,19.0,12.0,21.0,21.0,20.0,23.0,20.0,19.0,31.0,20.805711371749105
2020-12-13,24.0,25.0,17.0,25.0,18.0,26.0,22.0,25.0,24.0,30.0,21.0,11.0,17.0,20.0,15.0,27.0,24.0,16.0,32.0,29.0,22.84548699643039
2020-12-14,28.0,21.0,27.0,28.0,28.0,20.0,33.0,24.0,34.0,28.0,24.0,23.0,26.0,35.0,21.0,34.0,39.0,27.0,40.0,40.0,29.576746557878636
2020-12-15,19.0,33.0,32.0,41.0,26.0,26.0,31.0,45.0,30.0,38.0,30.0,32.0,27.0,34.0,40.0,33.0,40.0,26.0,37.0,42.0,33.75828658847527
2020-12-16,23.0,23.0,31.0,27.0,18.0,27.0,27.0,16.0,30.0,19.0,20.0,24.0,26.0,23.0,17.0,17.0,27.0,31.0,13.0,36.0,24.22233554309026
2020-12-17,24.0,22.0,32.0,30.0,22.0,28.0,16.0,23.0,32.0,24.0,31.0,18.0,21.0,24.0,24.0,29.0,25.0,20.0,23.0,38.0,25.803161652218257
2020-12-18,26.0,32.0,25.0,13.0,21.0,30.0,32.0,26.0,22.0,29.0,21.0,27.0,27.0,27.0,17.0,22.0,20.0,24.0,14.0,36.0,25.038245792962776
2020-12-19,31.0,47.0,49.0,37.0,31.0,27.0,46.0,22.0,36.0,35.0,26.0,42.0,41.0,35.0,34.0,14.0,48.0,21.0,28.0,41.0,35.23712391636919
2020-12-20,94.0,72.0,73.0,100.0,65.0,100.0,70.0,83.0,94.0,100.0,78.0,83.0,71.0,93.0,74.0,100.0,86.0,78.0,100.0,80.0,86.38449770525243
2020-12-21,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,76.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,94.0,100.0,100.0
2020-12-22,57.0,46.0,76.0,54.0,33.0,43.0,58.0,44.0,62.0,48.0,42.0,43.0,30.0,33.0,44.0,52.0,51.0,47.0,57.0,64.0,50.178480367159615
2020-12-23,43.0,41.0,41.0,47.0,31.0,45.0,60.0,45.0,47.0,40.0,42.0,36.0,32.0,29.0,32.0,43.0,44.0,36.0,47.0,43.0,42.019377868434475
2020-12-24,45.0,36.0,42.0,48.0,29.0,40.0,28.0,28.0,39.0,30.0,38.0,31.0,24.0,36.0,38.0,39.0,44.0,42.0,48.0,47.0,38.34778174400816
2020-12-25,20.0,25.0,29.0,40.0,26.0,27.0,25.0,33.0,25.0,23.0,28.0,26.0,21.0,20.0,25.0,30.0,28.0,37.0,31.0,48.0,28.913819479857217
2020-12-26,50.0,61.0,68.0,86.0,58.0,74.0,55.0,38.0,67.0,61.0,54.0,64.0,61.0,71.0,69.0,71.0,86.0,69.0,88.0,68.0,67.26160122386538
2020-12-27,40.0,40.0,50.0,56.0,50.0,44.0,42.0,44.0,49.0,38.0,52.0,45.0,38.0,35.0,46.0,44.0,42.0,44.0,44.0,37.0,44.875063742988274
2020-12-28,29.0,35.0,34.0,42.0,23.0,40.0,43.0,23.0,38.0,31.0,26.0,39.0,33.0,38.0,38.0,27.0,36.0,30.0,36.0,25.0,33.96226415094339
2020-12-29,26.0,31.0,38.0,34.0,35.0,38.0,22.0,30.0,30.0,37.0,26.0,25.0,34.0,31.0,22.0,31.0,28.0,26.0,28.0,36.0,31.004589495155535
2020-12-30,25.0,28.0,35.0,29.0,32.0,28.0,29.0,29.0,39.0,28.0,39.0,24.0,27.0,39.0,26.0,34.0,33.0,23.0,41.0,26.0,31.310555838857727
2020-12-31,29.0,33.0,38.0,49.0,24.0,34.0,16.0,29.0,29.0,27.0,40.0,39.0,23.0,33.0,28.0,22.0,27.0,21.0,25.0,33.0,30.545639979602246
2021-01-01,29.0,24.0,43.0,38.0,28.0,25.0,31.0,25.0,29.0,24.0,23.0,27.0,24.0,37.0,36.0,28.0,33.0,25.0,25.0,27.0,29.627740948495667
2021-01-02,21.0,22.0,31.0,25.0,10.0,17.0,29.0,23.0,37.0,24.0,19.0,21.0,17.0,28.0,20.0,20.0,27.0,21.0,17.0,25.0,23.151453340132587
2021-01-03,27.0,27.0,22.0,38.0,21.0,22.0,29.0,29.0,33.0,25.0,28.0,30.0,28.0,28.0,24.0,26.0,35.0,20.0,24.0,47.0,28.709841917389088
2021-01-04,28.0,28.0,40.0,45.0,36.0,36.0,34.0,37.0,42.0,28.0,40.0,38.0,35.0,48.0,34.0,36.0,41.0,32.0,36.0,51.0,37.990821009688936
2021-01-05,36.0,29.0,52.0,44.0,36.0,40.0,28.0,40.0,47.0,33.0,36.0,31.0,38.0,39.0,20.0,51.0,47.0,37.0,24.0,55.0,38.908720040795515
2021-01-06,28.0,39.0,42.0,51.0,32.0,39.0,20.0,48.0,44.0,49.0,46.0,43.0,29.0,39.0,48.0,39.0,36.0,40.0,41.0,47.0,40.7955124936257
2021-01-07,31.0,40.0,41.0,35.0,13.0,34.0,38.0,25.0,39.0,26.0,28.0,39.0,45.0,43.0,44.0,33.0,40.0,44.0,46.0,33.0,36.56297807241204
2021-01-08,24.0,27.0,36.0,38.0,28.0,25.0,23.0,38.0,39.0,31.0,32.0,40.0,42.0,29.0,30.0,31.0,37.0,32.0,38.0,34.0,33.350331463539014
2021-01-09,36.0,17.0,39.0,40.0,21.0,36.0,34.0,14.0,35.0,47.0,33.0,40.0,30.0,34.0,31.0,28.0,31.0,32.0,39.0,47.0,33.860275369709335
2021-01-10,46.0,45.0,50.0,59.0,22.0,33.0,43.0,39.0,47.0,39.0,37.0,55.0,45.0,44.0,30.0,42.0,54.0,44.0,50.0,48.0,44.467108618052016
2021-01-11,25.0,32.0,33.0,45.0,32.0,33.0,32.0,36.0,39.0,33.0,34.0,26.0,28.0,39.0,44.0,30.0,43.0,32.0,31.0,48.0,35.44110147883733
2021-01-12,25.0,31.0,48.0,45.0,26.0,36.0,45.0,32.0,34.0,40.0,25.0,33.0,35.0,32.0,35.0,35.0,39.0,24.0,29.0,44.0,35.33911269760326
2021-01-13,27.0,44.0,49.0,44.0,32.0,43.0,47.0,39.0,50.0,40.0,38.0,43.0,34.0,44.0,33.0,34.0,50.0,23.0,38.0,37.0,40.23457419683835
2021-01-14,31.0,38.0,39.0,46.0,34.0,31.0,51.0,32.0,37.0,43.0,33.0,37.0,43.0,35.0,35.0,37.0,34.0,44.0,47.0,40.0,39.11269760326364
2021-01-15,31.0,28.0,51.0,53.0,26.0,34.0,37.0,31.0,36.0,44.0,29.0,38.0,33.0,42.0,33.0,28.0,41.0,32.0,32.0,51.0,37.225905150433455
2021-01-16,35.0,27.0,41.0,43.0,20.0,34.0,26.0,17.0,26.0,29.0,31.0,25.0,36.0,29.0,29.0,29.0,14.0,17.0,24.0,16.0,27.944926058133607
2021-01-17,43.0,32.0,19.0,38.0,36.0,26.0,32.0,24.0,32.0,31.0,25.0,34.0,27.0,37.0,37.0,31.0,30.0,27.0,39.0,31.0,32.177460479347275
2021-01-18,29.0,30.0,25.0,32.0,31.0,32.0,44.0,36.0,32.0,20.0,29.0,38.0,27.0,23.0,32.0,29.0,42.0,37.0,32.0,49.0,33.095359510453854
2021-01-19,42.0,35.0,41.0,34.0,27.0,29.0,35.0,28.0,38.0,38.0,30.0,37.0,37.0,38.0,42.0,33.0,29.0,29.0,33.0,36.0,35.23712391636919
2021-01-20,21.0,40.0,37.0,31.0,17.0,29.0,36.0,28.0,21.0,37.0,24.0,31.0,21.0,36.0,31.0,21.0,24.0,31.0,24.0,27.0,28.913819479857217
2021-01-21,27.0,31.0,47.0,52.0,29.0,34.0,44.0,25.0,35.0,31.0,32.0,26.0,40.0,28.0,33.0,48.0,24.0,36.0,37.0,33.0,35.288118306986235
