,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-10-05,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,49.0,31.0,47.474747474747474,0.0,0.0,0.0,49.0,37.0,46.0,31.0,0.0,46.0,27.719880856146176
2020-10-06,0.0,0.0,49.0,0.0,0.0,48.0,0.0,0.0,50.0,32.0,0.0,24.0,0.0,0.0,50.0,38.0,47.0,0.0,0.0,0.0,24.369142033165105
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,24.0,0.0,0.0,40.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,11.751982696467197
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,0.0,51.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,48.484848484848484,24.0,0.0,0.0,50.0,39.0,0.0,33.0,0.0,0.0,20.51080378405541
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.109589041095891
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,53.535353535353536,26.0,0.0,0.0,0.0,0.0,53.0,36.0,0.0,53.0,21.09122952670177
2020-10-18,0.0,34.0,54.0,25.0,0.0,0.0,41.0,51.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,20.331651045421776
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,60.0,32.0,51.0,24.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,51.0,0.0,0.0,32.0,0.0,0.0,22.0620043258832
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.0,0.0,0.0,25.0,0.0,0.0,42.0,0.0,0.0,0.0,51.515151515151516,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,12.221712438006598
2020-10-24,0.0,100.0,53.0,100.0,100.0,53.0,0.0,100.0,54.0,100.0,100.0,100.0,0.0,73.0,54.0,0.0,100.0,100.0,100.0,100.0,100.0
2020-10-25,59.0,31.0,100.0,46.0,0.0,98.0,76.0,46.0,100.0,64.0,46.464646464646464,0.0,0.0,100.0,100.0,77.0,47.0,31.0,95.0,0.0,80.49492764705454
2020-10-26,0.0,0.0,0.0,23.0,31.0,48.0,0.0,0.0,0.0,32.0,47.474747474747474,0.0,55.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,19.356506667249278
2020-10-27,60.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,31.0,46.0,17.159336697909158
2020-10-28,60.0,31.0,98.0,23.0,31.0,49.0,38.0,47.0,50.0,64.0,0.0,24.0,0.0,34.0,0.0,0.0,0.0,62.0,32.0,93.0,53.064167267483775
2020-10-29,58.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,46.464646464646464,0.0,0.0,33.0,49.0,37.0,45.0,31.0,0.0,0.0,23.75375965859023
2020-10-30,0.0,27.0,42.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,40.4040404040404,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,16.17909447758042
