,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,43.0,70.0,69.79166666666667,35.0,51.0,47.0,46.0,66.0,97.0,64.0,45.0,43.0,50.0,65.0,71.57894736842105,39.0,55.0,51.02040816326531,50.0,58.0,75.6764179665228
2020-10-06,55.0,59.0,48.958333333333336,48.0,51.0,60.0,54.0,31.0,70.0,33.0,60.0,31.0,50.0,49.0,80.0,39.0,40.0,32.6530612244898,44.0,46.0,66.54015725509902
2020-10-07,38.0,66.0,70.83333333333333,77.0,76.0,48.0,74.0,31.0,50.0,65.0,92.0,44.0,51.0,60.0,72.63157894736842,54.0,33.0,52.04081632653061,57.0,39.0,77.9889399500119
2020-10-08,33.0,73.0,84.375,49.0,64.0,60.0,47.0,56.0,92.0,65.0,66.0,100.0,45.0,54.0,80.0,24.0,100.0,45.91836734693877,82.0,71.0,87.53246366341996
2020-10-09,77.0,50.0,38.541666666666664,30.0,41.0,45.0,73.0,60.0,46.0,56.0,50.0,74.0,27.0,39.0,35.78947368421053,32.0,42.0,63.265306122448976,76.0,49.0,68.0982371403301
2020-10-10,35.0,67.0,70.83333333333333,98.0,56.0,61.0,84.0,93.0,98.0,40.0,25.0,63.0,32.0,92.0,66.3157894736842,37.0,71.0,66.3265306122449,72.0,58.0,87.13810027098282
2020-10-11,27.0,48.0,34.375,68.0,31.0,44.0,73.0,53.0,51.0,71.0,0.0,38.0,46.0,51.0,55.78947368421053,24.0,54.0,23.46938775510204,46.0,32.0,59.017361017780416
2020-10-12,58.0,48.0,95.83333333333333,81.0,47.0,31.0,35.0,52.0,44.0,54.0,41.0,20.0,40.0,70.0,54.73684210526316,41.0,59.0,81.63265306122449,66.0,76.0,74.24014109721556
2020-10-13,34.0,54.0,57.291666666666664,36.0,53.0,37.0,55.0,57.0,66.0,86.0,48.0,45.0,46.0,31.0,55.78947368421053,40.0,40.0,53.06122448979592,45.0,34.0,65.96607002230857
2020-10-14,28.0,75.0,80.20833333333333,79.0,66.0,37.0,35.0,64.0,51.0,54.0,68.0,58.0,79.0,49.0,82.10526315789474,56.0,52.0,46.93877551020408,26.0,68.0,78.24291238962599
2020-10-15,30.0,100.0,68.75,90.0,62.0,46.0,51.0,100.0,84.0,84.0,43.0,62.0,48.0,33.0,78.94736842105263,63.0,36.0,63.265306122448976,96.0,36.0,86.42546055276951
