date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,21.0,22.0,19.0,23.0,26.0,28.0,19.0,24.0,21.0,14.0,22.0,24.0,19.0,25.0,23.0,25.0,21.0,22.0,21.0,22.0,22.75541795665634
2020-01-30,23.0,24.0,23.0,19.0,28.0,22.0,25.0,21.0,24.0,24.0,21.0,24.0,28.0,20.0,22.0,23.0,18.0,21.0,19.0,20.0,23.168214654282764
2020-01-31,22.0,27.0,20.0,24.0,22.0,23.0,19.0,25.0,24.0,17.0,14.0,24.0,24.0,21.0,20.0,30.0,23.0,25.0,23.0,23.0,23.219814241486066
2020-02-01,15.0,18.0,14.0,18.0,21.0,20.0,16.0,18.0,17.0,16.0,12.0,20.0,13.0,17.0,19.0,14.0,14.0,19.0,15.0,18.0,17.23426212590299
2020-02-02,19.0,15.0,11.0,14.0,12.0,12.0,13.0,13.0,14.0,8.0,11.0,13.0,13.0,17.0,9.0,14.0,19.0,12.0,13.0,6.0,13.312693498452013
2020-02-03,14.0,12.0,12.0,15.0,15.0,14.0,15.0,14.0,14.0,10.0,12.0,11.0,15.0,12.0,14.0,14.0,8.0,10.0,10.0,12.0,13.054695562435501
2020-02-04,12.0,11.0,9.0,12.0,13.0,15.0,12.0,15.0,9.0,11.0,11.0,11.0,11.0,10.0,12.0,15.0,9.0,14.0,12.0,13.0,12.229102167182662
2020-02-05,9.0,10.0,11.0,9.0,11.0,10.0,14.0,9.0,9.0,7.0,8.0,11.0,11.0,12.0,8.0,9.0,9.0,11.0,12.0,6.0,10.113519091847266
2020-02-06,7.0,9.0,10.0,9.0,7.0,9.0,8.0,11.0,4.0,9.0,6.0,11.0,12.0,11.0,13.0,12.0,10.0,8.0,7.0,9.0,9.391124871001029
2020-02-07,12.0,11.0,7.0,12.0,11.0,12.0,8.0,8.0,9.0,12.0,13.0,11.0,9.0,13.0,12.0,15.0,6.0,14.0,10.0,12.0,11.197110423116612
