,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-01-29,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.589658048373645
2020-01-30,16.0,20.0,0.0,0.0,18.0,0.0,0.0,18.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,10.258548790658882
2020-01-31,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,7.2560467055879885
2020-02-01,0.0,0.0,0.0,13.0,0.0,0.0,17.0,0.0,0.0,0.0,15.0,35.0,0.0,33.0,0.0,17.0,0.0,27.0,11.0,0.0,14.011676396997498
2020-02-02,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,17.0,0.0,13.0,0.0,28.0,8.590492076730609
2020-02-03,14.0,0.0,13.0,22.0,0.0,12.0,15.0,15.0,0.0,0.0,0.0,15.0,29.0,14.0,0.0,0.0,31.0,12.0,10.0,0.0,16.847372810675562
2020-02-04,0.0,20.0,0.0,0.0,18.0,0.0,34.0,17.0,0.0,14.0,0.0,0.0,16.0,0.0,0.0,17.0,0.0,13.0,0.0,28.0,14.762301918265221
2020-02-05,15.0,20.0,30.0,12.0,0.0,0.0,17.0,0.0,19.0,14.0,0.0,35.0,16.0,16.0,0.0,17.0,17.0,14.0,0.0,0.0,20.183486238532108
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,4.920767306088407
2020-02-07,34.0,0.0,0.0,13.0,38.0,14.0,18.0,19.0,43.0,29.0,0.0,18.0,0.0,17.0,15.0,0.0,0.0,0.0,12.0,15.0,23.769808173477898
2020-02-08,0.0,20.0,30.0,12.0,0.0,14.0,18.0,18.0,20.0,28.0,0.0,68.0,66.0,17.0,14.0,35.0,18.0,27.0,0.0,29.0,36.19683069224354
2020-02-09,14.0,19.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.755629691409507
2020-02-10,15.0,0.0,0.0,0.0,0.0,12.0,0.0,34.0,38.0,0.0,13.0,16.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,12.093411175979982
2020-02-11,15.0,0.0,0.0,13.0,17.0,13.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,16.0,0.0,17.0,17.0,14.0,0.0,14.0,13.844870725604672
2020-02-12,15.0,0.0,14.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,7.673060884070057
2020-02-13,15.0,20.0,29.0,0.0,0.0,13.0,0.0,36.0,40.0,27.0,27.0,33.0,32.0,16.0,14.0,17.0,17.0,27.0,23.0,0.0,32.19349457881568
2020-02-14,0.0,0.0,15.0,13.0,0.0,0.0,17.0,18.0,21.0,14.0,0.0,0.0,0.0,16.0,0.0,18.0,18.0,0.0,12.0,15.0,14.762301918265221
2020-02-15,16.0,22.0,0.0,13.0,19.0,29.0,36.0,19.0,22.0,15.0,15.0,0.0,34.0,35.0,15.0,19.0,19.0,14.0,25.0,15.0,31.859883236030026
2020-02-16,0.0,0.0,29.0,12.0,0.0,13.0,34.0,0.0,0.0,0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,27.0,11.0,0.0,13.261050875729774
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,3.3361134278565467
2020-02-18,15.0,0.0,29.0,12.0,0.0,13.0,34.0,0.0,19.0,0.0,0.0,51.0,16.0,33.0,13.0,17.0,0.0,0.0,11.0,14.0,23.102585487906588
2020-02-19,0.0,21.0,0.0,0.0,0.0,0.0,0.0,36.0,20.0,14.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,9.924937447873226
2020-02-20,16.0,0.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,0.0,14.0,0.0,19.0,0.0,0.0,0.0,10.592160133444537
2020-02-21,0.0,0.0,0.0,0.0,19.0,14.0,19.0,18.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,11.34278565471226
2020-02-22,0.0,44.0,0.0,0.0,19.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,9.674728940783986
2020-02-23,0.0,0.0,15.0,12.0,0.0,14.0,0.0,0.0,0.0,0.0,14.0,35.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,29.0,11.259382819015846
2020-02-24,15.0,21.0,0.0,12.0,0.0,13.0,17.0,17.0,19.0,13.0,0.0,0.0,0.0,16.0,14.0,17.0,17.0,0.0,11.0,0.0,16.847372810675562
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,0.0,17.0,0.0,0.0,0.0,6.422018348623853
2020-02-27,30.0,0.0,41.0,24.0,33.0,25.0,67.0,34.0,19.0,39.0,27.0,0.0,46.0,62.0,13.0,32.0,33.0,52.0,33.0,53.0,55.29608006672227
2020-02-28,47.0,82.0,14.0,24.0,70.0,39.0,0.0,35.0,100.0,41.0,14.0,17.0,32.0,31.0,40.0,17.0,70.0,13.0,0.0,14.0,58.381984987489574
2020-02-29,15.0,40.0,14.0,0.0,17.0,13.0,69.0,86.0,38.0,53.0,14.0,17.0,32.0,16.0,39.0,50.0,86.0,26.0,22.0,14.0,55.12927439532943
2020-03-01,15.0,56.0,54.0,23.0,50.0,0.0,16.0,33.0,0.0,13.0,26.0,31.0,30.0,30.0,37.0,32.0,32.0,38.0,11.0,53.0,48.37364470391993
2020-03-02,71.0,55.0,66.0,100.0,32.0,24.0,63.0,48.0,18.0,61.0,64.0,46.0,30.0,45.0,75.0,31.0,93.0,74.0,21.0,65.0,90.24186822351959
2020-03-03,89.0,97.0,41.0,48.0,67.0,51.0,66.0,34.0,0.0,13.0,14.0,64.0,47.0,63.0,39.0,33.0,49.0,51.0,21.0,27.0,76.2301918265221
2020-03-04,29.0,19.0,27.0,0.0,0.0,12.0,0.0,33.0,75.0,26.0,13.0,48.0,30.0,46.0,26.0,48.0,16.0,13.0,10.0,27.0,41.53461217681401
2020-03-05,88.0,96.0,14.0,23.0,100.0,13.0,0.0,99.0,94.0,64.0,26.0,16.0,30.0,15.0,39.0,32.0,99.0,13.0,0.0,27.0,74.06171809841534
2020-03-06,30.0,38.0,43.0,36.0,17.0,39.0,33.0,17.0,38.0,66.0,14.0,33.0,47.0,31.0,27.0,0.0,67.0,26.0,11.0,41.0,54.545454545454554
2020-03-07,79.0,40.0,60.0,37.0,18.0,40.0,70.0,88.0,60.0,41.0,43.0,54.0,33.0,50.0,27.0,87.0,53.0,41.0,46.0,59.0,85.57130942452044
2020-03-08,28.0,19.0,53.0,34.0,64.0,100.0,48.0,65.0,54.0,38.0,51.0,63.0,74.0,44.0,25.0,63.0,33.0,100.0,51.0,78.0,90.49207673060883
2020-03-09,14.0,36.0,39.0,44.0,63.0,24.0,46.0,64.0,54.0,48.0,26.0,46.0,29.0,88.0,74.0,31.0,47.0,49.0,51.0,26.0,74.9791492910759
2020-03-10,43.0,37.0,13.0,22.0,16.0,35.0,61.0,16.0,0.0,12.0,37.0,46.0,43.0,44.0,12.0,61.0,47.0,24.0,10.0,25.0,50.37531276063386
2020-03-11,14.0,91.0,26.0,22.0,63.0,36.0,46.0,31.0,0.0,37.0,63.0,45.0,73.0,73.0,62.0,77.0,47.0,48.0,30.0,51.0,77.98165137614679
2020-03-12,42.0,19.0,13.0,11.0,33.0,24.0,16.0,33.0,36.0,25.0,0.0,16.0,15.0,0.0,37.0,16.0,95.0,0.0,21.0,13.0,38.78231859883236
2020-03-13,62.0,79.0,100.0,49.0,68.0,39.0,51.0,0.0,38.0,81.0,55.0,34.0,64.0,63.0,68.0,100.0,17.0,0.0,100.0,56.0,93.74478732276897
2020-03-14,59.0,79.0,14.0,60.0,17.0,13.0,100.0,34.0,58.0,26.0,14.0,100.0,47.0,16.0,13.0,17.0,33.0,39.0,44.0,41.0,68.72393661384487
2020-03-15,27.0,91.0,52.0,43.0,31.0,47.0,76.0,31.0,71.0,48.0,74.0,75.0,100.0,100.0,48.0,46.0,15.0,49.0,40.0,100.0,97.08090075062552
2020-03-16,77.0,100.0,24.0,20.0,86.0,0.0,0.0,100.0,64.0,100.0,11.0,14.0,0.0,13.0,100.0,14.0,100.0,11.0,19.0,35.0,74.06171809841534
2020-03-17,65.0,50.0,85.0,41.0,59.0,45.0,58.0,88.0,82.0,34.0,46.0,57.0,41.0,54.0,69.0,28.0,44.0,90.0,29.0,94.0,96.66388657214345
2020-03-18,0.0,0.0,25.0,52.0,15.0,45.0,44.0,0.0,17.0,12.0,48.0,43.0,28.0,42.0,12.0,73.0,0.0,46.0,10.0,48.0,46.705587989991656
2020-03-19,14.0,35.0,0.0,21.0,62.0,11.0,45.0,0.0,17.0,36.0,50.0,15.0,28.0,28.0,24.0,59.0,46.0,34.0,0.0,13.0,44.870725604670554
2020-03-20,0.0,33.0,12.0,20.0,28.0,44.0,56.0,58.0,81.0,22.0,11.0,41.0,26.0,26.0,22.0,56.0,59.0,22.0,55.0,35.0,58.965804837364466
2020-03-21,100.0,74.0,55.0,57.0,48.0,74.0,94.0,79.0,91.0,49.0,64.0,31.0,30.0,45.0,63.0,63.0,79.0,25.0,52.0,26.0,100.0
