date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0
2020-01-02,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.2,0
2020-01-03,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.7,0
2020-01-04,1.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.3,0
2020-01-05,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.2,0
2020-01-06,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.2,0
2020-01-07,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.8,0
2020-01-08,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.3,0
2020-01-09,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.5,0
2020-01-10,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.9,0
2020-01-11,3.0,5.0,3.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.4,0
2020-01-12,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.6,0
2020-01-13,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,3.0,2.4,0
2020-01-14,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.3,0
2020-01-15,4.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,2.9,0
2020-01-16,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.5,0
2020-01-17,3.0,2.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,6.0,3.5,0
2020-01-18,5.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,2.9,0
2020-01-19,3.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,3.4,0
2020-01-20,7.0,8.0,7.0,6.0,7.0,5.0,3.0,4.0,5.0,8.0,6.0,0
2020-01-21,4.0,7.0,6.0,5.0,5.0,5.0,5.0,7.0,4.0,5.0,5.3,0
2020-01-22,13.0,11.0,9.0,10.0,8.0,8.0,8.0,9.0,11.0,8.0,9.5,0
2020-01-23,12.0,12.0,8.0,7.0,7.0,10.0,9.0,6.0,8.0,9.0,8.8,0
2020-01-24,16.0,18.0,17.0,15.0,14.0,14.0,13.0,15.0,12.0,17.0,15.1,0
2020-01-25,25.0,24.0,23.0,20.0,18.0,25.0,17.0,19.0,20.0,20.0,21.1,0
2020-01-26,20.0,20.0,19.0,17.0,16.0,19.0,17.0,15.0,19.0,17.0,17.9,0
2020-01-27,17.0,20.0,21.0,13.0,19.0,15.0,16.0,13.0,16.0,20.0,17.0,0
2020-01-28,24.0,26.0,26.0,24.0,26.0,20.0,22.0,25.0,23.0,27.0,24.3,0
2020-01-29,24.0,25.0,22.0,23.0,20.0,22.0,26.0,16.0,24.0,24.0,22.6,0
2020-01-30,25.0,26.0,31.0,32.0,29.0,26.0,21.0,33.0,27.0,30.0,28.0,0
2020-01-31,18.0,20.0,21.0,19.0,19.0,22.0,19.0,19.0,16.0,18.0,19.1,0
2020-02-01,12.0,14.0,15.0,16.0,15.0,15.0,12.0,14.0,12.0,15.0,14.0,0
2020-02-02,16.0,15.0,17.0,19.0,17.0,17.0,12.0,16.0,17.0,14.0,16.0,0
2020-02-03,15.0,13.0,14.0,18.0,12.0,15.0,16.0,11.0,13.0,12.0,13.9,0
2020-02-04,8.0,9.0,9.0,9.0,9.0,10.0,7.0,8.0,9.0,10.0,8.8,0
2020-02-05,10.0,11.0,12.0,9.0,10.0,9.0,8.0,6.0,4.0,8.0,8.7,0
2020-02-06,13.0,11.0,12.0,11.0,11.0,15.0,12.0,12.0,12.0,8.0,11.7,0
2020-02-07,8.0,11.0,12.0,10.0,12.0,10.0,11.0,9.0,11.0,9.0,10.3,0
2020-02-08,5.0,7.0,6.0,6.0,7.0,6.0,4.0,5.0,5.0,7.0,5.8,0
2020-02-09,10.0,7.0,7.0,7.0,13.0,9.0,10.0,8.0,8.0,9.0,8.8,0
2020-02-10,12.0,10.0,11.0,10.0,10.0,12.0,9.0,12.0,9.0,13.0,10.8,0
2020-02-11,10.0,13.0,11.0,8.0,8.0,7.0,8.0,10.0,12.0,9.0,9.6,0
2020-02-12,11.0,14.0,12.0,10.0,8.0,11.0,12.0,9.0,10.0,11.0,10.8,0
