,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-11-18,34.0,12.0,34.0,13.0,11.0,0.0,54.0,23.0,48.0,25.0,20.0,13.402061855670103,12.0,37.0,39.0,38.028169014084504,32.0,35.714285714285715,28.0,47.82608695652174,38.78035579033604
2020-11-19,56.0,62.0,44.0,63.0,45.0,27.0,27.0,45.0,27.0,49.0,20.0,39.175257731958766,35.0,49.0,52.0,38.028169014084504,51.0,58.16326530612245,0.0,27.17391304347826,56.71425793477129
2020-11-20,71.0,65.0,81.0,54.0,47.0,43.0,42.0,59.0,43.0,39.0,53.0,26.804123711340207,73.0,77.0,67.0,26.760563380281692,55.0,85.71428571428571,29.0,50.0,75.70429236431589
2020-11-21,0.0,42.0,49.0,57.0,37.0,46.0,60.0,25.0,30.0,14.0,23.0,14.43298969072165,52.0,27.0,29.0,14.084507042253522,46.0,65.3061224489796,31.0,22.82608695652174,47.67030616520775
2020-11-22,36.0,66.0,36.0,69.0,48.0,87.0,100.0,72.0,65.0,66.0,76.0,27.835051546391753,100.0,92.0,42.0,95.77464788732394,100.0,100.0,100.0,57.608695652173914,100.0
2020-11-23,67.0,61.0,66.0,76.0,100.0,81.0,80.0,22.0,88.0,84.0,81.0,77.31958762886597,80.0,61.0,64.0,74.64788732394366,52.0,34.69387755102041,64.0,73.91304347826087,96.61304998806332
2020-11-24,100.0,87.0,33.0,63.0,78.0,54.0,53.0,100.0,95.0,61.0,20.0,90.72164948453609,92.0,85.0,91.0,100.0,62.0,23.46938775510204,28.0,73.91304347826087,96.78918509011068
2020-11-25,78.0,75.0,89.0,77.0,44.0,54.0,67.0,11.0,47.0,73.0,100.0,51.54639175257732,69.0,86.0,64.0,50.70422535211268,72.0,58.16326530612245,64.0,46.73913043478261,88.92470791457994
2020-11-26,68.0,100.0,33.0,38.0,45.0,0.0,80.0,45.0,41.0,87.0,71.0,90.72164948453609,12.0,62.0,65.0,63.38028169014085,52.0,46.93877551020408,28.0,67.3913043478261,76.27196635141256
2020-11-27,56.0,74.0,11.0,50.0,22.0,41.0,67.0,33.0,27.0,85.0,10.0,38.144329896907216,23.0,25.0,51.0,50.70422535211268,41.0,34.69387755102041,18.0,46.73913043478261,55.99994861413293
2020-11-28,0.0,14.0,13.0,58.0,13.0,0.0,0.0,13.0,23.0,28.0,0.0,44.329896907216494,53.0,28.0,29.0,14.084507042253522,12.0,39.795918367346935,11.0,22.82608695652174,28.967489254895575
2020-11-29,49.0,14.0,0.0,42.0,12.0,30.0,58.0,49.0,30.0,26.0,0.0,43.29896907216495,64.0,40.0,57.0,83.09859154929578,23.0,52.04081632653061,30.0,29.347826086956523,50.95229287821405
2020-11-30,55.0,49.0,54.0,100.0,88.0,80.0,53.0,43.0,40.0,60.0,30.0,50.51546391752577,80.0,60.0,90.0,25.35211267605634,50.0,81.63265306122449,18.0,53.26086956521739,80.82065396123879
2020-12-01,22.0,61.0,44.0,51.0,66.0,81.0,40.0,78.0,61.0,85.0,61.0,39.175257731958766,81.0,37.0,52.0,50.70422535211268,31.0,58.16326530612245,19.0,66.30434782608695,75.50015373194229
2020-12-02,57.0,62.0,89.0,13.0,56.0,54.0,40.0,45.0,54.0,37.0,61.0,25.77319587628866,81.0,73.0,91.0,76.05633802816901,31.0,46.93877551020408,73.0,60.869565217391305,78.4447461811459
2020-12-03,34.0,25.0,23.0,39.0,11.0,14.0,82.0,11.0,27.0,50.0,20.0,0.0,47.0,25.0,40.0,50.70422535211268,42.0,47.95918367346939,47.0,33.69565217391305,46.60565993930649
2020-12-04,47.0,13.0,70.0,81.0,23.0,57.0,56.0,35.0,43.0,26.0,21.0,54.63917525773196,37.0,26.0,68.0,92.95774647887323,65.0,36.734693877551024,19.0,42.391304347826086,63.62005410098785
