date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-01-29,0.0,0.0,54.0,0.0,30.0,26.0,0.0,22.0,0.0,0.0,0.0,24.0,0.0,27.0,29.0,50.0,54.0,57.0,78.0,0.0,35.483870967741936
2020-01-30,27.0,0.0,27.0,26.0,31.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,30.0,28.0,0.0,19.51219512195122
2020-01-31,28.0,88.0,57.0,0.0,32.0,83.0,27.0,47.0,0.0,81.0,68.0,25.0,36.0,29.0,0.0,0.0,57.0,0.0,55.0,80.0,62.39181746656177
2020-02-01,28.0,0.0,28.0,82.0,32.0,28.0,27.0,0.0,0.0,27.0,0.0,24.0,18.0,29.0,0.0,0.0,28.0,0.0,57.0,27.0,34.225019669551536
2020-02-02,0.0,29.0,0.0,0.0,0.0,27.0,0.0,23.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,10.936270653029112
2020-02-03,24.0,0.0,25.0,0.0,0.0,24.0,23.0,0.0,24.0,0.0,0.0,42.0,16.0,25.0,27.0,0.0,25.0,27.0,0.0,24.0,24.075531077891426
2020-02-04,26.0,0.0,27.0,0.0,29.0,26.0,0.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,14.319433516915815
2020-02-05,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0456333595594023
2020-02-06,29.0,0.0,0.0,28.0,32.0,80.0,0.0,0.0,0.0,54.0,0.0,25.0,0.0,28.0,0.0,26.0,29.0,63.0,0.0,0.0,30.99921321793863
2020-02-07,58.0,59.0,29.0,57.0,33.0,57.0,28.0,0.0,0.0,27.0,35.0,25.0,18.0,58.0,0.0,0.0,29.0,63.0,0.0,0.0,45.31864673485445
2020-02-08,0.0,30.0,0.0,28.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0,0.0,0.0,30.0,0.0,0.0,0.0,13.139260424862314
2020-02-09,27.0,0.0,27.0,27.0,0.0,26.0,27.0,22.0,0.0,26.0,33.0,24.0,34.0,27.0,30.0,0.0,0.0,29.0,0.0,0.0,28.24547600314713
2020-02-10,51.0,81.0,53.0,51.0,29.0,49.0,0.0,0.0,51.0,26.0,63.0,23.0,0.0,0.0,29.0,0.0,53.0,28.0,26.0,0.0,48.22974036191975
2020-02-11,27.0,28.0,27.0,25.0,29.0,63.0,51.0,45.0,52.0,49.0,100.0,23.0,32.0,52.0,86.0,0.0,80.0,87.0,26.0,26.0,71.43981117230527
2020-02-12,25.0,27.0,78.0,75.0,0.0,51.0,25.0,65.0,78.0,25.0,32.0,23.0,16.0,53.0,85.0,50.0,0.0,56.0,52.0,25.0,66.16837136113297
2020-02-13,27.0,28.0,81.0,26.0,61.0,26.0,27.0,22.0,80.0,26.0,32.0,0.0,0.0,27.0,30.0,100.0,54.0,58.0,0.0,25.0,57.43509047993706
2020-02-14,0.0,27.0,0.0,0.0,0.0,26.0,52.0,0.0,27.0,0.0,32.0,24.0,0.0,55.0,0.0,0.0,0.0,0.0,26.0,26.0,23.210070810385524
2020-02-15,29.0,0.0,29.0,0.0,33.0,28.0,56.0,0.0,56.0,28.0,35.0,0.0,0.0,29.0,0.0,0.0,57.0,31.0,29.0,28.0,36.821400472069236
2020-02-16,0.0,27.0,27.0,0.0,30.0,39.0,0.0,22.0,27.0,26.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.43351691581432
2020-02-17,50.0,52.0,49.0,49.0,0.0,50.0,24.0,0.0,0.0,0.0,61.0,22.0,0.0,26.0,0.0,0.0,25.0,27.0,49.0,0.0,38.08025177025964
2020-02-18,25.0,27.0,51.0,0.0,28.0,0.0,25.0,21.0,0.0,0.0,30.0,22.0,17.0,0.0,0.0,0.0,0.0,56.0,25.0,50.0,29.661683713611335
2020-02-19,50.0,51.0,25.0,48.0,56.0,74.0,24.0,0.0,0.0,24.0,60.0,0.0,16.0,25.0,27.0,0.0,0.0,54.0,25.0,24.0,45.86939417781275
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,28.0,86.0,28.0,27.0,64.0,28.0,27.0,45.0,56.0,0.0,0.0,47.0,18.0,28.0,30.0,26.0,57.0,29.0,56.0,81.0,59.874114870180954
2020-02-22,58.0,0.0,59.0,0.0,65.0,57.0,29.0,24.0,0.0,28.0,36.0,0.0,0.0,30.0,33.0,27.0,30.0,33.0,0.0,58.0,44.61054287962234
2020-02-23,29.0,61.0,30.0,29.0,33.0,57.0,57.0,0.0,58.0,29.0,72.0,51.0,19.0,90.0,33.0,0.0,30.0,65.0,0.0,56.0,62.86388670338317
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0456333595594023
2020-02-25,52.0,0.0,0.0,25.0,0.0,25.0,0.0,21.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,56.0,0.0,24.0,23.760818253343825
2020-02-26,0.0,0.0,0.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,25.0,0.0,24.0,24.0,13.217938630999214
2020-02-27,50.0,26.0,25.0,0.0,28.0,0.0,24.0,0.0,25.0,25.0,0.0,0.0,0.0,52.0,27.0,0.0,26.0,27.0,25.0,0.0,28.32415420928403
2020-02-28,27.0,56.0,0.0,0.0,30.0,54.0,26.0,22.0,0.0,51.0,33.0,47.0,0.0,55.0,87.0,51.0,0.0,87.0,28.0,0.0,51.45554681353266
2020-02-29,54.0,28.0,55.0,52.0,31.0,52.0,53.0,44.0,27.0,51.0,33.0,0.0,17.0,28.0,0.0,26.0,0.0,0.0,27.0,26.0,47.52163650668765
2020-03-01,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.294256490952007
2020-03-02,49.0,25.0,0.0,25.0,0.0,36.0,24.0,20.0,0.0,47.0,30.0,21.0,16.0,25.0,0.0,48.0,0.0,27.0,0.0,0.0,30.92053501180173
2020-03-03,53.0,0.0,26.0,26.0,30.0,0.0,50.0,21.0,0.0,25.0,32.0,23.0,33.0,27.0,29.0,25.0,0.0,28.0,26.0,25.0,37.68686073957514
2020-03-04,0.0,26.0,51.0,50.0,57.0,49.0,25.0,21.0,25.0,50.0,31.0,22.0,0.0,77.0,56.0,24.0,26.0,55.0,26.0,0.0,52.79307631785995
2020-03-05,0.0,0.0,0.0,0.0,0.0,38.0,50.0,42.0,25.0,24.0,0.0,22.0,0.0,0.0,56.0,71.0,0.0,0.0,50.0,0.0,29.740361919748228
2020-03-06,25.0,27.0,26.0,50.0,87.0,49.0,50.0,21.0,51.0,0.0,31.0,23.0,17.0,26.0,56.0,24.0,79.0,29.0,77.0,50.0,62.785208497246266
2020-03-07,0.0,0.0,27.0,27.0,63.0,0.0,27.0,23.0,0.0,0.0,67.0,48.0,17.0,28.0,30.0,0.0,0.0,30.0,0.0,0.0,30.448465774980335
