,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-02-19,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.3
2020-02-20,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.95
2020-02-21,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.85
2020-02-22,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.4
2020-02-23,12.0,11.0,11.0,11.0,11.0,12.0,10.0,12.0,11.0,11.0,10.0,11.0,12.0,10.0,11.0,11.0,10.0,11.0,12.0,10.0,11.0
2020-02-24,18.0,15.0,17.0,17.0,18.0,19.0,16.0,16.0,17.0,19.0,17.0,17.0,19.0,18.0,19.0,19.0,16.0,18.0,17.0,16.0,17.4
2020-02-25,17.0,16.0,18.0,17.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,17.0,19.0,18.0,19.0,21.0,17.0,20.0,17.0,16.0,17.85
2020-02-26,21.0,18.0,19.0,19.0,19.0,22.0,20.0,20.0,19.0,19.0,19.0,18.0,19.0,20.0,18.0,19.0,19.0,19.0,18.0,19.0,19.2
2020-02-27,20.0,19.0,19.0,18.0,20.0,21.0,20.0,21.0,20.0,20.0,18.0,19.0,21.0,19.0,20.0,19.0,20.0,20.0,20.0,20.0,19.7
2020-02-28,33.0,27.0,31.0,32.0,32.0,31.0,31.0,32.0,30.0,28.0,30.0,30.0,31.0,30.0,29.0,32.0,31.0,33.0,30.0,32.0,30.75
2020-02-29,25.0,27.0,26.0,23.0,27.0,28.0,28.0,26.0,25.0,26.0,26.0,27.0,28.0,25.0,25.0,31.0,26.0,27.0,26.0,27.0,26.45
2020-03-01,28.0,27.0,26.0,27.0,27.0,28.0,23.0,26.0,25.0,27.0,28.0,26.0,28.0,26.0,27.0,28.0,27.0,28.0,27.0,24.0,26.65
2020-03-02,29.0,27.0,29.0,28.0,29.0,30.0,30.0,30.0,31.0,26.0,31.0,29.0,31.0,28.0,30.0,30.0,29.0,32.0,28.0,30.0,29.35
2020-03-03,26.0,24.0,24.0,24.0,23.0,27.0,25.0,27.0,25.0,24.0,26.0,25.0,27.0,22.0,26.0,26.0,25.0,26.0,24.0,24.0,25.0
2020-03-04,25.0,26.0,26.0,25.0,25.0,25.0,26.0,25.0,25.0,27.0,25.0,24.0,28.0,25.0,26.0,26.0,25.0,25.0,26.0,24.0,25.45
2020-03-05,25.0,28.0,27.0,27.0,26.0,29.0,27.0,25.0,27.0,28.0,28.0,26.0,28.0,27.0,29.0,29.0,28.0,27.0,27.0,26.0,27.2
2020-03-06,30.0,29.0,29.0,31.0,29.0,30.0,30.0,30.0,28.0,31.0,29.0,28.0,31.0,32.0,31.0,30.0,31.0,30.0,28.0,26.0,29.65
2020-03-07,28.0,27.0,28.0,25.0,27.0,28.0,27.0,25.0,26.0,26.0,28.0,28.0,29.0,26.0,28.0,28.0,26.0,29.0,27.0,27.0,27.15
2020-03-08,30.0,33.0,28.0,31.0,31.0,34.0,31.0,30.0,28.0,28.0,30.0,32.0,34.0,30.0,30.0,31.0,32.0,33.0,31.0,29.0,30.8
2020-03-09,38.0,33.0,36.0,35.0,36.0,37.0,36.0,39.0,37.0,36.0,37.0,34.0,38.0,37.0,38.0,35.0,36.0,39.0,33.0,35.0,36.25
2020-03-10,35.0,37.0,34.0,34.0,35.0,35.0,34.0,38.0,37.0,35.0,37.0,38.0,40.0,35.0,38.0,38.0,38.0,40.0,37.0,33.0,36.4
2020-03-11,41.0,39.0,38.0,41.0,40.0,42.0,39.0,38.0,39.0,40.0,38.0,38.0,39.0,40.0,40.0,40.0,43.0,42.0,39.0,39.0,39.75
2020-03-12,69.0,64.0,66.0,63.0,69.0,69.0,68.0,69.0,70.0,68.0,72.0,69.0,71.0,69.0,68.0,70.0,66.0,70.0,66.0,65.0,68.05
2020-03-13,82.0,76.0,81.0,81.0,81.0,85.0,82.0,83.0,82.0,82.0,86.0,78.0,88.0,86.0,85.0,89.0,80.0,88.0,77.0,77.0,82.45
2020-03-14,86.0,81.0,80.0,81.0,86.0,84.0,90.0,81.0,80.0,83.0,88.0,84.0,89.0,82.0,88.0,91.0,84.0,89.0,83.0,84.0,84.7
2020-03-15,91.0,88.0,87.0,85.0,91.0,93.0,88.0,90.0,86.0,88.0,96.0,89.0,97.0,92.0,88.0,93.0,94.0,91.0,90.0,86.0,90.15
2020-03-16,76.0,78.0,74.0,71.0,78.0,80.0,78.0,79.0,78.0,75.0,82.0,77.0,81.0,77.0,77.0,78.0,77.0,78.0,77.0,75.0,77.3
2020-03-17,66.0,65.0,64.0,63.0,66.0,69.0,68.0,68.0,69.0,65.0,72.0,65.0,73.0,69.0,64.0,69.0,67.0,68.0,62.0,65.0,66.85
2020-03-18,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-19,60.0,63.0,59.0,57.0,61.0,61.0,62.0,63.0,58.0,58.0,63.0,59.0,63.0,61.0,60.0,63.0,64.0,62.0,61.0,61.0,60.95
2020-03-20,58.0,55.0,57.0,56.0,57.0,61.0,56.0,61.0,55.0,59.0,60.0,55.0,60.0,58.0,58.0,60.0,57.0,60.0,55.0,56.0,57.7
2020-03-21,61.0,55.0,54.0,60.0,57.0,60.0,58.0,55.0,58.0,59.0,59.0,56.0,62.0,58.0,56.0,63.0,61.0,63.0,54.0,58.0,58.35
2020-03-22,54.0,58.0,52.0,52.0,51.0,54.0,52.0,52.0,54.0,54.0,54.0,57.0,56.0,52.0,52.0,57.0,58.0,55.0,58.0,53.0,54.25
2020-03-23,40.0,44.0,44.0,42.0,45.0,47.0,43.0,47.0,45.0,44.0,45.0,48.0,46.0,44.0,44.0,48.0,47.0,44.0,48.0,44.0,44.95
2020-03-24,39.0,40.0,39.0,37.0,40.0,42.0,39.0,41.0,42.0,40.0,40.0,42.0,40.0,41.0,42.0,44.0,39.0,44.0,40.0,41.0,40.6
2020-03-25,37.0,38.0,35.0,35.0,32.0,38.0,36.0,36.0,36.0,35.0,35.0,39.0,37.0,35.0,37.0,40.0,39.0,39.0,38.0,34.0,36.55
2020-03-26,35.0,35.0,33.0,31.0,31.0,35.0,33.0,35.0,35.0,34.0,36.0,37.0,35.0,37.0,33.0,35.0,36.0,36.0,36.0,34.0,34.6
2020-03-27,35.0,35.0,35.0,35.0,36.0,38.0,38.0,34.0,37.0,37.0,37.0,36.0,38.0,36.0,39.0,38.0,37.0,38.0,38.0,35.0,36.6
2020-03-28,37.0,35.0,38.0,34.0,38.0,36.0,36.0,34.0,36.0,34.0,36.0,37.0,37.0,39.0,35.0,37.0,33.0,37.0,34.0,33.0,35.8
2020-03-29,35.0,36.0,34.0,32.0,36.0,36.0,35.0,36.0,35.0,33.0,38.0,34.0,36.0,35.0,36.0,39.0,34.0,34.0,36.0,34.0,35.2
2020-03-30,28.0,26.0,28.0,27.0,29.0,30.0,29.0,28.0,28.0,27.0,30.0,24.0,30.0,26.0,28.0,29.0,29.0,29.0,25.0,26.0,27.8
2020-03-31,26.0,26.0,25.0,24.0,25.0,25.0,24.0,25.0,27.0,25.0,29.0,25.0,26.0,25.0,24.0,27.0,25.0,28.0,27.0,24.0,25.6
2020-04-01,28.0,26.0,27.0,24.0,28.0,28.0,25.0,27.0,27.0,27.0,29.0,26.0,27.0,28.0,26.0,29.0,27.0,28.0,27.0,25.0,26.95
2020-04-02,28.0,25.0,26.0,25.0,27.0,28.0,28.0,26.0,26.0,27.0,26.0,25.0,28.0,27.0,26.0,29.0,25.0,27.0,22.0,26.0,26.35
2020-04-03,40.0,36.0,40.0,39.0,42.0,38.0,39.0,38.0,40.0,38.0,43.0,38.0,41.0,39.0,40.0,40.0,40.0,39.0,36.0,38.0,39.2
2020-04-04,39.0,38.0,37.0,38.0,39.0,40.0,40.0,38.0,40.0,40.0,43.0,41.0,41.0,41.0,40.0,43.0,42.0,43.0,40.0,39.0,40.1
2020-04-05,42.0,39.0,39.0,39.0,40.0,41.0,41.0,42.0,36.0,39.0,41.0,36.0,42.0,39.0,38.0,39.0,39.0,42.0,35.0,39.0,39.4
2020-04-06,19.0,20.0,17.0,19.0,20.0,22.0,19.0,20.0,19.0,18.0,20.0,20.0,22.0,19.0,18.0,22.0,20.0,20.0,19.0,17.0,19.5
2020-04-07,20.0,19.0,18.0,19.0,19.0,20.0,19.0,22.0,18.0,19.0,20.0,18.0,22.0,21.0,19.0,20.0,20.0,19.0,19.0,18.0,19.45
2020-04-08,19.0,18.0,18.0,18.0,19.0,19.0,17.0,16.0,18.0,19.0,19.0,20.0,18.0,18.0,17.0,18.0,19.0,19.0,21.0,17.0,18.35
2020-04-09,18.0,16.0,17.0,16.0,17.0,17.0,17.0,17.0,18.0,17.0,17.0,16.0,17.0,16.0,17.0,18.0,17.0,17.0,17.0,16.0,16.9
2020-04-10,17.0,18.0,16.0,15.0,16.0,15.0,16.0,16.0,16.0,15.0,16.0,17.0,16.0,17.0,16.0,18.0,17.0,17.0,18.0,14.0,16.3
2020-04-11,16.0,16.0,17.0,15.0,18.0,15.0,16.0,15.0,17.0,16.0,16.0,16.0,17.0,15.0,16.0,17.0,16.0,16.0,17.0,15.0,16.1
2020-04-12,17.0,17.0,16.0,17.0,17.0,16.0,17.0,18.0,17.0,17.0,17.0,17.0,17.0,16.0,18.0,20.0,17.0,19.0,16.0,18.0,17.2
2020-04-13,19.0,18.0,17.0,17.0,18.0,18.0,17.0,18.0,20.0,18.0,18.0,17.0,17.0,19.0,17.0,19.0,17.0,18.0,18.0,17.0,17.85
2020-04-14,15.0,17.0,14.0,14.0,15.0,15.0,16.0,15.0,15.0,14.0,15.0,15.0,15.0,15.0,14.0,15.0,14.0,15.0,14.0,14.0,14.8
2020-04-15,16.0,15.0,16.0,16.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,14.0,17.0,17.0,15.0,17.0,15.0,16.0,14.0,16.0,15.5
2020-04-16,16.0,14.0,13.0,15.0,14.0,16.0,13.0,14.0,13.0,15.0,15.0,13.0,17.0,15.0,15.0,15.0,14.0,16.0,14.0,13.0,14.5
2020-04-17,15.0,16.0,15.0,15.0,16.0,16.0,16.0,17.0,14.0,14.0,18.0,16.0,17.0,16.0,15.0,16.0,15.0,16.0,15.0,14.0,15.6
2020-04-18,15.0,12.0,15.0,14.0,15.0,16.0,15.0,14.0,14.0,15.0,14.0,12.0,16.0,15.0,15.0,16.0,14.0,15.0,15.0,14.0,14.55
2020-04-19,14.0,16.0,14.0,15.0,16.0,16.0,14.0,14.0,16.0,16.0,16.0,14.0,16.0,14.0,15.0,17.0,15.0,16.0,15.0,13.0,15.1
2020-04-20,11.0,12.0,10.0,12.0,11.0,11.0,11.0,13.0,13.0,12.0,13.0,11.0,14.0,13.0,12.0,12.0,12.0,13.0,11.0,12.0,11.95
2020-04-21,12.0,13.0,12.0,11.0,11.0,11.0,12.0,12.0,12.0,11.0,11.0,11.0,11.0,12.0,11.0,13.0,12.0,11.0,12.0,10.0,11.55
2020-04-22,12.0,13.0,13.0,12.0,13.0,13.0,12.0,12.0,14.0,13.0,13.0,12.0,13.0,13.0,13.0,12.0,13.0,14.0,12.0,11.0,12.65
2020-04-23,24.0,25.0,26.0,25.0,24.0,27.0,27.0,28.0,25.0,27.0,27.0,25.0,28.0,26.0,27.0,29.0,27.0,25.0,25.0,27.0,26.2
2020-04-24,11.0,12.0,11.0,10.0,11.0,12.0,11.0,12.0,11.0,11.0,11.0,13.0,12.0,11.0,12.0,11.0,13.0,12.0,11.0,11.0,11.45
2020-04-25,12.0,11.0,11.0,10.0,12.0,13.0,12.0,12.0,11.0,11.0,14.0,11.0,12.0,12.0,12.0,13.0,12.0,11.0,12.0,12.0,11.8
2020-04-26,10.0,9.0,11.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,11.0,11.0,11.0,12.0,12.0,11.0,11.0,11.0,11.0,10.0,11.1
2020-04-27,9.0,10.0,10.0,8.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,11.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,9.6
2020-04-28,14.0,14.0,14.0,12.0,13.0,14.0,13.0,13.0,14.0,15.0,15.0,13.0,14.0,13.0,14.0,13.0,13.0,14.0,13.0,13.0,13.55
2020-04-29,14.0,13.0,14.0,14.0,14.0,14.0,14.0,15.0,16.0,14.0,13.0,11.0,14.0,14.0,14.0,15.0,12.0,13.0,13.0,13.0,13.7
2020-04-30,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0,13.0,14.0,13.0,12.0,12.0,13.0,12.0,12.0,12.75
2020-05-01,12.0,12.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,10.0,12.0,14.0,11.0,11.0,11.0,12.0,13.0,12.0,12.0,11.0,11.65
2020-05-02,10.0,12.0,11.0,10.0,12.0,12.0,12.0,11.0,10.0,11.0,11.0,12.0,12.0,11.0,12.0,11.0,11.0,11.0,11.0,11.0,11.2
2020-05-03,12.0,11.0,11.0,12.0,13.0,12.0,12.0,13.0,12.0,12.0,13.0,12.0,14.0,13.0,11.0,14.0,13.0,13.0,11.0,11.0,12.25
2020-05-04,10.0,9.0,10.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,11.0,9.0,11.0,11.0,10.0,9.0,10.0,10.0,8.0,9.0,9.65
2020-05-05,9.0,9.0,8.0,10.0,9.0,9.0,8.0,8.0,10.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,8.0,9.1
2020-05-06,8.0,8.0,10.0,9.0,9.0,8.0,10.0,8.0,9.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,8.0,8.8
2020-05-07,9.0,9.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,11.0,9.0,11.0,11.0,10.0,10.0,10.0,9.0,9.8
2020-05-08,10.0,9.0,8.0,9.0,10.0,10.0,11.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,9.0,9.5
2020-05-09,9.0,8.0,8.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,8.0,10.0,9.0,9.0,8.75
2020-05-10,10.0,10.0,10.0,9.0,11.0,11.0,10.0,10.0,11.0,10.0,11.0,9.0,11.0,10.0,10.0,9.0,9.0,10.0,9.0,9.0,9.95
2020-05-11,8.0,7.0,9.0,8.0,9.0,9.0,8.0,8.0,10.0,9.0,9.0,9.0,10.0,8.0,8.0,9.0,8.0,8.0,7.0,9.0,8.5
