,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-04,47.0,28.0,87.0,80.0,37.0,40.0,39.0,46.91358024691358,41.0,56.52173913043478,29.0,50.0,63.0,49.473684210526315,0.0,49.36708860759494,66.19718309859155,52.38095238095238,30.0,36.0,51.81108137837662
2020-11-05,29.0,19.0,46.0,60.0,19.0,25.0,30.0,37.03703703703704,22.0,23.91304347826087,73.0,7.0,33.0,30.526315789473685,39.0,41.77215189873418,40.84507042253521,54.76190476190476,24.0,45.0,39.07970712836973
2020-11-06,40.0,60.0,38.0,86.0,60.0,69.0,42.0,25.925925925925927,30.0,48.91304347826087,32.0,23.0,45.0,42.10526315789474,25.0,32.91139240506329,70.4225352112676,45.23809523809524,49.0,39.0,50.452056842345954
2020-11-07,30.0,49.0,37.0,24.0,19.0,17.0,31.0,38.27160493827161,15.0,35.869565217391305,21.0,60.0,22.0,21.05263157894737,32.0,20.253164556962027,28.169014084507044,44.04761904761905,24.0,23.0,33.03830492336935
2020-11-08,60.0,90.0,28.0,100.0,90.0,51.0,64.0,64.19753086419753,15.0,73.91304347826087,43.0,54.0,67.0,52.63157894736842,24.0,21.518987341772153,84.50704225352112,90.47619047619048,32.0,31.0,63.44752002850711
2020-11-09,31.0,40.0,58.0,63.0,60.0,17.0,0.0,64.19753086419753,23.0,60.869565217391305,33.0,15.0,45.0,53.68421052631579,24.0,21.518987341772153,57.74647887323944,46.42857142857143,8.0,31.0,42.01630579566553
2020-11-10,62.0,52.0,0.0,51.0,50.0,18.0,22.0,65.4320987654321,8.0,63.04347826086956,44.0,46.0,34.0,22.105263157894736,25.0,21.518987341772153,59.15492957746479,34.523809523809526,33.0,23.0,40.97395894234003
2020-11-11,48.0,39.0,9.0,48.0,38.0,41.0,20.0,24.691358024691358,14.0,46.73913043478261,20.0,30.0,64.0,31.57894736842105,40.0,41.77215189873418,54.929577464788736,42.857142857142854,31.0,23.0,39.51038654091748
2020-11-12,31.0,41.0,29.0,51.0,31.0,44.0,44.0,66.66666666666667,23.0,25.0,22.0,16.0,57.0,22.105263157894736,34.0,44.30379746835443,43.66197183098591,45.23809523809524,41.0,24.0,41.040811753636945
2020-11-13,50.0,60.0,67.0,75.0,70.0,17.0,85.0,90.12345679012346,22.0,48.91304347826087,64.0,54.0,56.0,21.05263157894737,33.0,54.43037974683544,43.66197183098591,34.523809523809526,41.0,31.0,56.82833593840319
