,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-03-04,27.0,20.0,24.0,23.0,16.0,12.0,24.0,37.0,33.0,41.0,28.0,32.0,42.0,37.0,20.0,46.0,38.0,29.0,29.0,24.0,29.246231155778894
2020-03-05,61.0,29.0,36.0,33.0,46.0,22.0,28.0,54.0,30.0,48.0,38.0,43.0,39.0,48.0,26.0,34.0,30.0,34.0,61.0,37.0,39.04522613065327
2020-03-06,88.0,70.0,29.0,39.0,33.0,34.0,60.0,53.0,38.0,51.0,66.0,72.0,43.0,66.0,30.0,52.0,29.0,47.0,94.0,61.0,53.015075376884425
2020-03-07,25.0,19.0,16.0,11.0,14.0,7.0,19.0,26.0,20.0,37.0,27.0,43.0,34.0,38.0,30.0,43.0,11.0,10.0,41.0,28.0,25.07537688442211
2020-03-08,37.0,14.0,8.0,11.0,14.0,21.0,9.0,21.0,38.0,47.0,16.0,32.0,24.0,43.0,11.0,32.0,22.0,29.0,73.0,27.0,26.582914572864322
2020-03-09,11.0,20.0,24.0,3.0,16.0,3.0,27.0,19.0,8.0,5.0,23.0,28.0,13.0,14.0,16.0,28.0,16.0,4.0,23.0,20.0,16.13065326633166
2020-03-10,28.0,17.0,22.0,7.0,9.0,9.0,8.0,12.0,13.0,38.0,10.0,29.0,13.0,19.0,21.0,15.0,23.0,9.0,25.0,21.0,17.487437185929647
2020-03-11,51.0,55.0,40.0,27.0,26.0,41.0,29.0,23.0,40.0,24.0,44.0,43.0,40.0,49.0,17.0,64.0,34.0,57.0,79.0,25.0,40.60301507537689
2020-03-12,77.0,33.0,54.0,29.0,37.0,28.0,52.0,50.0,51.0,61.0,80.0,52.0,56.0,76.0,56.0,76.0,29.0,68.0,71.0,66.0,55.37688442211055
2020-03-13,95.0,62.0,61.0,50.0,54.0,53.0,100.0,63.0,83.0,85.0,81.0,71.0,55.0,86.0,46.0,41.0,49.0,69.0,90.0,71.0,68.5929648241206
2020-03-14,94.0,56.0,53.0,72.0,81.0,53.0,68.0,52.0,59.0,80.0,81.0,82.0,68.0,77.0,60.0,86.0,49.0,59.0,96.0,51.0,69.19597989949747
2020-03-15,96.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,100.0,100.0
2020-03-16,58.0,58.0,66.0,32.0,40.0,57.0,61.0,71.0,65.0,50.0,62.0,67.0,53.0,46.0,41.0,59.0,46.0,49.0,100.0,51.0,56.88442211055276
2020-03-17,30.0,30.0,29.0,27.0,34.0,31.0,29.0,28.0,27.0,38.0,43.0,47.0,39.0,47.0,30.0,13.0,24.0,39.0,38.0,30.0,32.814070351758794
2020-03-18,54.0,32.0,21.0,41.0,33.0,21.0,24.0,37.0,33.0,41.0,55.0,46.0,34.0,74.0,26.0,52.0,45.0,26.0,41.0,28.0,38.39195979899498
2020-03-19,66.0,41.0,35.0,43.0,76.0,34.0,24.0,27.0,47.0,33.0,56.0,38.0,39.0,70.0,36.0,90.0,13.0,59.0,72.0,56.0,47.98994974874372
2020-03-20,100.0,56.0,44.0,54.0,60.0,42.0,47.0,59.0,78.0,71.0,59.0,82.0,46.0,59.0,41.0,50.0,51.0,61.0,81.0,70.0,60.85427135678392
2020-03-21,73.0,50.0,51.0,55.0,74.0,62.0,50.0,56.0,52.0,78.0,78.0,47.0,52.0,84.0,37.0,58.0,59.0,47.0,80.0,45.0,59.698492462311556
2020-03-22,83.0,57.0,58.0,64.0,68.0,52.0,65.0,70.0,84.0,86.0,52.0,67.0,50.0,70.0,64.0,98.0,63.0,96.0,96.0,67.0,70.85427135678393
2020-03-23,51.0,39.0,24.0,31.0,57.0,29.0,48.0,33.0,37.0,56.0,20.0,37.0,33.0,45.0,31.0,45.0,22.0,29.0,46.0,39.0,37.78894472361809
2020-03-24,46.0,62.0,31.0,37.0,59.0,33.0,46.0,33.0,40.0,48.0,45.0,18.0,53.0,68.0,44.0,63.0,28.0,45.0,57.0,47.0,45.37688442211055
2020-03-25,67.0,81.0,63.0,40.0,46.0,37.0,41.0,60.0,55.0,78.0,57.0,70.0,48.0,83.0,58.0,57.0,54.0,55.0,77.0,73.0,60.301507537688444
2020-03-26,72.0,42.0,27.0,39.0,51.0,32.0,34.0,25.0,32.0,61.0,35.0,62.0,44.0,44.0,28.0,57.0,27.0,40.0,44.0,69.0,43.46733668341709
2020-03-27,60.0,41.0,39.0,54.0,58.0,73.0,66.0,53.0,58.0,72.0,78.0,82.0,31.0,66.0,57.0,53.0,45.0,59.0,60.0,49.0,57.98994974874372
2020-03-28,59.0,48.0,34.0,39.0,41.0,40.0,38.0,45.0,32.0,50.0,41.0,45.0,37.0,76.0,36.0,46.0,38.0,41.0,39.0,31.0,43.015075376884425
2020-03-29,57.0,30.0,37.0,44.0,44.0,45.0,55.0,52.0,76.0,38.0,68.0,44.0,45.0,39.0,41.0,40.0,41.0,49.0,55.0,51.0,47.78894472361809
2020-03-30,30.0,18.0,25.0,17.0,26.0,8.0,21.0,10.0,26.0,33.0,21.0,13.0,11.0,25.0,15.0,21.0,26.0,30.0,42.0,37.0,22.8643216080402
2020-03-31,61.0,15.0,36.0,27.0,39.0,20.0,26.0,21.0,20.0,13.0,35.0,61.0,27.0,30.0,21.0,35.0,24.0,35.0,38.0,15.0,30.100502512562816
2020-04-01,40.0,30.0,36.0,27.0,39.0,14.0,29.0,39.0,35.0,47.0,43.0,47.0,43.0,17.0,42.0,44.0,36.0,51.0,49.0,37.0,37.437185929648244
2020-04-02,56.0,27.0,16.0,46.0,35.0,34.0,37.0,46.0,31.0,39.0,30.0,17.0,32.0,44.0,28.0,35.0,21.0,51.0,28.0,15.0,33.5678391959799
2020-04-03,52.0,35.0,14.0,13.0,24.0,12.0,15.0,15.0,20.0,9.0,14.0,23.0,29.0,22.0,9.0,27.0,19.0,17.0,34.0,31.0,21.809045226130653
2020-04-04,30.0,37.0,20.0,14.0,5.0,17.0,36.0,21.0,28.0,41.0,46.0,42.0,23.0,26.0,25.0,10.0,21.0,24.0,52.0,18.0,26.934673366834172
2020-04-05,30.0,13.0,4.0,11.0,23.0,10.0,4.0,8.0,18.0,10.0,26.0,21.0,38.0,31.0,14.0,10.0,11.0,28.0,26.0,18.0,17.78894472361809
2020-04-06,45.0,22.0,13.0,21.0,11.0,11.0,26.0,21.0,15.0,13.0,30.0,43.0,23.0,21.0,9.0,34.0,15.0,27.0,32.0,7.0,22.060301507537687
2020-04-07,40.0,11.0,17.0,15.0,35.0,20.0,18.0,28.0,27.0,47.0,17.0,48.0,32.0,26.0,18.0,27.0,12.0,31.0,49.0,15.0,26.78391959798995
2020-04-08,15.0,11.0,7.0,12.0,12.0,12.0,8.0,14.0,24.0,9.0,9.0,13.0,8.0,18.0,12.0,9.0,12.0,8.0,28.0,8.0,12.512562814070352
2020-04-09,16.0,8.0,7.0,10.0,8.0,6.0,8.0,4.0,4.0,9.0,5.0,5.0,4.0,9.0,13.0,9.0,6.0,4.0,6.0,4.0,7.28643216080402
2020-04-10,49.0,28.0,21.0,29.0,37.0,18.0,27.0,30.0,34.0,28.0,23.0,33.0,13.0,14.0,16.0,42.0,16.0,46.0,23.0,20.0,27.487437185929647
2020-04-11,28.0,8.0,7.0,17.0,13.0,16.0,17.0,20.0,9.0,29.0,10.0,5.0,13.0,19.0,7.0,29.0,14.0,22.0,43.0,21.0,17.437185929648244
2020-04-12,29.0,13.0,4.0,17.0,9.0,10.0,17.0,12.0,27.0,19.0,15.0,10.0,18.0,5.0,3.0,15.0,14.0,13.0,19.0,17.0,14.371859296482413
2020-04-13,32.0,24.0,24.0,16.0,20.0,15.0,19.0,15.0,37.0,31.0,36.0,23.0,12.0,36.0,22.0,14.0,22.0,33.0,40.0,8.0,24.07035175879397
2020-04-14,10.0,12.0,10.0,6.0,8.0,3.0,11.0,14.0,8.0,9.0,9.0,9.0,16.0,5.0,0.0,9.0,16.0,16.0,29.0,12.0,10.653266331658292
2020-04-15,21.0,23.0,10.0,19.0,16.0,15.0,27.0,29.0,16.0,26.0,31.0,18.0,28.0,31.0,12.0,22.0,21.0,32.0,17.0,19.0,21.758793969849247
2020-04-16,0.0,8.0,13.0,6.0,4.0,3.0,4.0,7.0,8.0,4.0,4.0,9.0,4.0,0.0,9.0,9.0,6.0,8.0,11.0,8.0,6.28140703517588
2020-04-17,21.0,4.0,17.0,9.0,27.0,9.0,11.0,14.0,8.0,26.0,13.0,13.0,16.0,9.0,9.0,22.0,9.0,4.0,6.0,8.0,12.814070351758794
2020-04-18,11.0,13.0,7.0,10.0,17.0,9.0,12.0,16.0,9.0,5.0,15.0,20.0,4.0,15.0,10.0,19.0,10.0,9.0,6.0,8.0,11.306532663316583
2020-04-19,16.0,16.0,4.0,6.0,16.0,6.0,8.0,0.0,4.0,23.0,14.0,14.0,13.0,28.0,3.0,5.0,3.0,13.0,18.0,8.0,10.954773869346734
