date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-12-29,56.0,45.0,36.0,80.0,51.0,41.0,43.0,76.0,34.0,43.0,53.0,31.0,77.0,48.0,79.0,65.0,57.0,75.0,33.0,73.0,69.0611216131065
2020-12-30,80.0,73.0,55.0,27.0,44.0,73.0,29.0,17.0,28.0,29.0,27.0,47.0,35.0,67.0,24.0,57.0,50.0,59.0,34.0,56.0,57.40390674228104
2020-12-31,35.0,70.0,49.0,39.0,76.0,34.0,47.0,28.0,23.0,23.0,69.0,42.0,47.0,42.0,60.0,62.0,18.0,28.0,64.0,40.0,56.45872715816005
2021-01-01,36.0,62.0,21.0,41.0,10.0,12.0,16.0,10.0,16.0,33.0,41.0,9.0,20.0,33.0,18.0,32.0,0.0,28.0,38.0,42.0,32.64020163831128
2021-01-02,66.0,57.0,58.0,48.0,46.0,66.0,23.0,63.0,37.0,38.0,66.0,33.0,46.0,80.0,25.0,49.0,44.0,88.0,61.0,49.0,65.72148708254569
2021-01-03,57.0,37.0,37.0,56.0,44.0,54.0,22.0,35.0,42.0,22.0,9.0,72.0,62.0,49.0,16.0,19.0,60.0,86.0,60.0,38.0,55.26149968494014
2021-01-04,15.0,26.0,26.0,42.0,32.0,39.0,14.0,32.0,39.0,27.0,42.0,29.0,49.0,35.0,22.0,35.0,23.0,47.0,23.0,17.0,38.689350976685574
2021-01-05,37.0,78.0,60.0,51.0,41.0,29.0,27.0,48.0,32.0,20.0,43.0,37.0,49.0,54.0,75.0,71.0,31.0,32.0,40.0,35.0,56.08065532451166
2021-01-06,30.0,68.0,51.0,84.0,57.0,29.0,34.0,64.0,39.0,27.0,59.0,44.0,24.0,27.0,45.0,53.0,31.0,31.0,70.0,78.0,59.546313799621934
2021-01-07,8.0,35.0,17.0,0.0,17.0,30.0,21.0,24.0,13.0,21.0,34.0,22.0,8.0,18.0,15.0,18.0,0.0,8.0,48.0,9.0,23.062381852551987
2021-01-08,23.0,79.0,80.0,26.0,67.0,30.0,57.0,58.0,54.0,56.0,87.0,38.0,93.0,84.0,47.0,37.0,48.0,41.0,65.0,45.0,70.2583490863264
2021-01-09,49.0,56.0,85.0,65.0,53.0,76.0,52.0,9.0,36.0,22.0,56.0,49.0,27.0,40.0,33.0,68.0,43.0,52.0,61.0,67.0,62.94896030245747
