date,/m/0cjf0,isPartial
2020-01-15,17,False
2020-01-16,14,False
2020-01-17,14,False
2020-01-18,13,False
2020-01-19,16,False
2020-01-20,19,False
2020-01-21,13,False
2020-01-22,11,False
2020-01-23,17,False
2020-01-24,16,False
2020-01-25,16,False
2020-01-26,21,False
2020-01-27,20,False
2020-01-28,24,False
2020-01-29,21,False
2020-01-30,23,False
2020-01-31,18,False
2020-02-01,21,False
2020-02-02,23,False
2020-02-03,27,False
2020-02-04,19,False
2020-02-05,21,False
2020-02-06,16,False
2020-02-07,16,False
2020-02-08,17,False
2020-02-09,15,False
2020-02-10,16,False
2020-02-11,18,False
2020-02-12,17,False
2020-02-13,15,False
2020-02-14,18,False
2020-02-15,19,False
2020-02-16,21,False
2020-02-17,17,False
2020-02-18,21,False
2020-02-19,19,False
2020-02-20,22,False
2020-02-21,25,False
2020-02-22,12,False
2020-02-23,19,False
2020-02-24,12,False
2020-02-25,20,False
2020-02-26,25,False
2020-02-27,20,False
2020-02-28,22,False
2020-02-29,27,False
2020-03-01,23,False
2020-03-02,28,False
2020-03-03,25,False
2020-03-04,23,False
2020-03-05,24,False
2020-03-06,29,False
2020-03-07,22,False
2020-03-08,30,False
2020-03-09,28,False
2020-03-10,33,False
2020-03-11,38,False
2020-03-12,65,False
2020-03-13,68,False
2020-03-14,72,False
2020-03-15,100,False
2020-03-16,81,False
2020-03-17,84,False
