date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,6.0,9.0,8.0,7.0,8.0,7.0,8.0,7.0,4.0,11.0,7.5452716297786715,0
2020-01-02,15.0,17.0,11.0,16.0,11.0,11.0,11.0,15.0,17.0,12.0,13.682092555331991,0
2020-01-03,8.0,10.0,9.0,6.0,6.0,8.0,6.0,7.0,9.0,5.0,7.444668008048289,0
2020-01-04,10.0,10.0,7.0,10.0,8.0,14.0,9.0,5.0,9.0,9.0,9.154929577464788,0
2020-01-05,11.0,7.0,6.0,10.0,11.0,8.0,10.0,14.0,14.0,14.0,10.56338028169014,0
2020-01-06,9.0,12.0,9.0,11.0,8.0,9.0,6.0,9.0,11.0,10.0,9.456740442655935,0
2020-01-07,10.0,12.0,7.0,13.0,11.0,11.0,13.0,11.0,13.0,14.0,11.569416498993963,0
2020-01-08,9.0,7.0,8.0,14.0,6.0,6.0,4.0,8.0,11.0,12.0,8.551307847082494,0
2020-01-09,5.0,10.0,5.0,10.0,5.0,5.0,8.0,9.0,6.0,5.0,6.8410462776659955,0
2020-01-10,11.0,14.0,12.0,12.0,11.0,12.0,10.0,12.0,13.0,15.0,12.273641851106639,0
2020-01-11,13.0,11.0,10.0,11.0,11.0,12.0,12.0,14.0,13.0,15.0,12.273641851106639,0
2020-01-12,8.0,12.0,9.0,6.0,10.0,9.0,12.0,8.0,12.0,11.0,9.75855130784708,0
2020-01-13,15.0,10.0,13.0,12.0,7.0,12.0,12.0,11.0,11.0,11.0,11.46881287726358,0
2020-01-14,7.0,10.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,10.0,8.752515090543257,0
2020-01-15,11.0,11.0,12.0,12.0,10.0,11.0,12.0,12.0,10.0,16.0,11.770623742454728,0
2020-01-16,8.0,11.0,10.0,15.0,10.0,8.0,12.0,12.0,12.0,11.0,10.96579476861167,0
2020-01-17,9.0,7.0,8.0,6.0,5.0,8.0,6.0,6.0,8.0,5.0,6.8410462776659955,0
2020-01-18,10.0,9.0,14.0,10.0,10.0,10.0,8.0,12.0,11.0,10.0,10.462776659959758,0
2020-01-19,9.0,10.0,11.0,14.0,9.0,12.0,11.0,11.0,8.0,10.0,10.56338028169014,0
2020-01-20,10.0,10.0,10.0,12.0,7.0,7.0,13.0,10.0,6.0,10.0,9.557344064386317,0
2020-01-21,11.0,7.0,9.0,11.0,8.0,13.0,9.0,13.0,12.0,11.0,10.462776659959758,0
2020-01-22,11.0,7.0,10.0,12.0,9.0,11.0,9.0,8.0,14.0,12.0,10.362173038229376,0
2020-01-23,8.0,13.0,10.0,11.0,12.0,12.0,17.0,14.0,13.0,10.0,12.072434607645874,0
2020-01-24,11.0,14.0,12.0,15.0,12.0,18.0,13.0,11.0,13.0,15.0,13.480885311871226,0
2020-01-25,15.0,12.0,8.0,11.0,8.0,10.0,13.0,13.0,14.0,14.0,11.87122736418511,0
2020-01-26,13.0,13.0,8.0,15.0,11.0,11.0,10.0,9.0,10.0,11.0,11.167002012072434,0
2020-01-27,14.0,10.0,10.0,14.0,12.0,11.0,12.0,13.0,13.0,16.0,12.575452716297786,0
2020-01-28,13.0,9.0,11.0,12.0,8.0,15.0,12.0,13.0,8.0,12.0,11.368209255533198,0
2020-01-29,10.0,11.0,11.0,13.0,10.0,14.0,9.0,12.0,9.0,10.0,10.96579476861167,0
2020-01-30,14.0,14.0,11.0,16.0,13.0,12.0,14.0,14.0,16.0,9.0,13.380281690140844,0
2020-01-31,11.0,7.0,9.0,10.0,6.0,13.0,8.0,11.0,10.0,10.0,9.557344064386317,0
2020-02-01,10.0,10.0,14.0,17.0,5.0,12.0,13.0,9.0,10.0,9.0,10.96579476861167,0
2020-02-02,9.0,9.0,10.0,15.0,7.0,11.0,4.0,9.0,6.0,10.0,9.054325955734406,0
2020-02-03,11.0,15.0,8.0,13.0,12.0,15.0,12.0,14.0,15.0,12.0,12.77665995975855,0
