,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-29,6.0,7.0,14.0,10.0,0.0,13.0,0.0,0.0,0.0,15.0,11.0,15.0,0.0,8.0,6.0,6.0,9.0,8.0,17.0,0.0,7.79989241527703
2020-01-30,26.0,28.0,15.0,0.0,9.0,7.0,26.0,25.0,15.0,8.0,34.0,16.0,19.0,25.0,13.0,20.0,27.0,17.0,12.0,43.0,20.71005917159763
2020-01-31,7.0,7.0,7.0,0.0,8.0,7.0,17.0,9.0,7.0,8.0,0.0,16.0,7.0,8.0,0.0,6.0,9.0,8.0,6.0,0.0,7.369553523399677
2020-02-01,13.0,14.0,15.0,0.0,17.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,13.0,25.0,6.0,13.0,0.0,8.0,0.0,7.0,7.8536847767617
2020-02-02,12.0,20.0,14.0,5.0,16.0,20.0,16.0,0.0,14.0,30.0,5.0,8.0,12.0,16.0,12.0,6.0,17.0,8.0,12.0,7.0,13.448090371167293
2020-02-03,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,1.6675632060247445
2020-02-04,20.0,14.0,22.0,21.0,0.0,14.0,25.0,17.0,15.0,16.0,11.0,16.0,26.0,17.0,13.0,26.0,9.0,17.0,12.0,15.0,17.53630984400215
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,9.0,0.0,6.0,0.0,2.797202797202797
2020-02-06,0.0,0.0,16.0,5.0,18.0,8.0,0.0,0.0,0.0,0.0,12.0,8.0,7.0,9.0,7.0,7.0,0.0,9.0,0.0,0.0,5.701990317374933
2020-02-07,14.0,15.0,16.0,11.0,18.0,15.0,18.0,0.0,16.0,25.0,6.0,8.0,20.0,27.0,7.0,7.0,0.0,19.0,13.0,8.0,14.147391070467993
2020-02-08,0.0,14.0,8.0,11.0,35.0,7.0,9.0,36.0,0.0,8.0,18.0,25.0,13.0,9.0,20.0,13.0,9.0,35.0,6.0,8.0,15.277030661646046
2020-02-09,6.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,2.4744486282947817
2020-02-10,0.0,7.0,7.0,5.0,8.0,7.0,8.0,0.0,7.0,0.0,11.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.303388918773534
2020-02-11,6.0,0.0,7.0,0.0,8.0,7.0,0.0,0.0,14.0,8.0,6.0,8.0,19.0,8.0,6.0,0.0,9.0,0.0,6.0,14.0,6.777837547068316
2020-02-12,0.0,26.0,0.0,0.0,0.0,7.0,16.0,16.0,0.0,8.0,11.0,23.0,6.0,8.0,19.0,12.0,0.0,24.0,0.0,0.0,9.467455621301776
2020-02-13,20.0,7.0,0.0,10.0,0.0,14.0,8.0,8.0,0.0,0.0,6.0,24.0,6.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,6.562668101129639
2020-02-14,7.0,7.0,0.0,5.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,8.0,6.0,0.0,0.0,0.0,9.0,9.0,0.0,7.0,4.464766003227542
2020-02-15,0.0,0.0,0.0,17.0,0.0,7.0,19.0,27.0,16.0,8.0,6.0,9.0,7.0,9.0,7.0,14.0,10.0,18.0,7.0,16.0,10.597095212479827
2020-02-16,0.0,7.0,0.0,5.0,0.0,7.0,0.0,0.0,8.0,0.0,12.0,16.0,0.0,8.0,7.0,7.0,10.0,0.0,0.0,15.0,5.486820871436255
2020-02-17,6.0,0.0,0.0,5.0,0.0,7.0,8.0,8.0,7.0,15.0,0.0,7.0,6.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,4.464766003227542
2020-02-18,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,9.0,0.0,0.0,0.0,1.882732651963421
2020-02-19,0.0,7.0,0.0,5.0,0.0,7.0,0.0,0.0,15.0,8.0,11.0,8.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,7.0,4.895104895104895
2020-02-20,0.0,0.0,8.0,5.0,17.0,7.0,9.0,17.0,7.0,8.0,6.0,8.0,0.0,8.0,0.0,7.0,0.0,0.0,0.0,7.0,6.132329209252286
2020-02-21,7.0,7.0,0.0,0.0,9.0,7.0,9.0,0.0,8.0,8.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.57235072619688
2020-02-22,7.0,7.0,0.0,6.0,9.0,8.0,9.0,0.0,0.0,8.0,6.0,9.0,14.0,9.0,0.0,7.0,0.0,9.0,7.0,8.0,6.616460462614309
2020-02-23,7.0,14.0,15.0,10.0,17.0,0.0,17.0,0.0,15.0,0.0,11.0,8.0,6.0,0.0,0.0,7.0,18.0,8.0,12.0,15.0,9.682625067240451
2020-02-24,13.0,13.0,7.0,10.0,17.0,20.0,16.0,16.0,14.0,15.0,11.0,8.0,12.0,8.0,0.0,6.0,9.0,32.0,0.0,7.0,12.587412587412587
2020-02-25,31.0,6.0,14.0,14.0,32.0,13.0,8.0,0.0,14.0,37.0,16.0,15.0,12.0,31.0,12.0,0.0,26.0,24.0,12.0,14.0,17.805271651425496
2020-02-26,0.0,13.0,7.0,5.0,23.0,0.0,8.0,8.0,13.0,7.0,11.0,0.0,12.0,16.0,6.0,6.0,8.0,8.0,6.0,0.0,8.445400753093061
2020-02-27,12.0,32.0,28.0,14.0,16.0,13.0,8.0,32.0,27.0,7.0,16.0,23.0,30.0,47.0,12.0,18.0,25.0,32.0,22.0,20.0,23.34588488434642
2020-02-28,13.0,27.0,7.0,0.0,25.0,0.0,8.0,17.0,22.0,8.0,0.0,8.0,19.0,8.0,13.0,6.0,36.0,25.0,18.0,7.0,14.36256051640667
2020-02-29,52.0,27.0,36.0,15.0,57.0,34.0,41.0,58.0,28.0,46.0,33.0,39.0,38.0,33.0,58.0,44.0,54.0,42.0,29.0,57.0,44.163528778913395
2020-03-01,12.0,13.0,14.0,19.0,40.0,26.0,33.0,16.0,7.0,22.0,27.0,23.0,18.0,24.0,19.0,12.0,34.0,33.0,12.0,35.0,23.614846691769767
2020-03-02,6.0,13.0,28.0,14.0,39.0,13.0,32.0,16.0,47.0,15.0,21.0,15.0,18.0,31.0,24.0,24.0,25.0,23.0,11.0,7.0,22.700376546530393
2020-03-03,38.0,46.0,29.0,34.0,8.0,20.0,74.0,41.0,28.0,60.0,38.0,38.0,43.0,57.0,63.0,50.0,70.0,33.0,23.0,42.0,44.91662183969876
2020-03-04,37.0,32.0,28.0,28.0,48.0,26.0,32.0,48.0,28.0,45.0,27.0,22.0,30.0,16.0,6.0,36.0,25.0,24.0,34.0,61.0,34.05056481979559
2020-03-05,37.0,46.0,36.0,19.0,47.0,39.0,64.0,40.0,63.0,30.0,27.0,30.0,18.0,63.0,61.0,6.0,78.0,40.0,34.0,48.0,44.43249058633674
2020-03-06,31.0,32.0,35.0,24.0,39.0,26.0,16.0,32.0,55.0,22.0,27.0,51.0,30.0,39.0,37.0,43.0,25.0,32.0,35.0,41.0,36.14846691769768
