date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,62.0,0.0,25.0,0.0,0.0,0.0,24.0,31.0,30.0,0.0,31.0,0.0,22.0,0.0,30.0,0.0,42.0,68.0,36.0,35.63218390804597,33.94454422789945
2020-10-06,31.0,62.0,25.0,45.0,33.0,23.0,0.0,0.0,0.0,50.0,0.0,45.0,0.0,0.0,61.0,0.0,0.0,67.0,36.0,36.7816091954023,40.02001626321386
2020-10-07,31.0,0.0,0.0,43.0,32.0,0.0,0.0,32.0,0.0,66.0,0.0,0.0,0.0,50.0,30.0,0.0,42.0,0.0,36.0,35.63218390804597,30.91261650090698
2020-10-08,34.0,0.0,0.0,48.0,35.0,25.0,26.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,47.0,0.0,40.0,40.22988505747128,30.803599353045783
2020-10-09,0.0,35.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,36.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.62608905449964
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,35.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,68.0,0.0,48.0,38.0,40.0,40.22988505747128,27.84941336264286
2020-10-12,0.0,34.0,27.0,47.0,35.0,50.0,26.0,68.0,32.0,36.0,0.0,25.0,0.0,0.0,33.0,0.0,46.0,36.0,0.0,39.080459770114935,41.520342421074254
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,63.0,32.0,0.0,92.0,67.0,0.0,24.0,32.0,31.0,0.0,64.0,24.0,22.0,26.0,0.0,100.0,88.0,69.0,37.0,36.7816091954023,62.79834508395214
2020-10-15,34.0,34.0,27.0,48.0,35.0,51.0,26.0,34.0,100.0,54.0,68.0,25.0,48.0,84.0,100.0,35.0,93.0,73.0,79.0,40.22988505747128,84.60088107301469
2020-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-17,0.0,40.0,32.0,56.0,41.0,30.0,0.0,79.0,0.0,42.0,40.0,30.0,27.0,0.0,0.0,82.0,53.0,42.0,0.0,90.80459770114942,53.23789864979582
2020-10-18,0.0,39.0,32.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,40.0,0.0,0.0,33.0,0.0,0.0,55.0,44.0,0.0,0.0,22.078653191432323
2020-10-19,34.0,0.0,0.0,48.0,35.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,24.0,28.0,0.0,0.0,0.0,0.0,0.0,39.080459770114935,18.97523881010464
2020-10-20,0.0,32.0,26.0,92.0,35.0,49.0,0.0,66.0,63.0,34.0,32.0,0.0,0.0,54.0,63.0,0.0,45.0,71.0,76.0,37.93103448275862,60.32222609441599
