date,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s,batch_id
2020-01-01,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.8264462809917356,0.0
2020-01-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2066115702479339,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2066115702479339,0.0
2020-01-04,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.1363636363636365,0.0
2020-01-05,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.6528925619834711,0.0
2020-01-06,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.2396694214876034,0.0
2020-01-07,3.0,3.0,4.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,2.272727272727273,0.0
2020-01-08,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.3429752066115703,0.0
2020-01-09,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9297520661157024,0.0
2020-01-10,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,2.272727272727273,0.0
2020-01-11,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.1363636363636365,0.0
2020-01-12,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.1363636363636365,0.0
2020-01-13,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.2396694214876034,0.0
2020-01-14,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.3429752066115703,0.0
2020-01-15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.30991735537190085,0.0
2020-01-16,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.1363636363636365,0.0
2020-01-17,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.6528925619834711,0.0
2020-01-18,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.9297520661157024,0.0
2020-01-19,1.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.756198347107438,0.0
2020-01-20,1.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,2.0,2.272727272727273,0.0
2020-01-21,6.0,6.0,5.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,6.508264462809918,0.0
2020-01-22,4.0,5.0,8.0,5.0,6.0,7.0,7.0,5.0,8.0,6.0,6.301652892561983,0.0
2020-01-23,9.0,8.0,9.0,7.0,8.0,9.0,7.0,7.0,8.0,7.0,8.161157024793388,0.0
2020-01-24,10.0,7.0,11.0,13.0,12.0,10.0,10.0,8.0,8.0,13.0,10.537190082644628,0.0
2020-01-25,9.0,10.0,9.0,9.0,16.0,10.0,12.0,10.0,8.0,11.0,10.743801652892563,0.0
2020-01-26,12.0,12.0,10.0,13.0,11.0,16.0,12.0,9.0,15.0,14.0,12.8099173553719,0.0
2020-01-27,12.0,15.0,12.0,10.0,10.0,9.0,14.0,14.0,9.0,15.0,12.396694214876034,0.0
2020-01-28,19.0,17.0,17.0,19.0,15.0,16.0,17.0,15.0,18.0,15.0,17.355371900826448,0.0
2020-01-29,18.0,13.0,19.0,24.0,21.0,22.0,23.0,20.0,18.0,16.0,20.041322314049584,0.0
2020-01-30,21.0,22.0,19.0,20.0,17.0,19.0,20.0,21.0,19.0,22.0,20.66115702479339,0.0
2020-01-31,11.0,14.0,14.0,8.0,11.0,13.0,10.0,12.0,13.0,11.0,12.086776859504132,0.0
2020-02-01,6.0,8.0,5.0,6.0,10.0,9.0,7.0,9.0,8.0,11.0,8.161157024793388,0.0
2020-02-02,12.0,12.0,15.0,12.0,13.0,12.0,10.0,11.0,10.0,13.0,12.396694214876034,0.0
2020-02-03,13.0,12.0,12.0,17.0,12.0,14.0,10.0,14.0,13.0,15.0,13.636363636363635,0.0
2020-02-04,7.0,7.0,11.0,11.0,7.0,6.0,9.0,8.0,6.0,6.0,8.057851239669423,0.0
2020-02-05,7.0,6.0,6.0,9.0,7.0,8.0,7.0,6.0,6.0,9.0,7.3347107438016526,0.0
2020-02-06,7.0,6.0,4.0,5.0,5.0,9.0,5.0,5.0,6.0,5.0,5.888429752066116,0.0
2020-02-07,4.0,4.0,6.0,5.0,6.0,3.0,4.0,6.0,5.0,7.0,5.1652892561983474,0.0
2020-02-08,5.0,6.0,4.0,5.0,6.0,4.0,8.0,8.0,5.0,3.0,5.578512396694214,0.0
2020-02-09,9.0,7.0,8.0,7.0,7.0,7.0,8.0,9.0,6.0,9.0,7.954545454545455,0.0
2020-02-10,2.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,2.272727272727273,0.0
2020-02-11,5.0,6.0,4.0,6.0,5.0,6.0,3.0,5.0,3.0,3.0,4.752066115702478,0.0
2020-02-12,5.0,7.0,6.0,7.0,4.0,6.0,5.0,7.0,3.0,7.0,5.888429752066116,0.0
2020-02-13,13.0,14.0,12.0,10.0,11.0,11.0,14.0,11.0,9.0,12.0,12.086776859504132,0.0
2020-02-14,4.0,4.0,8.0,7.0,8.0,8.0,6.0,8.0,7.0,8.0,7.024793388429752,0.0
2020-02-15,6.0,5.0,4.0,6.0,3.0,5.0,8.0,5.0,6.0,10.0,5.991735537190082,0.0
2020-02-16,7.0,4.0,3.0,7.0,4.0,5.0,2.0,2.0,7.0,5.0,4.752066115702478,0.0
2020-02-17,3.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,2.0,3.0,3.2024793388429758,0.0
2020-02-18,4.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,4.0,4.028925619834712,0.0
2020-02-19,1.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,2.0,1.9628099173553717,0.0
2020-02-20,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.2396694214876034,0.0
2020-02-21,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.5826446280991737,0.0
