date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,16.0,13.0,12.0,16.0,18.0,7.869884575026234,0
2020-01-02,0.0,0.0,31.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,6.610703043022036,0
2020-01-03,11.0,0.0,16.0,10.0,21.0,12.0,0.0,9.0,12.0,0.0,9.548793284365162,0
2020-01-04,12.0,13.0,0.0,11.0,0.0,14.0,0.0,0.0,14.0,15.0,8.289611752360965,0
2020-01-05,0.0,13.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.5183630640083945,0
2020-01-06,0.0,0.0,16.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,3.9874081846799583,0
2020-01-07,11.0,11.0,16.0,0.0,11.0,12.0,10.0,9.0,12.0,0.0,9.653725078698844,0
2020-01-08,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1542497376705143,0
2020-01-09,11.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,5.246589716684156,0
2020-01-10,11.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,13.0,4.616998950682057,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,9.0,20.0,14.0,26.0,9.0,32.0,9.0,8.0,21.0,12.0,16.7890870933893,0
2020-01-14,9.0,9.0,0.0,0.0,9.0,10.0,8.0,0.0,20.0,11.0,7.974816369359917,0
2020-01-15,10.0,0.0,15.0,0.0,10.0,23.0,9.0,0.0,23.0,38.0,13.431269674711437,0
2020-01-16,10.0,11.0,0.0,0.0,10.0,0.0,10.0,0.0,11.0,13.0,6.8205666316894025,0
2020-01-17,21.0,21.0,0.0,0.0,10.0,12.0,19.0,9.0,11.0,25.0,13.431269674711437,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,10.0,0.0,16.0,10.0,11.0,12.0,19.0,18.0,0.0,26.0,12.80167890870934,0
2020-01-21,31.0,11.0,0.0,0.0,0.0,12.0,0.0,26.0,11.0,13.0,10.912906610703043,0
2020-01-22,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9937040923399791,0
2020-01-23,31.0,11.0,31.0,28.0,11.0,24.0,0.0,17.0,34.0,13.0,20.986358866736623,0
2020-01-24,22.0,11.0,49.0,20.0,22.0,25.0,10.0,27.0,24.0,40.0,26.23294858342078,0
2020-01-25,13.0,13.0,19.0,12.0,0.0,14.0,0.0,11.0,0.0,0.0,8.604407135362013,0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-27,10.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,11.0,12.0,5.561385099685205,0
2020-01-28,0.0,0.0,15.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,3.882476390346275,0
2020-01-29,0.0,0.0,0.0,9.0,10.0,0.0,9.0,9.0,11.0,25.0,7.660020986358867,0
2020-01-30,10.0,0.0,15.0,0.0,10.0,0.0,0.0,0.0,11.0,0.0,4.826862539349422,0
2020-01-31,0.0,0.0,15.0,9.0,20.0,0.0,9.0,17.0,11.0,13.0,9.863588667366212,0
2020-02-01,0.0,13.0,0.0,0.0,24.0,27.0,0.0,0.0,13.0,0.0,8.0797481636936,0
2020-02-02,25.0,26.0,56.0,46.0,13.0,14.0,23.0,32.0,14.0,15.0,27.70199370409234,0
2020-02-03,10.0,20.0,43.0,26.0,29.0,11.0,17.0,16.0,42.0,35.0,26.128016789087095,0
2020-02-04,10.0,21.0,15.0,9.0,20.0,0.0,19.0,8.0,0.0,12.0,11.962224554039874,0
2020-02-05,21.0,0.0,47.0,29.0,32.0,12.0,10.0,18.0,0.0,39.0,21.825813221406086,0
2020-02-06,11.0,11.0,31.0,19.0,21.0,12.0,19.0,0.0,0.0,13.0,14.375655823714586,0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-08,12.0,12.0,35.0,11.0,0.0,40.0,0.0,10.0,26.0,15.0,16.894018887722982,0
2020-02-09,12.0,13.0,35.0,0.0,12.0,27.0,22.0,10.0,13.0,14.0,16.57922350472193,0
2020-02-10,20.0,21.0,30.0,9.0,10.0,11.0,9.0,0.0,0.0,12.0,12.80167890870934,0
2020-02-11,20.0,11.0,15.0,0.0,0.0,11.0,18.0,8.0,11.0,12.0,11.12277019937041,0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,2.0986358866736623,0
2020-02-13,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,12.0,3.3578174186778593,0
2020-02-14,22.0,23.0,32.0,10.0,22.0,25.0,20.0,9.0,24.0,13.0,20.986358866736623,0
2020-02-15,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2591815320041972,0
2020-02-16,0.0,0.0,17.0,10.0,11.0,0.0,10.0,0.0,12.0,14.0,7.76495278069255,0
2020-02-17,0.0,0.0,0.0,0.0,10.0,11.0,9.0,0.0,0.0,0.0,3.1479538300104934,0
2020-02-18,10.0,10.0,15.0,0.0,0.0,11.0,9.0,0.0,0.0,12.0,7.030430220356768,0
2020-02-19,10.0,11.0,30.0,9.0,10.0,23.0,18.0,8.0,22.0,0.0,14.795383001049318,0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-02-21,33.0,23.0,32.0,40.0,11.0,24.0,0.0,27.0,24.0,13.0,23.819517313746065,0
2020-02-22,0.0,13.0,19.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,5.981112277019937,0
2020-02-23,0.0,0.0,0.0,11.0,12.0,14.0,11.0,0.0,13.0,0.0,6.40083945435467,0
2020-02-24,30.0,0.0,30.0,46.0,30.0,23.0,37.0,26.0,22.0,0.0,25.60335781741868,0
2020-02-25,21.0,11.0,48.0,29.0,11.0,12.0,30.0,0.0,24.0,39.0,23.6096537250787,0
2020-02-26,28.0,0.0,14.0,9.0,9.0,11.0,9.0,24.0,41.0,23.0,17.628541448058762,0
2020-02-27,9.0,20.0,0.0,9.0,0.0,11.0,8.0,15.0,0.0,11.0,8.709338929695699,0
2020-02-28,10.0,10.0,15.0,19.0,30.0,23.0,0.0,17.0,22.0,12.0,16.57922350472193,0
2020-02-29,11.0,0.0,33.0,10.0,11.0,13.0,21.0,0.0,12.0,0.0,11.647429171038825,0
2020-03-01,11.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8331584470094437,0
2020-03-02,0.0,0.0,27.0,0.0,27.0,20.0,0.0,8.0,0.0,22.0,10.912906610703043,0
2020-03-03,9.0,19.0,40.0,17.0,18.0,31.0,25.0,0.0,30.0,22.0,22.140608604407134,0
2020-03-04,9.0,10.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,0.0,4.826862539349422,0
2020-03-05,10.0,30.0,28.0,9.0,19.0,32.0,35.0,24.0,21.0,23.0,24.239244491080797,0
2020-03-06,30.0,32.0,30.0,9.0,10.0,23.0,27.0,17.0,44.0,25.0,25.918153200419727,0
2020-03-07,11.0,24.0,34.0,0.0,23.0,13.0,10.0,10.0,0.0,14.0,14.585519412381952,0
2020-03-08,11.0,0.0,0.0,20.0,22.0,13.0,0.0,28.0,12.0,14.0,12.591815320041974,0
2020-03-09,9.0,10.0,41.0,26.0,19.0,42.0,43.0,31.0,31.0,34.0,30.010493179433368,0
2020-03-10,19.0,20.0,28.0,9.0,29.0,11.0,17.0,8.0,21.0,23.0,19.412381951731376,0
2020-03-11,18.0,10.0,68.0,17.0,27.0,52.0,8.0,23.0,20.0,34.0,29.06610703043022,0
2020-03-12,10.0,10.0,70.0,35.0,19.0,43.0,26.0,24.0,31.0,47.0,33.05351521511018,0
2020-03-13,30.0,42.0,15.0,18.0,40.0,46.0,27.0,42.0,33.0,37.0,34.62749213011543,0
2020-03-14,24.0,100.0,71.0,44.0,48.0,40.0,55.0,59.0,26.0,73.0,56.66316894018888,0
2020-03-15,33.0,35.0,100.0,21.0,45.0,76.0,61.0,38.0,74.0,41.0,54.98426023084995,0
2020-03-16,28.0,48.0,27.0,25.0,27.0,31.0,25.0,46.0,61.0,34.0,36.93599160545646,0
2020-03-17,18.0,19.0,41.0,0.0,19.0,11.0,0.0,8.0,30.0,0.0,15.320041972717734,0
2020-03-18,18.0,39.0,68.0,17.0,37.0,42.0,25.0,23.0,41.0,45.0,37.250786988457506,0
2020-03-19,27.0,39.0,69.0,59.0,18.0,42.0,0.0,54.0,41.0,33.0,40.08394543546695,0
2020-03-20,17.0,37.0,39.0,32.0,18.0,20.0,32.0,15.0,19.0,21.0,26.23294858342078,0
2020-03-21,77.0,81.0,82.0,91.0,66.0,100.0,80.0,37.0,61.0,67.0,77.85939139559287,0
2020-03-22,45.0,23.0,67.0,31.0,34.0,38.0,20.0,19.0,12.0,27.0,33.15844700944386,0
2020-03-23,8.0,18.0,13.0,15.0,42.0,48.0,31.0,43.0,19.0,31.0,28.121720881427073,0
2020-03-24,28.0,48.0,41.0,17.0,0.0,32.0,34.0,8.0,40.0,34.0,29.590766002098636,0
2020-03-25,100.0,76.0,94.0,100.0,100.0,83.0,100.0,100.0,100.0,100.0,100.0,0
2020-03-26,46.0,19.0,82.0,60.0,55.0,52.0,51.0,76.0,50.0,67.0,58.55194123819518,0
2020-03-27,61.0,28.0,39.0,32.0,27.0,20.0,24.0,37.0,29.0,54.0,36.83105981112277,0
2020-03-28,34.0,47.0,84.0,10.0,23.0,13.0,51.0,19.0,49.0,41.0,38.92969569779643,0
2020-03-29,42.0,45.0,63.0,39.0,21.0,60.0,39.0,18.0,71.0,52.0,47.2193074501574,0
2020-03-30,8.0,45.0,38.0,32.0,25.0,19.0,16.0,50.0,28.0,21.0,29.590766002098636,0
2020-03-31,17.0,9.0,25.0,8.0,9.0,10.0,24.0,7.0,9.0,32.0,15.739769150052467,0
2020-04-01,35.0,46.0,52.0,32.0,9.0,20.0,16.0,15.0,20.0,54.0,31.37460650577125,0
2020-04-02,28.0,10.0,14.0,26.0,9.0,10.0,34.0,8.0,41.0,0.0,18.88772298006296,0
2020-04-03,19.0,30.0,28.0,9.0,0.0,21.0,9.0,32.0,21.0,12.0,18.992654774396645,0
2020-04-04,32.0,23.0,16.0,20.0,22.0,0.0,10.0,0.0,0.0,13.0,14.270724029380903,0
2020-04-05,20.0,21.0,15.0,37.0,41.0,11.0,28.0,26.0,22.0,12.0,24.449108079748164,0
2020-04-06,34.0,36.0,38.0,55.0,25.0,19.0,8.0,7.0,38.0,31.0,30.535152151101784,0
2020-04-07,9.0,0.0,13.0,0.0,9.0,10.0,0.0,8.0,0.0,11.0,6.295907660020987,0
2020-04-08,18.0,0.0,27.0,25.0,18.0,21.0,17.0,15.0,30.0,22.0,20.25183630640084,0
2020-04-09,9.0,10.0,27.0,17.0,9.0,31.0,17.0,0.0,10.0,22.0,15.949632738719833,0
2020-04-10,20.0,21.0,45.0,19.0,20.0,46.0,19.0,9.0,23.0,25.0,25.918153200419727,0
2020-04-11,0.0,0.0,16.0,0.0,0.0,12.0,10.0,0.0,0.0,13.0,5.351521511017838,0
2020-04-12,22.0,12.0,0.0,10.0,11.0,38.0,20.0,9.0,0.0,27.0,15.634837355718783,0
2020-04-13,18.0,65.0,66.0,24.0,54.0,50.0,41.0,22.0,29.0,22.0,41.028331584470095,0
2020-04-14,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,9.0,10.0,3.672612801678909,0
2020-04-15,25.0,0.0,12.0,0.0,8.0,9.0,15.0,7.0,9.0,0.0,8.919202518363065,0
2020-04-16,8.0,9.0,36.0,23.0,16.0,0.0,0.0,0.0,9.0,0.0,10.598111227701994,0
2020-04-17,26.0,26.0,13.0,8.0,9.0,10.0,8.0,14.0,9.0,21.0,15.110178384050368,0
2020-04-18,21.0,11.0,16.0,30.0,11.0,12.0,10.0,9.0,12.0,0.0,13.85099685204617,0
2020-04-19,10.0,0.0,30.0,19.0,10.0,23.0,9.0,17.0,11.0,25.0,16.1594963273872,0
2020-04-20,55.0,57.0,46.0,50.0,39.0,27.0,14.0,40.0,34.0,19.0,39.979013641133264,0
2020-04-21,8.0,9.0,49.0,30.0,33.0,0.0,22.0,21.0,18.0,40.0,24.134312696747116,0
2020-04-22,25.0,35.0,62.0,31.0,34.0,28.0,15.0,7.0,9.0,41.0,30.115424973767052,0
2020-04-23,16.0,9.0,24.0,8.0,0.0,0.0,15.0,14.0,0.0,20.0,11.12277019937041,0
2020-04-24,9.0,0.0,25.0,8.0,9.0,0.0,0.0,0.0,19.0,11.0,8.499475341028331,0
2020-04-25,30.0,11.0,61.0,9.0,30.0,35.0,28.0,42.0,68.0,13.0,34.31269674711438,0
2020-04-26,10.0,11.0,45.0,28.0,10.0,46.0,9.0,8.0,11.0,0.0,18.677859391395593,0
2020-04-27,33.0,0.0,12.0,23.0,33.0,28.0,15.0,14.0,9.0,30.0,20.67156348373557,0
2020-04-28,0.0,27.0,25.0,23.0,0.0,28.0,15.0,7.0,18.0,20.0,17.103882476390346,0
2020-04-29,0.0,0.0,12.0,8.0,0.0,9.0,7.0,0.0,0.0,0.0,3.777544596012592,0
2020-04-30,0.0,0.0,0.0,15.0,8.0,9.0,8.0,0.0,0.0,0.0,4.197271773347325,0
2020-05-01,0.0,0.0,15.0,18.0,20.0,11.0,9.0,8.0,11.0,12.0,10.912906610703043,0
2020-05-02,32.0,11.0,16.0,19.0,32.0,36.0,19.0,18.0,23.0,26.0,24.34417628541448,0
2020-05-03,33.0,23.0,49.0,40.0,55.0,25.0,30.0,37.0,48.0,40.0,39.874081846799584,0
2020-05-04,8.0,8.0,12.0,0.0,8.0,9.0,15.0,13.0,9.0,0.0,8.604407135362013,0
2020-05-05,0.0,8.0,0.0,0.0,8.0,0.0,7.0,6.0,8.0,9.0,4.826862539349422,0
2020-05-06,8.0,17.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,4.512067156348373,0
2020-05-07,43.0,27.0,38.0,16.0,35.0,20.0,16.0,29.0,10.0,32.0,27.911857292759706,0
2020-05-08,9.0,18.0,26.0,16.0,18.0,39.0,8.0,22.0,10.0,32.0,20.776495278069255,0
2020-05-09,0.0,11.0,15.0,19.0,31.0,23.0,19.0,35.0,34.0,25.0,22.24554039874082,0
2020-05-10,11.0,0.0,16.0,0.0,11.0,24.0,0.0,0.0,23.0,0.0,8.919202518363065,0
2020-05-11,32.0,34.0,24.0,8.0,32.0,46.0,15.0,21.0,18.0,10.0,25.183630640083948,0
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-05-13,17.0,17.0,24.0,8.0,0.0,0.0,15.0,7.0,18.0,0.0,11.12277019937041,0
2020-05-14,25.0,26.0,37.0,8.0,0.0,0.0,8.0,0.0,9.0,10.0,12.906610703043022,0
2020-05-15,0.0,9.0,0.0,0.0,9.0,10.0,0.0,7.0,0.0,11.0,4.826862539349422,0
2020-05-16,0.0,12.0,35.0,21.0,24.0,27.0,21.0,30.0,26.0,29.0,23.6096537250787,0
2020-05-17,23.0,12.0,17.0,21.0,12.0,13.0,0.0,19.0,13.0,0.0,13.641133263378805,0
2020-05-18,9.0,0.0,13.0,8.0,9.0,10.0,16.0,7.0,10.0,0.0,8.604407135362013,0
2020-05-19,17.0,18.0,0.0,8.0,0.0,0.0,0.0,7.0,10.0,21.0,8.499475341028331,0
2020-05-20,0.0,0.0,0.0,16.0,17.0,10.0,16.0,14.0,0.0,21.0,9.863588667366212,0
2020-05-21,18.0,0.0,13.0,16.0,9.0,10.0,0.0,0.0,10.0,22.0,10.283315844700946,0
2020-05-22,18.0,29.0,40.0,25.0,9.0,41.0,8.0,8.0,30.0,44.0,26.442812172088143,0
2020-05-23,12.0,0.0,18.0,0.0,12.0,27.0,0.0,20.0,13.0,15.0,12.277019937040924,0
2020-05-24,12.0,12.0,35.0,22.0,47.0,13.0,22.0,10.0,13.0,29.0,22.56033578174187,0
2020-05-25,9.0,9.0,13.0,16.0,0.0,10.0,8.0,7.0,19.0,10.0,10.598111227701994,0
2020-05-26,9.0,27.0,13.0,16.0,9.0,30.0,8.0,7.0,19.0,32.0,17.83840503672613,0
2020-05-27,26.0,28.0,26.0,32.0,9.0,20.0,8.0,22.0,10.0,32.0,22.350472193074502,0
2020-05-28,0.0,18.0,39.0,8.0,0.0,20.0,16.0,0.0,10.0,21.0,13.85099685204617,0
2020-05-29,27.0,19.0,41.0,17.0,27.0,10.0,17.0,8.0,10.0,22.0,20.776495278069255,0
2020-05-30,23.0,24.0,17.0,10.0,11.0,0.0,0.0,0.0,25.0,14.0,13.011542497376706,0
2020-05-31,0.0,0.0,0.0,10.0,11.0,12.0,0.0,0.0,12.0,0.0,4.72193074501574,0
2020-06-01,8.0,18.0,12.0,8.0,8.0,19.0,15.0,21.0,18.0,10.0,14.375655823714586,0
2020-06-02,17.0,18.0,25.0,31.0,8.0,38.0,23.0,35.0,28.0,10.0,24.449108079748164,0
2020-06-03,0.0,8.0,11.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,3.4627492130115427,0
2020-06-04,15.0,16.0,11.0,14.0,23.0,9.0,21.0,6.0,17.0,9.0,14.795383001049318,0
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-06-06,44.0,35.0,83.0,10.0,45.0,38.0,10.0,0.0,61.0,27.0,37.04092339979013,0
2020-06-07,22.0,23.0,32.0,30.0,11.0,0.0,30.0,9.0,12.0,40.0,21.93074501573977,0
2020-06-08,8.0,0.0,12.0,0.0,16.0,9.0,14.0,0.0,0.0,19.0,8.184679958027283,0
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-06-10,0.0,21.0,15.0,9.0,0.0,12.0,9.0,9.0,22.0,13.0,11.542497376705143,0
2020-06-11,19.0,0.0,15.0,9.0,0.0,11.0,9.0,8.0,11.0,12.0,9.863588667366212,0
2020-06-12,18.0,18.0,26.0,8.0,18.0,40.0,16.0,22.0,29.0,21.0,22.66526757607555,0
2020-06-13,11.0,0.0,17.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.092339979013642,0
2020-06-14,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1542497376705143,0
2020-06-15,8.0,0.0,13.0,0.0,9.0,10.0,8.0,7.0,9.0,10.0,7.76495278069255,0
2020-06-16,8.0,9.0,12.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,5.6663168940188875,0
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-06-18,9.0,0.0,13.0,0.0,9.0,0.0,0.0,7.0,0.0,11.0,5.141657922350473,0
2020-06-19,0.0,10.0,14.0,0.0,0.0,10.0,8.0,8.0,0.0,0.0,5.246589716684156,0
2020-06-20,0.0,0.0,0.0,0.0,0.0,12.0,0.0,9.0,0.0,13.0,3.5676810073452256,0
