date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,13.0,15.0,15.0,8.0,13.0,11.0,12.0,9.0,14.0,12.0,12.603305785123966,0.0
2020-01-02,14.0,13.0,18.0,14.0,14.0,16.0,15.0,15.0,16.0,14.0,15.392561983471074,0.0
2020-01-03,11.0,12.0,13.0,13.0,12.0,13.0,17.0,14.0,15.0,14.0,13.842975206611571,0.0
2020-01-04,13.0,9.0,15.0,11.0,14.0,13.0,11.0,15.0,12.0,11.0,12.8099173553719,0.0
2020-01-05,14.0,16.0,13.0,14.0,14.0,15.0,14.0,13.0,13.0,15.0,14.56611570247934,0.0
2020-01-06,15.0,14.0,18.0,12.0,10.0,14.0,11.0,12.0,11.0,17.0,13.842975206611571,0.0
2020-01-07,15.0,15.0,13.0,14.0,11.0,15.0,15.0,15.0,17.0,16.0,15.082644628099176,0.0
2020-01-08,12.0,11.0,12.0,11.0,12.0,12.0,16.0,11.0,13.0,15.0,12.913223140495868,0.0
2020-01-09,19.0,13.0,16.0,16.0,15.0,14.0,16.0,11.0,15.0,13.0,15.289256198347108,0.0
2020-01-10,16.0,14.0,13.0,13.0,12.0,12.0,14.0,10.0,11.0,8.0,12.706611570247937,0.0
2020-01-11,12.0,15.0,14.0,10.0,12.0,12.0,13.0,14.0,10.0,11.0,12.706611570247937,0.0
2020-01-12,13.0,11.0,11.0,12.0,14.0,15.0,15.0,13.0,17.0,14.0,13.946280991735538,0.0
2020-01-13,13.0,15.0,15.0,15.0,14.0,15.0,16.0,17.0,14.0,15.0,15.392561983471074,0.0
2020-01-14,15.0,11.0,15.0,13.0,12.0,13.0,17.0,12.0,17.0,13.0,14.25619834710744,0.0
2020-01-15,19.0,13.0,18.0,16.0,17.0,13.0,14.0,15.0,15.0,14.0,15.90909090909091,0.0
2020-01-16,13.0,18.0,18.0,14.0,18.0,14.0,16.0,15.0,16.0,18.0,16.528925619834713,0.0
2020-01-17,16.0,14.0,13.0,13.0,14.0,15.0,14.0,15.0,16.0,14.0,14.87603305785124,0.0
2020-01-18,9.0,11.0,16.0,7.0,14.0,9.0,11.0,12.0,10.0,14.0,11.673553719008265,0.0
2020-01-19,16.0,14.0,15.0,13.0,13.0,12.0,13.0,10.0,17.0,14.0,14.152892561983473,0.0
2020-01-20,14.0,16.0,18.0,12.0,13.0,17.0,12.0,15.0,17.0,17.0,15.599173553719009,0.0
2020-01-21,12.0,13.0,14.0,10.0,10.0,11.0,12.0,11.0,16.0,12.0,12.5,0.0
2020-01-22,22.0,17.0,22.0,15.0,13.0,16.0,17.0,13.0,14.0,21.0,17.56198347107438,0.0
2020-01-23,16.0,16.0,16.0,14.0,17.0,15.0,18.0,16.0,22.0,19.0,17.458677685950413,0.0
2020-01-24,20.0,21.0,28.0,19.0,22.0,19.0,21.0,18.0,29.0,26.0,23.037190082644628,0.0
2020-01-25,30.0,27.0,27.0,26.0,28.0,26.0,29.0,25.0,31.0,29.0,28.71900826446281,0.0
2020-01-26,22.0,20.0,21.0,19.0,23.0,20.0,22.0,23.0,25.0,21.0,22.31404958677686,0.0
2020-01-27,20.0,19.0,23.0,20.0,22.0,21.0,21.0,22.0,22.0,23.0,22.00413223140496,0.0
2020-01-28,22.0,22.0,23.0,15.0,17.0,22.0,24.0,19.0,21.0,21.0,21.280991735537192,0.0
2020-01-29,22.0,17.0,21.0,15.0,20.0,21.0,19.0,20.0,20.0,22.0,20.35123966942149,0.0
2020-01-30,23.0,18.0,22.0,16.0,19.0,15.0,20.0,19.0,18.0,23.0,19.93801652892562,0.0
2020-01-31,21.0,25.0,25.0,20.0,23.0,20.0,21.0,24.0,24.0,22.0,23.243801652892564,0.0
2020-02-01,17.0,14.0,21.0,12.0,17.0,17.0,19.0,12.0,19.0,15.0,16.838842975206614,0.0
2020-02-02,24.0,21.0,20.0,19.0,29.0,18.0,23.0,20.0,18.0,18.0,21.694214876033055,0.0
2020-02-03,20.0,17.0,24.0,17.0,24.0,19.0,17.0,18.0,21.0,25.0,20.867768595041323,0.0
2020-02-04,22.0,23.0,21.0,20.0,24.0,20.0,21.0,22.0,24.0,21.0,22.520661157024797,0.0
2020-02-05,19.0,18.0,16.0,16.0,20.0,15.0,19.0,17.0,19.0,17.0,18.181818181818183,0.0
