date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,11.0,8.0,11.0,9.0,8.0,10.0,12.0,15.0,13.0,7.0,10.4,0.0
2020-01-02,0.0,5.0,3.0,10.0,7.0,10.0,10.0,6.0,4.0,17.0,7.2,0.0
2020-01-03,9.0,13.0,12.0,10.0,12.0,11.0,8.0,21.0,17.0,21.0,13.4,0.0
2020-01-04,10.0,6.0,11.0,10.0,7.0,6.0,11.0,6.0,8.0,12.0,8.7,0.0
2020-01-05,6.0,6.0,10.0,9.0,4.0,8.0,5.0,10.0,6.0,0.0,6.4,0.0
2020-01-06,9.0,7.0,6.0,5.0,5.0,7.0,11.0,7.0,9.0,13.0,7.9,0.0
2020-01-07,4.0,12.0,6.0,8.0,8.0,10.0,10.0,13.0,5.0,7.0,8.3,0.0
2020-01-08,5.0,9.0,3.0,11.0,8.0,5.0,3.0,9.0,5.0,7.0,6.5,0.0
2020-01-09,2.0,9.0,6.0,8.0,7.0,10.0,7.0,7.0,6.0,6.0,6.8,0.0
2020-01-10,6.0,7.0,11.0,15.0,7.0,9.0,7.0,11.0,8.0,13.0,9.4,0.0
2020-01-11,10.0,6.0,7.0,9.0,10.0,8.0,9.0,15.0,6.0,9.0,8.9,0.0
2020-01-12,6.0,10.0,3.0,11.0,9.0,11.0,5.0,8.0,2.0,4.0,6.9,0.0
2020-01-13,6.0,9.0,8.0,7.0,14.0,8.0,3.0,5.0,5.0,7.0,7.2,0.0
2020-01-14,9.0,9.0,8.0,6.0,4.0,11.0,10.0,13.0,9.0,8.0,8.7,0.0
2020-01-15,2.0,10.0,3.0,8.0,8.0,10.0,6.0,5.0,5.0,9.0,6.6,0.0
2020-01-16,9.0,14.0,8.0,8.0,14.0,9.0,10.0,15.0,7.0,6.0,10.0,0.0
2020-01-17,8.0,11.0,5.0,3.0,4.0,9.0,9.0,4.0,4.0,14.0,7.1,0.0
2020-01-18,4.0,10.0,5.0,4.0,10.0,4.0,6.0,10.0,8.0,6.0,6.7,0.0
2020-01-19,2.0,11.0,10.0,4.0,15.0,6.0,7.0,6.0,14.0,10.0,8.5,0.0
2020-01-20,7.0,7.0,1.0,8.0,13.0,12.0,6.0,11.0,16.0,2.0,8.3,0.0
2020-01-21,11.0,14.0,7.0,13.0,15.0,10.0,11.0,7.0,7.0,17.0,11.2,0.0
2020-01-22,5.0,4.0,1.0,0.0,9.0,7.0,2.0,7.0,2.0,2.0,3.9,0.0
2020-01-23,15.0,11.0,12.0,15.0,10.0,14.0,12.0,17.0,7.0,17.0,13.0,0.0
2020-01-24,11.0,6.0,6.0,10.0,20.0,11.0,12.0,12.0,8.0,10.0,10.6,0.0
2020-01-25,13.0,10.0,10.0,11.0,6.0,12.0,9.0,9.0,6.0,11.0,9.7,0.0
