,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-12-06,39.0,38.0,23.0,31.0,58.0,48.0,39.0,65.0,31.0,42.0,46.0,30.0,33.0,54.21686746987952,33.0,20.0,25.0,39.0,42.0,50.0,39.92657856093979
2020-12-07,38.0,24.0,32.0,42.0,45.0,30.0,42.0,22.0,44.0,44.0,41.0,36.0,30.0,57.83132530120482,48.0,30.0,38.0,41.0,40.0,31.632653061224488,38.41563277293295
2020-12-08,53.0,55.0,37.0,73.0,44.0,49.0,42.0,75.0,60.0,33.0,58.0,54.0,59.0,56.626506024096386,70.0,42.0,45.0,56.0,37.0,40.816326530612244,52.78619377266325
2020-12-09,27.0,55.0,29.0,63.0,49.0,33.0,39.0,40.0,46.0,47.0,24.0,36.0,43.0,57.83132530120482,48.0,41.0,45.0,48.0,32.0,72.44897959183673,44.4495015333593
2020-12-10,38.0,53.0,36.0,72.0,57.0,44.0,18.0,46.0,37.0,51.0,49.0,49.0,33.0,67.46987951807229,73.0,26.0,47.0,46.0,38.0,35.714285714285715,46.52672890007691
2020-12-11,31.0,32.0,48.0,36.0,34.0,48.0,47.0,51.0,47.0,51.0,53.0,40.0,22.0,54.21686746987952,27.0,36.0,43.0,39.0,29.0,53.06122448979592,41.70709840470696
2020-12-12,30.0,30.0,25.0,50.0,36.0,47.0,39.0,34.0,30.0,33.0,22.0,23.0,27.0,53.01204819277108,49.0,22.0,42.0,35.0,35.0,33.673469387755105,35.32911035192344
2020-12-13,35.0,34.0,39.0,57.0,40.0,40.0,61.0,49.0,29.0,51.0,53.0,46.0,38.0,43.373493975903614,45.0,23.0,53.0,35.0,31.0,50.0,43.286221243269694
2020-12-14,32.0,58.0,49.0,52.0,47.0,23.0,59.0,61.0,45.0,40.0,44.0,41.0,40.0,60.24096385542169,58.0,37.0,45.0,44.0,31.0,46.93877551020408,46.37415465451966
2020-12-15,33.0,34.0,27.0,52.0,22.0,43.0,21.0,36.0,33.0,30.0,38.0,27.0,27.0,36.144578313253014,34.0,27.0,45.0,29.0,32.0,37.755102040816325,33.71492503021768
2020-12-16,28.0,43.0,27.0,54.0,53.0,47.0,47.0,55.0,34.0,38.0,53.0,40.0,30.0,45.78313253012048,50.0,35.0,36.0,30.0,33.0,60.204081632653065,42.606423626719405
2020-12-17,28.0,28.0,33.0,43.0,42.0,31.0,29.0,37.0,40.0,38.0,35.0,22.0,11.0,40.963855421686745,42.0,22.0,30.0,20.0,15.0,31.632653061224488,31.414286713216853
2020-12-18,41.0,67.0,51.0,53.0,44.0,32.0,45.0,97.0,49.0,47.0,52.0,55.0,50.0,72.28915662650603,53.0,43.0,38.0,48.0,44.0,37.755102040816325,51.75028969003165
2020-12-19,39.0,53.0,26.0,55.0,66.0,44.0,51.0,39.0,43.0,41.0,46.0,40.0,39.0,33.734939759036145,42.0,31.0,43.0,35.0,45.0,41.83673469387755,43.34706863655887
2020-12-20,100.0,100.0,100.0,93.0,100.0,100.0,97.0,90.0,100.0,100.0,100.0,100.0,100.0,89.1566265060241,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-12-21,55.0,66.0,32.0,49.0,75.0,80.0,70.0,68.0,77.0,78.0,69.0,75.0,49.0,84.33734939759036,78.0,54.0,71.0,61.0,58.0,90.81632653061224,68.0572412518605
2020-12-22,25.0,29.0,24.0,62.0,66.0,38.0,37.0,56.0,59.0,46.0,29.0,50.0,23.0,42.16867469879518,89.0,37.0,43.0,33.0,36.0,46.93877551020408,44.23759077786767
2020-12-23,63.0,67.0,52.0,94.0,56.0,53.0,53.0,80.0,56.0,50.0,45.0,60.0,43.0,100.0,56.0,42.0,48.0,44.0,34.0,43.87755102040816,57.88658635260271
2020-12-24,39.0,38.0,32.0,68.0,40.0,52.0,55.0,43.0,30.0,40.0,42.0,43.0,36.0,42.16867469879518,54.0,26.0,58.0,34.0,31.0,67.34693877551021,44.20753543708232
2020-12-25,31.0,49.0,34.0,45.0,48.0,30.0,45.0,57.0,40.0,61.0,54.0,50.0,21.0,62.65060240963855,48.0,29.0,33.0,25.0,22.0,22.448979591836736,40.98706883634511
2020-12-26,28.0,56.0,47.0,45.0,34.0,38.0,41.0,51.0,47.0,50.0,36.0,38.0,41.0,61.44578313253012,30.0,29.0,44.0,37.0,40.0,47.95918367346939,42.729204750916516
2020-12-27,20.0,36.0,36.0,48.0,35.0,59.0,52.0,65.0,34.0,56.0,54.0,37.0,34.0,45.78313253012048,27.0,33.0,33.0,43.0,12.0,35.714285714285715,40.39787427452625
2020-12-28,31.0,29.0,30.0,44.0,47.0,35.0,51.0,51.0,35.0,28.0,22.0,34.0,23.0,37.34939759036145,39.0,30.0,40.0,27.0,42.0,58.16326530612245,37.25009240113078
2020-12-29,35.0,37.0,19.0,59.0,20.0,42.0,34.0,94.0,43.0,50.0,33.0,57.0,32.0,32.53012048192771,51.0,36.0,34.0,27.0,24.0,40.816326530612244,40.644123288081744
2020-12-30,21.0,30.0,16.0,30.0,28.0,18.0,38.0,39.0,51.0,29.0,26.0,33.0,12.0,19.27710843373494,16.0,31.0,21.0,21.0,22.0,30.612244897959183,27.011023205170464
2020-12-31,32.0,40.0,34.0,29.0,57.0,50.0,42.0,53.0,40.0,36.0,53.0,28.0,48.0,57.83132530120482,44.0,41.0,34.0,45.0,51.0,36.734693877551024,43.245215119821786
2021-01-01,48.0,52.0,48.0,57.0,61.0,54.0,31.0,72.0,68.0,42.0,65.0,41.0,30.0,72.28915662650603,43.0,41.0,52.0,40.0,33.0,46.93877551020408,50.642387645219614
2021-01-02,21.0,47.0,39.0,28.0,34.0,26.0,36.0,66.0,37.0,30.0,51.0,17.0,31.0,55.42168674698795,47.0,30.0,40.0,40.0,29.0,23.46938775510204,36.96461036690741
2021-01-03,46.0,47.0,43.0,47.0,50.0,41.0,48.0,66.0,48.0,49.0,43.0,54.0,37.0,55.42168674698795,38.0,35.0,43.0,47.0,38.0,27.551020408163264,45.85580928406604
2021-01-04,21.0,44.0,34.0,51.0,33.0,42.0,55.0,66.0,35.0,46.0,40.0,38.0,34.0,55.42168674698795,40.0,26.0,31.0,47.0,22.0,54.08163265306123,41.36305403218556
2021-01-05,22.0,56.0,38.0,53.0,56.0,50.0,42.0,81.0,54.0,44.0,35.0,37.0,30.0,49.397590361445786,34.0,46.0,46.0,45.0,47.0,28.571428571428573,45.39857352632682
2021-01-06,51.0,65.0,64.0,67.0,78.0,49.0,59.0,67.0,39.0,47.0,55.0,63.0,54.0,87.95180722891567,67.0,40.0,70.0,61.0,57.0,66.3265306122449,61.30941142977014
2021-01-07,43.0,52.0,41.0,45.0,44.0,33.0,49.0,58.0,45.0,47.0,45.0,42.0,46.0,53.01204819277108,26.0,30.0,35.0,54.0,34.0,52.04081632653061,44.387168229993904
2021-01-08,36.0,56.0,36.0,53.0,61.0,58.0,61.0,63.0,51.0,71.0,49.0,27.0,36.0,40.963855421686745,61.0,42.0,23.0,51.0,37.0,60.204081632653065,49.42054501683198
2021-01-09,24.0,65.0,39.0,43.0,49.0,44.0,50.0,59.0,27.0,41.0,42.0,33.0,39.0,54.21686746987952,58.0,29.0,50.0,46.0,44.0,41.83673469387755,44.59033833797836
2021-01-10,15.0,11.0,19.0,31.0,12.0,22.0,27.0,44.0,36.0,41.0,23.0,20.0,21.0,33.734939759036145,33.0,31.0,39.0,17.0,16.0,23.46938775510204,26.163704835825666
2021-01-11,18.0,30.0,28.0,17.0,36.0,23.0,31.0,26.0,33.0,29.0,33.0,29.0,32.0,38.55421686746988,29.0,24.0,31.0,22.0,25.0,30.612244897959183,28.7009399942062
2021-01-12,29.0,17.0,26.0,24.0,33.0,30.0,41.0,53.0,32.0,39.0,37.0,27.0,13.0,34.93975903614458,33.0,22.0,32.0,38.0,31.0,33.673469387755105,31.770617938805472
2021-01-13,32.0,55.0,32.0,63.0,48.0,50.0,35.0,67.0,47.0,44.0,55.0,39.0,32.0,66.26506024096386,41.0,39.0,36.0,29.0,37.0,44.89795918367347,45.306859160698046
2021-01-14,39.0,53.0,39.0,36.0,60.0,44.0,64.0,68.0,48.0,48.0,53.0,34.0,30.0,54.21686746987952,42.0,33.0,39.0,39.0,43.0,38.775510204081634,45.958374539243
2021-01-15,25.0,39.0,43.0,36.0,35.0,24.0,36.0,56.0,49.0,31.0,25.0,28.0,22.0,59.036144578313255,35.0,24.0,33.0,46.0,33.0,38.775510204081634,36.452745562248396
2021-01-16,27.0,27.0,29.0,39.0,41.0,41.0,43.0,60.0,40.0,37.0,27.0,33.0,27.0,53.01204819277108,58.0,33.0,46.0,46.0,32.0,30.612244897959183,39.083955167970274
2021-01-17,36.0,38.0,35.0,50.0,40.0,33.0,26.0,49.0,43.0,22.0,38.0,32.0,41.0,48.19277108433735,60.0,29.0,35.0,34.0,38.0,37.755102040816325,38.84647177520053
2021-01-18,38.0,82.0,43.0,100.0,69.0,66.0,100.0,89.0,68.0,79.0,71.0,59.0,43.0,78.3132530120482,82.0,58.0,70.0,53.0,57.0,58.16326530612245,69.24164893563886
2021-01-19,57.0,47.0,34.0,41.0,86.0,29.0,47.0,100.0,55.0,36.0,47.0,35.0,42.0,63.855421686746986,66.0,53.0,47.0,37.0,64.0,70.40816326530613,53.691187928916044
2021-01-20,32.0,27.0,40.0,45.0,65.0,55.0,31.0,40.0,42.0,49.0,37.0,20.0,37.0,48.19277108433735,58.0,31.0,22.0,47.0,31.0,43.87755102040816,40.68088395416903
2021-01-21,41.0,38.0,41.0,32.0,52.0,47.0,59.0,62.0,38.0,47.0,48.0,48.0,35.0,62.65060240963855,49.0,36.0,58.0,41.0,40.0,56.12244897959184,47.26759866942371
