,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-11-04,78.0,77.0,66.0,75.55555555555556,77.89473684210526,81.11111111111111,75.0,84.28571428571429,76.3157894736842,82.05128205128206,84.28571428571429,76.82926829268293,90.76923076923077,78.48101265822785,89.55223880597015,90.66666666666667,72.61904761904762,70.66666666666667,81.57894736842105,84.50704225352112,82.24981461197304
2020-11-05,68.0,63.0,63.0,70.0,67.36842105263158,80.0,82.5,71.42857142857143,69.73684210526316,67.94871794871794,77.14285714285714,71.95121951219512,72.3076923076923,59.49367088607595,68.65671641791045,76.0,72.61904761904762,80.0,81.57894736842105,73.2394366197183,74.13423583489262
2020-11-06,75.0,80.0,67.0,76.66666666666667,75.78947368421052,81.11111111111111,76.25,68.57142857142857,71.05263157894737,79.48717948717949,77.14285714285714,70.73170731707317,81.53846153846153,69.62025316455696,85.07462686567165,82.66666666666667,78.57142857142857,82.66666666666667,76.3157894736842,85.91549295774648,79.5653606519173
2020-11-07,90.0,90.0,87.0,90.0,90.52631578947368,82.22222222222223,80.0,85.71428571428571,84.21052631578948,82.05128205128206,92.85714285714286,78.04878048780488,98.46153846153847,91.13924050632912,97.01492537313433,93.33333333333333,96.42857142857143,100.0,98.6842105263158,85.91549295774648,92.59772173964332
2020-11-08,100.0,92.0,100.0,100.0,100.0,100.0,83.75,100.0,100.0,94.87179487179488,100.0,100.0,100.0,93.67088607594937,94.02985074626865,96.0,100.0,82.66666666666667,100.0,100.0,100.0
2020-11-09,92.0,100.0,73.0,88.88888888888889,78.94736842105263,91.11111111111111,100.0,82.85714285714286,81.57894736842105,79.48717948717949,85.71428571428571,85.36585365853658,96.92307692307692,70.88607594936708,91.04477611940298,100.0,91.66666666666667,100.0,97.36842105263158,98.59154929577464,92.17559628234332
2020-11-10,87.0,77.0,76.0,80.0,75.78947368421052,75.55555555555556,82.5,80.0,68.42105263157895,75.64102564102564,75.71428571428571,76.82926829268293,90.76923076923077,68.35443037974683,91.04477611940298,82.66666666666667,83.33333333333333,86.66666666666667,81.57894736842105,84.50704225352112,82.5699883318872
2020-11-11,78.0,86.0,73.0,83.33333333333333,77.89473684210526,87.77777777777777,82.5,92.85714285714286,86.84210526315789,84.61538461538461,92.85714285714286,85.36585365853658,78.46153846153847,100.0,92.53731343283582,88.0,84.52380952380952,81.33333333333333,76.3157894736842,88.73239436619718,87.81399799418253
2020-11-12,82.0,84.0,66.0,82.22222222222223,73.6842105263158,73.33333333333333,73.75,77.14285714285714,71.05263157894737,67.94871794871794,68.57142857142857,67.07317073170732,84.61538461538461,64.55696202531645,80.59701492537313,70.66666666666667,75.0,76.0,76.3157894736842,76.05633802816901,76.95379659585313
2020-11-13,62.0,64.0,52.0,68.88888888888889,67.36842105263158,78.88888888888889,56.25,68.57142857142857,59.21052631578947,70.51282051282051,77.14285714285714,65.85365853658537,67.6923076923077,60.75949367088607,73.13432835820896,70.66666666666667,64.28571428571429,68.0,67.10526315789474,67.6056338028169,68.66000588283833
