date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,1.7293997965412005,0.0
2020-01-02,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.7121057985757884,0.0
2020-01-03,1.0,3.0,1.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,2.136317395727365,0.0
2020-01-04,0.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.4242115971515767,0.0
2020-01-05,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.3224821973550356,0.0
2020-01-06,3.0,1.0,3.0,2.0,4.0,2.0,3.0,1.0,4.0,1.0,2.4415055951169893,0.0
2020-01-07,4.0,2.0,5.0,4.0,6.0,4.0,4.0,3.0,5.0,2.0,3.9674465920651074,0.0
2020-01-08,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.5605289928789423,0.0
2020-01-09,3.0,3.0,2.0,3.0,1.0,6.0,3.0,3.0,1.0,3.0,2.848423194303153,0.0
2020-01-10,3.0,2.0,0.0,5.0,1.0,2.0,3.0,3.0,3.0,1.0,2.3397761953204474,0.0
2020-01-11,2.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,3.0,1.0,2.034587995930824,0.0
2020-01-12,5.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,6.0,2.0,2.746693794506613,0.0
2020-01-13,6.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,2.0,4.170905391658189,0.0
2020-01-14,3.0,2.0,2.0,5.0,3.0,6.0,4.0,1.0,3.0,4.0,3.3570701932858595,0.0
2020-01-15,1.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,2.848423194303153,0.0
2020-01-16,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.6622583926754833,0.0
2020-01-17,3.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,2.2380467955239065,0.0
2020-01-18,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.136317395727365,0.0
2020-01-19,3.0,3.0,3.0,6.0,4.0,4.0,5.0,2.0,3.0,3.0,3.6622583926754833,0.0
2020-01-20,6.0,5.0,8.0,5.0,6.0,3.0,7.0,8.0,8.0,6.0,6.3072227873855535,0.0
2020-01-21,7.0,4.0,5.0,2.0,5.0,5.0,5.0,6.0,4.0,5.0,4.883011190233979,0.0
2020-01-22,14.0,12.0,11.0,13.0,13.0,13.0,15.0,9.0,17.0,14.0,13.326551373346893,0.0
2020-01-23,22.0,15.0,17.0,20.0,18.0,17.0,19.0,17.0,20.0,19.0,18.71820956256358,0.0
2020-01-24,31.0,25.0,32.0,43.0,32.0,22.0,30.0,32.0,45.0,34.0,33.16378433367243,0.0
2020-01-25,46.0,38.0,49.0,42.0,44.0,38.0,40.0,40.0,51.0,36.0,43.13326551373347,0.0
2020-01-26,71.0,44.0,54.0,58.0,49.0,56.0,54.0,50.0,70.0,58.0,57.37538148524924,0.0
2020-01-27,92.0,79.0,80.0,93.0,80.0,89.0,92.0,86.0,91.0,87.0,88.4028484231943,0.0
2020-01-28,42.0,38.0,53.0,47.0,49.0,52.0,55.0,56.0,44.0,50.0,49.44048830111903,0.0
2020-01-29,36.0,28.0,31.0,27.0,28.0,30.0,32.0,34.0,32.0,31.0,31.434384537131233,0.0
2020-01-30,30.0,26.0,23.0,26.0,25.0,26.0,25.0,25.0,33.0,27.0,27.06002034587996,0.0
2020-01-31,20.0,23.0,17.0,20.0,21.0,21.0,24.0,24.0,25.0,29.0,22.78738555442523,0.0
2020-02-01,23.0,24.0,19.0,23.0,23.0,27.0,25.0,24.0,26.0,21.0,23.90640895218718,0.0
2020-02-02,23.0,20.0,14.0,17.0,17.0,22.0,14.0,20.0,20.0,22.0,19.226856561546285,0.0
2020-02-03,12.0,12.0,13.0,16.0,11.0,17.0,16.0,14.0,16.0,13.0,14.24211597151577,0.0
2020-02-04,16.0,12.0,12.0,17.0,11.0,17.0,18.0,19.0,19.0,16.0,15.97151576805697,0.0
2020-02-05,14.0,12.0,7.0,6.0,9.0,14.0,10.0,10.0,10.0,14.0,10.783316378433367,0.0
2020-02-06,9.0,10.0,11.0,12.0,15.0,12.0,16.0,15.0,12.0,15.0,12.919633774160733,0.0
2020-02-07,12.0,11.0,13.0,18.0,15.0,8.0,13.0,12.0,13.0,11.0,12.817904374364192,0.0
2020-02-08,14.0,11.0,8.0,9.0,9.0,9.0,11.0,13.0,7.0,7.0,9.969481180061038,0.0
2020-02-09,9.0,6.0,7.0,6.0,8.0,7.0,14.0,9.0,10.0,8.0,8.54526958290946,0.0
2020-02-10,11.0,9.0,7.0,8.0,7.0,8.0,7.0,9.0,11.0,6.0,8.443540183112919,0.0
2020-02-11,17.0,12.0,13.0,13.0,14.0,16.0,13.0,17.0,13.0,10.0,14.038657171922686,0.0
2020-02-12,13.0,14.0,10.0,12.0,15.0,15.0,9.0,14.0,11.0,13.0,12.817904374364192,0.0
2020-02-13,11.0,11.0,9.0,12.0,11.0,16.0,11.0,11.0,12.0,12.0,11.80061037639878,0.0
2020-02-14,11.0,9.0,6.0,9.0,9.0,12.0,9.0,13.0,11.0,14.0,10.478128179043743,0.0
2020-02-15,14.0,16.0,13.0,10.0,7.0,6.0,11.0,12.0,16.0,8.0,11.495422177009154,0.0
2020-02-16,5.0,7.0,6.0,4.0,6.0,4.0,3.0,5.0,8.0,4.0,5.289928789420141,0.0
2020-02-17,4.0,7.0,9.0,9.0,5.0,9.0,5.0,6.0,9.0,9.0,7.3245167853509665,0.0
2020-02-18,10.0,10.0,9.0,6.0,7.0,9.0,9.0,8.0,13.0,8.0,9.05391658189217,0.0
2020-02-19,12.0,12.0,9.0,10.0,8.0,13.0,9.0,10.0,10.0,9.0,10.376398779247204,0.0
2020-02-20,9.0,5.0,7.0,7.0,7.0,5.0,8.0,8.0,7.0,8.0,7.222787385554424,0.0
2020-02-21,10.0,10.0,7.0,4.0,7.0,8.0,9.0,8.0,10.0,8.0,8.240081383519838,0.0
2020-02-22,13.0,11.0,11.0,15.0,10.0,6.0,11.0,12.0,12.0,15.0,11.80061037639878,0.0
