,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-11-04,26.0,37.0,48.0,21.0,53.0,33.0,40.0,34.343434343434346,18.0,43.02325581395349,26.262626262626263,48.0,29.0,19.318181818181817,29.0,40.54054054054054,34.883720930232556,23.655913978494624,47.474747474747474,53.06122448979592,47.27073627506264
2020-11-05,52.0,39.0,55.0,64.0,75.0,49.0,23.0,45.45454545454545,46.0,30.232558139534884,59.5959595959596,29.0,41.0,40.90909090909091,68.0,47.2972972972973,61.627906976744185,38.70967741935484,58.58585858585859,54.08163265306123,65.58227391204741
2020-11-06,32.0,64.0,57.0,62.0,73.0,57.0,63.0,79.79797979797979,43.0,100.0,90.9090909090909,60.0,70.0,57.95454545454545,45.0,62.16216216216216,74.4186046511628,70.96774193548387,86.86868686868686,69.38775510204081,88.45884364761743
2020-11-07,25.0,37.0,61.0,48.0,62.0,65.0,36.0,45.45454545454545,36.0,27.906976744186046,73.73737373737374,43.0,46.0,68.18181818181819,14.0,41.891891891891895,56.97674418604651,65.59139784946237,66.66666666666667,56.12244897959184,65.45046029495101
2020-11-08,41.0,39.0,40.0,80.0,52.0,73.0,16.0,47.474747474747474,32.0,40.69767441860465,50.505050505050505,15.0,72.0,53.40909090909091,60.0,36.486486486486484,29.069767441860463,45.16129032258065,40.4040404040404,25.510204081632654,59.626083607263105
2020-11-09,37.0,47.0,42.0,23.0,32.0,46.0,44.0,43.43434343434343,44.0,58.13953488372093,28.282828282828284,44.0,22.0,21.59090909090909,36.0,56.75675675675676,38.372093023255815,31.182795698924732,46.464646464646464,53.06122448979592,53.29034962220774
2020-11-10,38.0,54.0,32.0,68.0,59.0,37.0,100.0,60.60606060606061,50.0,84.88372093023256,69.6969696969697,77.0,50.0,54.54545454545455,46.0,28.37837837837838,70.93023255813954,100.0,100.0,89.79591836734694,85.1961604702537
2020-11-11,39.0,49.0,55.0,53.0,50.0,54.0,52.0,72.72727272727273,87.0,50.0,59.5959595959596,37.0,51.0,100.0,47.0,64.86486486486487,56.97674418604651,53.763440860215056,49.494949494949495,73.46938775510205,77.48430504265308
2020-11-12,57.0,53.0,91.0,46.0,58.0,99.0,25.0,76.76767676767676,50.0,65.11627906976744,58.58585858585859,13.0,93.0,44.31818181818182,41.0,74.32432432432432,44.18604651162791,46.236559139784944,47.474747474747474,41.83673469387755,75.46843815870294
2020-11-13,43.0,55.0,70.0,40.0,33.0,48.0,45.0,27.272727272727273,20.0,76.74418604651163,36.36363636363637,64.0,51.0,38.63636363636363,28.0,51.351351351351354,77.90697674418605,69.89247311827957,63.63636363636363,66.3265306122449,67.43643987725508
