,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-10-05,58.0,67.0,38.0,35.0,66.0,45.0,68.0,55.0,54.0,49.0,75.0,47.0,61.0,35.0,59.0,50.0,71.0,73.0,60.0,28.0,68.54636591478697
2020-10-06,53.0,46.0,48.0,48.0,59.0,45.0,44.0,40.0,43.0,58.0,62.0,51.0,55.0,58.0,44.0,51.0,37.0,47.0,39.0,41.0,60.714285714285715
2020-10-07,57.0,52.0,79.0,43.0,41.0,59.0,45.0,60.0,35.0,44.0,70.0,56.0,50.0,45.0,54.0,43.0,59.0,59.0,71.0,61.0,67.85714285714286
2020-10-08,72.0,64.0,45.0,46.0,55.0,52.0,59.0,69.0,44.0,67.0,49.0,70.0,67.0,48.0,48.0,80.0,50.0,57.0,40.0,55.0,71.24060150375941
2020-10-09,80.0,63.0,60.0,56.0,62.0,47.0,37.0,42.0,47.0,57.0,80.0,62.0,47.0,54.0,48.0,70.0,68.0,45.0,46.0,62.0,70.98997493734336
2020-10-10,68.0,63.0,50.0,48.0,43.0,37.0,58.0,72.0,39.0,42.0,42.0,46.0,56.0,47.0,54.0,33.0,52.0,68.0,33.0,39.0,62.03007518796993
2020-10-11,62.0,80.0,48.0,85.0,92.0,63.0,89.0,84.0,93.0,47.0,68.0,53.0,40.0,62.0,40.0,75.0,32.0,71.0,36.0,40.0,78.94736842105263
2020-10-12,71.0,73.0,59.0,44.0,56.0,75.0,67.0,66.0,66.0,69.0,58.0,60.0,87.0,65.0,60.0,71.0,42.0,47.0,44.0,50.0,77.06766917293233
2020-10-13,76.0,65.0,80.0,53.0,65.0,58.0,57.0,91.0,65.0,64.0,80.0,59.0,66.0,42.0,63.0,74.0,89.0,71.0,72.0,69.0,85.15037593984962
2020-10-14,69.0,89.0,63.0,86.0,61.0,73.0,83.0,75.0,86.0,54.0,48.0,38.0,44.0,52.0,65.0,66.0,53.0,69.0,65.0,72.0,82.14285714285714
2020-10-15,80.0,46.0,100.0,53.0,65.0,91.0,74.0,65.0,47.0,64.0,96.0,59.0,86.0,47.0,95.0,66.0,61.0,62.0,66.0,88.0,88.40852130325815
2020-10-16,54.0,45.0,69.0,53.0,31.0,61.0,70.0,42.0,41.0,54.0,60.0,66.0,58.0,70.0,60.0,60.0,50.0,42.0,46.0,74.0,69.2982456140351
2020-10-17,86.0,82.0,47.0,91.0,77.0,60.0,99.0,77.0,84.0,76.0,91.0,100.0,69.0,85.0,63.0,91.0,50.0,77.0,59.0,75.0,96.42857142857143
2020-10-18,55.0,58.0,74.0,38.0,45.0,65.0,40.0,58.0,37.0,33.0,82.0,51.0,58.0,34.0,60.0,35.0,46.0,53.0,49.0,59.0,64.53634085213032
2020-10-19,61.0,89.0,65.0,53.0,74.0,84.0,70.0,66.0,100.0,65.0,95.0,61.0,44.0,55.0,56.0,63.0,68.0,74.0,49.0,49.0,84.02255639097744
2020-10-20,61.0,54.0,81.0,56.0,75.0,95.0,85.0,74.0,84.0,60.0,70.0,68.0,100.0,64.0,71.0,69.0,69.0,66.0,46.0,66.0,88.59649122807018
2020-10-21,68.0,100.0,74.0,65.0,67.0,65.0,86.0,73.0,59.0,75.0,59.0,64.0,98.0,83.0,62.0,78.0,47.0,85.0,53.0,72.0,89.78696741854638
2020-10-22,78.0,62.0,73.0,84.0,73.0,48.0,82.0,80.0,69.0,56.0,58.0,63.0,76.0,57.0,67.0,58.0,59.0,56.0,45.0,57.0,81.51629072681705
2020-10-23,86.0,83.0,53.0,99.0,100.0,50.0,66.0,100.0,64.0,67.0,57.0,55.0,64.0,78.0,58.0,83.0,44.0,67.0,41.0,53.0,85.71428571428572
2020-10-24,52.0,79.0,75.0,89.0,86.0,86.0,85.0,92.0,77.0,42.0,87.0,54.0,71.0,75.0,46.0,66.0,60.0,58.0,57.0,89.0,89.3483709273183
2020-10-25,72.0,82.0,34.0,96.0,92.0,57.0,98.0,87.0,81.0,83.0,72.0,76.0,71.0,75.0,38.0,47.0,71.0,76.0,29.0,56.0,87.28070175438597
2020-10-26,80.0,81.0,90.0,100.0,50.0,85.0,77.0,61.0,58.0,80.0,61.0,68.0,54.0,75.0,69.0,79.0,64.0,73.0,74.0,73.0,90.97744360902254
2020-10-27,84.0,72.0,69.0,54.0,61.0,87.0,64.0,91.0,49.0,52.0,87.0,59.0,65.0,90.0,60.0,54.0,68.0,59.0,47.0,77.0,84.52380952380953
2020-10-28,82.0,66.0,77.0,65.0,77.0,55.0,79.0,74.0,87.0,66.0,80.0,37.0,70.0,35.0,58.0,66.0,88.0,45.0,53.0,44.0,81.70426065162907
2020-10-29,91.0,73.0,41.0,64.0,66.0,59.0,85.0,66.0,69.0,53.0,40.0,57.0,69.0,69.0,54.0,100.0,66.0,59.0,50.0,54.0,80.51378446115288
2020-10-30,60.0,62.0,76.0,33.0,47.0,48.0,57.0,49.0,59.0,38.0,62.0,32.0,43.0,56.0,50.0,33.0,62.0,39.0,34.0,64.0,62.907268170426065
2020-10-31,50.0,60.0,98.0,39.0,64.0,63.0,86.0,61.0,44.0,47.0,97.0,52.0,60.0,64.0,100.0,62.0,100.0,61.0,100.0,100.0,88.22055137844613
2020-11-01,55.0,54.0,79.0,73.0,58.0,100.0,62.0,98.0,81.0,58.0,90.0,61.0,71.0,74.0,77.0,80.0,68.0,61.0,66.0,85.0,90.91478696741855
2020-11-02,88.0,87.0,50.0,80.0,81.0,41.0,89.0,65.0,57.0,69.0,68.0,71.0,90.0,100.0,47.0,69.0,83.0,64.0,57.0,39.0,87.40601503759399
2020-11-03,100.0,78.0,85.0,70.0,86.0,58.0,100.0,86.0,71.0,100.0,94.0,65.0,80.0,73.0,71.0,85.0,71.0,79.0,83.0,61.0,100.0
2020-11-04,68.0,46.0,76.0,56.0,38.0,70.0,62.0,52.0,55.0,52.0,70.0,44.0,43.0,55.0,73.0,64.0,80.0,44.0,58.0,70.0,73.6842105263158
2020-11-05,61.0,44.0,76.0,65.0,57.0,74.0,40.0,51.0,42.0,57.0,96.0,33.0,54.0,54.0,82.0,53.0,48.0,56.0,51.0,74.0,73.18295739348372
2020-11-06,39.0,45.0,58.0,45.0,58.0,51.0,44.0,49.0,32.0,46.0,58.0,61.0,62.0,92.0,43.0,51.0,67.0,66.0,49.0,53.0,66.97994987468672
2020-11-07,41.0,59.0,82.0,71.0,43.0,53.0,55.0,72.0,61.0,75.0,43.0,49.0,56.0,67.0,61.0,72.0,70.0,56.0,46.0,79.0,75.87719298245614
2020-11-08,46.0,63.0,74.0,45.0,47.0,72.0,61.0,71.0,66.0,63.0,100.0,63.0,63.0,67.0,74.0,65.0,80.0,51.0,61.0,82.0,82.33082706766918
2020-11-09,81.0,77.0,49.0,55.0,36.0,66.0,58.0,67.0,74.0,57.0,83.0,56.0,76.0,39.0,65.0,58.0,78.0,40.0,75.0,78.0,79.44862155388472
2020-11-10,67.0,37.0,46.0,49.0,63.0,53.0,33.0,50.0,48.0,54.0,64.0,46.0,48.0,66.0,52.0,59.0,67.0,52.0,44.0,69.0,66.8546365914787
2020-11-11,78.0,56.0,46.0,55.0,52.0,56.0,62.0,54.0,83.0,62.0,46.0,59.0,70.0,51.0,62.0,59.0,57.0,49.0,45.0,51.0,72.24310776942356
2020-11-12,62.0,47.0,28.0,37.0,37.0,38.0,53.0,41.0,52.0,30.0,68.0,47.0,42.0,34.0,66.0,50.0,51.0,35.0,54.0,49.0,57.70676691729324
2020-11-13,38.0,47.0,63.0,70.0,49.0,57.0,47.0,58.0,51.0,36.0,53.0,47.0,42.0,61.0,49.0,60.0,57.0,52.0,38.0,66.0,65.22556390977444
2020-11-14,67.0,64.0,55.0,60.0,46.0,58.0,67.0,83.0,58.0,74.0,54.0,56.0,64.0,50.0,56.0,54.0,71.0,47.0,50.0,47.0,73.99749373433585
2020-11-15,38.0,82.0,76.0,54.0,74.0,52.0,44.0,52.0,49.0,49.0,69.0,47.0,72.0,53.0,73.0,54.0,65.0,38.0,47.0,33.0,70.23809523809524
2020-11-16,54.0,69.0,67.0,53.0,57.0,58.0,61.0,57.0,60.0,65.0,67.0,38.0,63.0,69.0,45.0,55.0,57.0,65.0,38.0,39.0,71.24060150375941
2020-11-17,65.0,47.0,67.0,40.0,61.0,44.0,62.0,74.0,50.0,54.0,56.0,55.0,48.0,37.0,72.0,60.0,84.0,49.0,48.0,56.0,70.73934837092732
2020-11-18,24.0,37.0,79.0,50.0,27.0,50.0,36.0,47.0,24.0,27.0,61.0,38.0,35.0,39.0,75.0,37.0,67.0,20.0,59.0,56.0,55.6390977443609
2020-11-19,84.0,66.0,28.0,53.0,57.0,44.0,46.0,44.0,60.0,60.0,49.0,54.0,63.0,49.0,39.0,71.0,31.0,23.0,27.0,29.0,61.2155388471178
2020-11-20,39.0,45.0,58.0,41.0,31.0,38.0,44.0,63.0,28.0,43.0,25.0,39.0,32.0,31.0,39.0,32.0,39.0,44.0,35.0,62.0,50.6265664160401
2020-11-21,60.0,42.0,52.0,59.0,44.0,33.0,41.0,69.0,59.0,34.0,44.0,40.0,53.0,54.0,31.0,68.0,20.0,57.0,37.0,41.0,58.771929824561404
2020-11-22,71.0,56.0,60.0,59.0,38.0,55.0,49.0,35.0,44.0,38.0,38.0,34.0,33.0,54.0,49.0,39.0,27.0,42.0,35.0,60.0,57.393483709273184
2020-11-23,73.0,75.0,64.0,64.0,49.0,48.0,78.0,67.0,52.0,55.0,79.0,62.0,58.0,47.0,33.0,64.0,49.0,51.0,41.0,49.0,72.55639097744361
2020-11-24,37.0,26.0,70.0,33.0,24.0,58.0,32.0,23.0,21.0,18.0,66.0,30.0,25.0,36.0,45.0,19.0,31.0,28.0,60.0,48.0,45.73934837092732
2020-11-25,43.0,65.0,58.0,42.0,55.0,54.0,32.0,52.0,35.0,53.0,69.0,35.0,40.0,42.0,47.0,45.0,55.0,42.0,55.0,64.0,61.59147869674186
2020-11-26,69.0,41.0,67.0,47.0,51.0,50.0,59.0,55.0,54.0,63.0,65.0,58.0,51.0,52.0,65.0,56.0,58.0,54.0,38.0,56.0,69.48621553884712
2020-11-27,57.0,56.0,21.0,46.0,39.0,28.0,58.0,36.0,38.0,38.0,35.0,27.0,35.0,39.0,23.0,52.0,16.0,37.0,11.0,25.0,44.92481203007519
2020-11-28,34.0,40.0,38.0,46.0,30.0,40.0,39.0,27.0,27.0,30.0,45.0,27.0,32.0,18.0,41.0,49.0,53.0,37.0,32.0,35.0,45.11278195488722
2020-11-29,53.0,63.0,51.0,61.0,41.0,52.0,48.0,52.0,56.0,87.0,44.0,71.0,66.0,47.0,30.0,52.0,30.0,54.0,33.0,40.0,64.59899749373434
2020-11-30,74.0,50.0,39.0,56.0,60.0,27.0,42.0,37.0,33.0,30.0,45.0,22.0,38.0,39.0,42.0,50.0,31.0,40.0,43.0,41.0,52.56892230576441
2020-12-01,47.0,53.0,49.0,33.0,27.0,53.0,54.0,37.0,50.0,57.0,42.0,43.0,50.0,24.0,39.0,43.0,41.0,45.0,43.0,36.0,54.26065162907268
2020-12-02,53.0,59.0,45.0,46.0,52.0,34.0,51.0,50.0,50.0,39.0,45.0,41.0,47.0,54.0,57.0,43.0,65.0,42.0,42.0,35.0,59.523809523809526
2020-12-03,57.0,53.0,43.0,68.0,36.0,44.0,55.0,37.0,30.0,60.0,32.0,30.0,41.0,48.0,39.0,40.0,57.0,52.0,40.0,42.0,56.64160401002506
2020-12-04,52.0,42.0,51.0,15.0,32.0,42.0,31.0,42.0,26.0,20.0,37.0,31.0,42.0,29.0,34.0,36.0,27.0,27.0,33.0,31.0,42.606516290726816
2020-12-05,40.0,39.0,28.0,45.0,27.0,33.0,48.0,46.0,35.0,23.0,38.0,38.0,40.0,12.0,22.0,27.0,40.0,33.0,21.0,35.0,41.97994987468672
2020-12-06,34.0,40.0,50.0,31.0,30.0,67.0,26.0,41.0,30.0,42.0,54.0,22.0,29.0,34.0,59.0,38.0,74.0,14.0,49.0,30.0,49.74937343358397
2020-12-07,43.0,29.0,51.0,21.0,24.0,55.0,28.0,32.0,23.0,35.0,44.0,32.0,43.0,35.0,37.0,36.0,46.0,36.0,34.0,44.0,45.6140350877193
2020-12-08,43.0,26.0,42.0,33.0,39.0,34.0,19.0,39.0,29.0,35.0,42.0,40.0,28.0,54.0,32.0,37.0,50.0,28.0,24.0,39.0,44.67418546365915
2020-12-09,61.0,46.0,70.0,49.0,51.0,46.0,51.0,67.0,45.0,39.0,48.0,43.0,43.0,26.0,54.0,34.0,41.0,48.0,24.0,70.0,59.899749373433586
2020-12-10,44.0,74.0,46.0,58.0,33.0,53.0,39.0,63.0,50.0,54.0,57.0,59.0,72.0,69.0,55.0,65.0,44.0,62.0,40.0,46.0,67.85714285714286
2020-12-11,55.0,47.0,50.0,50.0,46.0,47.0,50.0,48.0,55.0,46.0,46.0,64.0,55.0,40.0,48.0,41.0,47.0,58.0,49.0,37.0,61.340852130325814
2020-12-12,48.0,34.0,40.0,54.0,55.0,38.0,60.0,48.0,55.0,49.0,54.0,41.0,42.0,34.0,50.0,41.0,26.0,38.0,28.0,30.0,54.197994987468675
2020-12-13,29.0,45.0,59.0,26.0,47.0,40.0,51.0,42.0,47.0,50.0,52.0,31.0,43.0,54.0,40.0,52.0,47.0,32.0,23.0,59.0,54.44862155388471
2020-12-14,81.0,67.0,42.0,71.0,61.0,37.0,84.0,71.0,61.0,54.0,74.0,63.0,60.0,70.0,42.0,62.0,41.0,52.0,59.0,49.0,75.25062656641605
