date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,14.0,10.0,18.0,13.0,17.0,15.0,12.0,15.0,18.0,18.0,15.463917525773196,0
2020-01-02,8.0,10.0,12.0,11.0,10.0,14.0,12.0,11.0,9.0,9.0,10.927835051546392,0
2020-01-03,16.0,10.0,21.0,12.0,13.0,19.0,7.0,19.0,20.0,17.0,15.876288659793815,0
2020-01-04,17.0,9.0,10.0,19.0,8.0,12.0,12.0,16.0,10.0,21.0,13.814432989690722,0
2020-01-05,17.0,10.0,16.0,8.0,8.0,8.0,10.0,14.0,20.0,16.0,13.092783505154639,0
2020-01-06,10.0,24.0,18.0,14.0,21.0,13.0,13.0,14.0,15.0,16.0,16.288659793814432,0
2020-01-07,24.0,18.0,25.0,25.0,17.0,25.0,12.0,21.0,19.0,19.0,21.1340206185567,0
2020-01-08,24.0,18.0,16.0,19.0,26.0,19.0,15.0,23.0,24.0,25.0,21.54639175257732,0
2020-01-09,16.0,29.0,29.0,22.0,26.0,19.0,30.0,23.0,26.0,23.0,25.051546391752577,0
2020-01-10,16.0,14.0,26.0,16.0,17.0,15.0,22.0,16.0,19.0,19.0,18.556701030927837,0
2020-01-11,19.0,14.0,18.0,18.0,22.0,25.0,15.0,19.0,24.0,13.0,19.278350515463917,0
2020-01-12,9.0,4.0,9.0,10.0,10.0,10.0,8.0,11.0,8.0,9.0,9.07216494845361,0
2020-01-13,21.0,20.0,26.0,17.0,29.0,20.0,22.0,22.0,29.0,24.0,23.711340206185568,0
2020-01-14,19.0,21.0,26.0,18.0,22.0,16.0,18.0,19.0,19.0,21.0,20.51546391752577,0
2020-01-15,16.0,14.0,20.0,12.0,22.0,20.0,13.0,11.0,9.0,18.0,15.97938144329897,0
2020-01-16,16.0,15.0,12.0,15.0,11.0,7.0,10.0,11.0,12.0,19.0,13.195876288659793,0
2020-01-17,25.0,18.0,20.0,17.0,20.0,17.0,22.0,20.0,16.0,22.0,20.309278350515463,0
2020-01-18,9.0,19.0,9.0,18.0,18.0,16.0,11.0,10.0,17.0,11.0,14.22680412371134,0
2020-01-19,29.0,17.0,16.0,10.0,15.0,11.0,13.0,12.0,16.0,16.0,15.97938144329897,0
2020-01-20,14.0,25.0,15.0,21.0,13.0,21.0,13.0,12.0,18.0,23.0,18.04123711340206,0
2020-01-21,20.0,27.0,17.0,20.0,24.0,20.0,27.0,14.0,27.0,21.0,22.371134020618555,0
2020-01-22,21.0,25.0,17.0,18.0,14.0,20.0,16.0,18.0,26.0,22.0,20.309278350515463,0
2020-01-23,15.0,13.0,15.0,22.0,22.0,26.0,15.0,25.0,22.0,26.0,20.721649484536083,0
2020-01-24,8.0,12.0,13.0,14.0,17.0,12.0,17.0,16.0,10.0,13.0,13.608247422680412,0
2020-01-25,10.0,14.0,13.0,12.0,18.0,10.0,14.0,12.0,16.0,12.0,13.505154639175258,0
2020-01-26,14.0,28.0,22.0,20.0,24.0,24.0,19.0,21.0,14.0,21.0,21.34020618556701,0
2020-01-27,14.0,16.0,20.0,19.0,23.0,19.0,17.0,15.0,15.0,25.0,18.8659793814433,0
2020-01-28,14.0,25.0,24.0,17.0,25.0,12.0,25.0,29.0,24.0,25.0,22.68041237113402,0
2020-01-29,19.0,18.0,28.0,12.0,17.0,16.0,16.0,19.0,22.0,26.0,19.896907216494846,0
2020-01-30,18.0,14.0,16.0,14.0,18.0,19.0,14.0,16.0,25.0,11.0,17.010309278350515,0
2020-01-31,21.0,15.0,17.0,11.0,15.0,17.0,14.0,17.0,18.0,16.0,16.5979381443299,0
2020-02-01,13.0,17.0,13.0,10.0,17.0,8.0,13.0,7.0,23.0,16.0,14.123711340206185,0
2020-02-02,7.0,16.0,12.0,13.0,10.0,12.0,10.0,10.0,14.0,14.0,12.164948453608247,0
2020-02-03,22.0,27.0,26.0,20.0,25.0,19.0,20.0,13.0,28.0,23.0,22.989690721649485,0
2020-02-04,22.0,24.0,22.0,25.0,23.0,19.0,12.0,24.0,17.0,21.0,21.54639175257732,0
2020-02-05,17.0,22.0,4.0,15.0,11.0,16.0,19.0,17.0,23.0,11.0,15.97938144329897,0
2020-02-06,14.0,19.0,15.0,16.0,14.0,18.0,13.0,11.0,11.0,15.0,15.051546391752577,0
2020-02-07,14.0,15.0,16.0,15.0,21.0,21.0,23.0,20.0,24.0,17.0,19.175257731958766,0
2020-02-08,12.0,17.0,14.0,10.0,17.0,17.0,15.0,21.0,18.0,15.0,16.082474226804123,0
2020-02-09,17.0,17.0,13.0,9.0,18.0,17.0,19.0,12.0,20.0,14.0,16.082474226804123,0
2020-02-10,18.0,20.0,20.0,17.0,16.0,22.0,16.0,15.0,19.0,22.0,19.072164948453608,0
2020-02-11,10.0,19.0,19.0,19.0,17.0,10.0,18.0,16.0,15.0,22.0,17.010309278350515,0
2020-02-12,15.0,13.0,17.0,14.0,19.0,13.0,13.0,20.0,19.0,19.0,16.701030927835053,0
2020-02-13,14.0,13.0,14.0,14.0,13.0,11.0,15.0,13.0,13.0,14.0,13.814432989690722,0
2020-02-14,10.0,7.0,16.0,13.0,17.0,14.0,9.0,14.0,9.0,13.0,12.577319587628866,0
2020-02-15,14.0,11.0,16.0,12.0,11.0,14.0,11.0,16.0,10.0,15.0,13.402061855670103,0
2020-02-16,19.0,13.0,4.0,18.0,12.0,16.0,10.0,11.0,13.0,17.0,13.711340206185566,0
2020-02-17,25.0,20.0,29.0,23.0,27.0,19.0,20.0,15.0,21.0,21.0,22.68041237113402,0
2020-02-18,11.0,12.0,12.0,16.0,13.0,11.0,12.0,12.0,13.0,10.0,12.577319587628866,0
2020-02-19,11.0,15.0,19.0,12.0,8.0,15.0,10.0,11.0,11.0,14.0,12.989690721649485,0
2020-02-20,13.0,18.0,23.0,15.0,13.0,11.0,19.0,11.0,15.0,15.0,15.77319587628866,0
2020-02-21,6.0,13.0,7.0,10.0,17.0,19.0,12.0,12.0,12.0,17.0,12.88659793814433,0
2020-02-22,6.0,12.0,6.0,12.0,16.0,14.0,13.0,11.0,13.0,7.0,11.34020618556701,0
2020-02-23,16.0,19.0,14.0,14.0,15.0,13.0,10.0,20.0,17.0,22.0,16.49484536082474,0
2020-02-24,31.0,14.0,34.0,17.0,29.0,26.0,23.0,25.0,17.0,32.0,25.567010309278352,0
2020-02-25,14.0,20.0,24.0,19.0,23.0,23.0,25.0,23.0,20.0,25.0,22.2680412371134,0
2020-02-26,23.0,27.0,24.0,25.0,26.0,24.0,23.0,25.0,23.0,29.0,25.670103092783506,0
2020-02-27,19.0,15.0,20.0,15.0,21.0,21.0,17.0,16.0,18.0,22.0,18.96907216494845,0
2020-02-28,18.0,21.0,21.0,18.0,31.0,18.0,27.0,19.0,21.0,19.0,21.95876288659794,0
2020-02-29,10.0,16.0,18.0,10.0,15.0,9.0,14.0,16.0,16.0,19.0,14.742268041237113,0
2020-03-01,17.0,17.0,15.0,14.0,19.0,9.0,19.0,6.0,17.0,17.0,15.463917525773196,0
2020-03-02,28.0,33.0,33.0,22.0,28.0,25.0,27.0,27.0,33.0,23.0,28.762886597938145,0
2020-03-03,20.0,21.0,28.0,20.0,24.0,25.0,21.0,19.0,17.0,30.0,23.195876288659793,0
2020-03-04,17.0,17.0,21.0,13.0,29.0,18.0,23.0,17.0,19.0,31.0,21.1340206185567,0
2020-03-05,25.0,24.0,33.0,17.0,35.0,26.0,31.0,26.0,26.0,42.0,29.38144329896907,0
2020-03-06,19.0,18.0,21.0,19.0,21.0,23.0,21.0,18.0,30.0,15.0,21.1340206185567,0
2020-03-07,15.0,15.0,29.0,17.0,30.0,28.0,23.0,24.0,25.0,29.0,24.22680412371134,0
2020-03-08,26.0,17.0,26.0,12.0,20.0,18.0,16.0,20.0,17.0,18.0,19.587628865979383,0
2020-03-09,42.0,31.0,33.0,39.0,46.0,38.0,27.0,34.0,30.0,40.0,37.11340206185567,0
2020-03-10,48.0,38.0,58.0,38.0,42.0,47.0,42.0,47.0,52.0,54.0,48.04123711340206,0
2020-03-11,72.0,76.0,70.0,66.0,82.0,66.0,77.0,68.0,77.0,74.0,75.05154639175258,0
2020-03-12,95.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,100.0,0
2020-03-13,100.0,100.0,92.0,86.0,88.0,74.0,87.0,77.0,100.0,100.0,93.19587628865979,0
