,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,0.0,30.612244897959183,17.0,23.0,0.0,0.0,25.0,0.0,48.0,58.0,0.0,0.0,44.0,27.0,27.0,21.0,24.0,0.0,27.142857142857142,22.0,30.811734457592742
2020-10-06,0.0,64.28571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,22.0,26.0,28.0,0.0,0.0,0.0,0.0,22.0,15.046551366198756
2020-10-07,32.0,64.28571428571429,17.0,46.0,35.0,37.0,26.0,56.0,73.0,59.0,56.0,59.0,22.0,27.0,55.0,0.0,24.0,0.0,54.285714285714285,66.0,63.27153100496655
2020-10-08,68.0,32.6530612244898,18.0,47.0,37.0,20.0,55.0,60.0,50.0,92.0,59.0,0.0,45.0,28.0,58.0,22.0,25.0,0.0,28.571428571428573,23.0,60.114342292275495
2020-10-09,0.0,35.714285714285715,0.0,0.0,19.0,0.0,29.0,0.0,0.0,32.0,0.0,0.0,24.0,0.0,30.0,24.0,0.0,0.0,0.0,24.0,17.03636276529488
2020-10-10,74.0,35.714285714285715,41.0,53.0,100.0,0.0,30.0,0.0,83.0,34.0,32.0,33.0,76.0,31.0,0.0,49.0,28.0,0.0,31.428571428571427,0.0,57.21266708187611
2020-10-11,100.0,0.0,18.0,24.0,18.0,39.0,0.0,61.0,51.0,0.0,30.0,62.0,23.0,0.0,87.0,0.0,50.0,0.0,0.0,23.0,45.855091905012856
2020-10-12,34.0,50.0,19.0,25.0,55.0,100.0,81.0,61.0,0.0,94.0,88.0,62.0,23.0,57.0,0.0,23.0,51.0,70.0,28.571428571428573,93.0,79.39123908079017
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,0.0,0.0,29.0,0.0,0.0,27.0,28.0,22.0,25.0,34.0,0.0,22.0,19.01499544866574
2020-10-14,33.0,64.28571428571429,36.0,47.0,37.0,19.0,78.0,29.0,74.0,61.0,29.0,59.0,22.0,56.0,0.0,0.0,0.0,67.0,54.285714285714285,22.0,61.62825979335345
2020-10-15,0.0,51.02040816326531,0.0,25.0,19.0,0.0,28.0,0.0,0.0,0.0,31.0,31.0,0.0,59.0,0.0,0.0,26.0,36.0,0.0,24.0,25.824430284737854
2020-10-16,0.0,53.06122448979592,0.0,0.0,20.0,0.0,29.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,30.0,24.0,0.0,0.0,0.0,0.0,17.22001309506699
2020-10-17,0.0,54.08163265306123,100.0,52.0,20.0,87.0,59.0,100.0,28.0,0.0,64.0,98.0,100.0,62.0,31.0,100.0,55.0,75.0,92.85714285714286,100.0,100.0
2020-10-18,36.0,34.69387755102041,0.0,0.0,20.0,0.0,28.0,0.0,0.0,32.0,32.0,0.0,0.0,29.0,31.0,0.0,26.0,0.0,30.0,0.0,23.37309762212747
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,48.97959183673469,36.0,73.0,18.0,39.0,0.0,0.0,25.0,31.0,58.0,30.0,23.0,28.0,85.0,0.0,25.0,100.0,0.0,0.0,48.5140292882352
2020-10-21,33.0,32.6530612244898,0.0,0.0,18.0,0.0,0.0,0.0,25.0,60.0,30.0,0.0,0.0,55.0,0.0,0.0,25.0,67.0,28.571428571428573,46.0,32.882990785544315
2020-10-22,34.0,33.673469387755105,19.0,0.0,18.0,20.0,0.0,0.0,26.0,32.0,0.0,62.0,0.0,57.0,87.0,23.0,51.0,35.0,28.571428571428573,23.0,42.978968044842624
2020-10-23,0.0,34.69387755102041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7148309618486404
2020-10-24,35.0,67.34693877551021,19.0,50.0,19.0,0.0,56.0,31.0,0.0,31.0,30.0,31.0,0.0,29.0,59.0,0.0,52.0,0.0,28.571428571428573,23.0,43.89242881553522
2020-10-25,32.0,31.632653061224488,18.0,23.0,0.0,0.0,0.0,0.0,24.0,30.0,56.0,0.0,0.0,27.0,28.0,22.0,0.0,32.0,54.285714285714285,0.0,29.572493971478302
2020-10-26,66.0,31.632653061224488,0.0,45.0,18.0,0.0,51.0,29.0,0.0,30.0,58.0,57.0,44.0,54.0,83.0,21.0,71.0,33.0,54.285714285714285,43.0,61.73365911304875
2020-10-27,33.0,0.0,17.0,23.0,18.0,0.0,26.0,0.0,0.0,0.0,0.0,29.0,0.0,27.0,0.0,21.0,0.0,33.0,0.0,0.0,17.76297928743672
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
