,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-07,47.0,0.0,54.94505494505494,0.0,54.0,0.0,91.0,0.0,0.0,53.0,0.0,0.0,95.0,0.0,0.0,48.0,0.0,47.0,48.0,53.0,47.42193493769787
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,0.0,0.0,56.043956043956044,0.0,56.0,0.0,49.0,0.0,0.0,0.0,0.0,51.0,50.0,0.0,0.0,0.0,49.0,0.0,51.0,0.0,29.053166253670664
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,52.0,0.0,0.0,52.0,0.0,0.0,51.0,0.0,48.0,0.0,0.0,52.0,0.0,100.0,0.0,0.0,0.0,52.0,0.0,0.0,32.66078184110972
2020-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,64.0,56.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13596239825748
2020-10-18,0.0,0.0,0.0,53.0,0.0,0.0,54.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,54.0,54.0,0.0,0.0,25.919981657686574
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,51.0,0.0,99.0,57.0,100.0,0.0,0.0,0.0,58.0,0.0,100.0,100.0,0.0,0.0,0.0,49.0,100.0,0.0,0.0,57.29680155909665
2020-10-23,51.0,51.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,57.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,25.518743551530438
2020-10-24,52.0,54.0,62.637362637362635,0.0,0.0,0.0,0.0,0.0,100.0,0.0,53.0,54.0,0.0,100.0,0.0,0.0,0.0,53.0,55.0,0.0,46.83551001331582
2020-10-25,100.0,100.0,57.142857142857146,0.0,0.0,48.0,97.0,55.0,47.0,56.0,98.0,50.0,99.0,94.0,49.0,100.0,96.0,0.0,100.0,0.0,100.0
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-28,48.0,49.0,0.0,49.0,56.0,0.0,0.0,0.0,0.0,57.0,49.0,0.0,49.0,94.0,49.0,0.0,0.0,0.0,0.0,0.0,40.12381061561389
2020-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-30,42.0,0.0,0.0,43.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,42.0,0.0,0.0,0.0,0.0,43.0,44.0,0.0,24.555772096755703
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,50.0,0.0,44.0,43.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,18.53720050441362
2020-11-02,44.0,0.0,51.64835164835165,0.0,0.0,44.0,44.0,100.0,85.0,52.0,90.0,92.0,45.0,0.0,90.0,0.0,0.0,45.0,45.0,51.0,70.50944011851956
2020-11-03,0.0,44.0,51.64835164835165,44.0,0.0,0.0,44.0,0.0,84.0,51.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,44.0,45.0,100.0,47.7993633100821
