date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0
2020-01-02,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9,0
2020-01-03,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.7,0
2020-01-04,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,0
2020-01-05,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.6,0
2020-01-06,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-07,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.5,0
2020-01-08,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-09,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.9,0
2020-01-10,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-11,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0
2020-01-12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2020-01-13,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.9,0
2020-01-14,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-15,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.3,0
2020-01-16,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-17,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-18,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.9,0
2020-01-19,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0
2020-01-20,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.8,0
2020-01-21,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.1,0
2020-01-22,9.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,9.5,0
2020-01-23,16.0,16.0,16.0,15.0,17.0,16.0,15.0,16.0,15.0,17.0,15.9,0
2020-01-24,16.0,17.0,16.0,16.0,17.0,17.0,16.0,17.0,17.0,17.0,16.6,0
2020-01-25,16.0,16.0,15.0,15.0,16.0,14.0,15.0,15.0,16.0,16.0,15.4,0
2020-01-26,16.0,15.0,15.0,15.0,14.0,15.0,14.0,15.0,15.0,15.0,14.9,0
2020-01-27,15.0,16.0,14.0,15.0,15.0,15.0,14.0,16.0,15.0,16.0,15.1,0
2020-01-28,16.0,17.0,16.0,15.0,16.0,16.0,16.0,17.0,17.0,17.0,16.3,0
2020-01-29,16.0,17.0,17.0,18.0,17.0,18.0,15.0,18.0,17.0,19.0,17.2,0
2020-01-30,23.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,24.0,22.2,0
2020-01-31,32.0,33.0,32.0,33.0,33.0,32.0,31.0,34.0,32.0,33.0,32.5,0
