,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-10-05,61.0,64.0,68.0,46.0,51.0,50.0,76.0,34.0,55.0,53.0,38.0,48.0,44.0,52.0,66.0,62.0,48.45360824742268,77.31958762886597,51.0,58.0,60.01335263293724
2020-10-06,69.0,44.0,55.0,39.0,64.0,44.0,67.0,59.0,49.0,49.0,85.0,61.0,52.0,44.0,59.0,42.0,54.63917525773196,39.175257731958766,48.0,54.0,58.65508690432108
2020-10-07,47.0,58.0,54.0,73.0,47.0,77.0,62.0,57.0,51.0,55.0,83.0,62.0,35.0,57.0,50.0,72.0,39.175257731958766,53.608247422680414,40.0,31.0,60.06833406267882
2020-10-08,42.0,56.0,72.0,40.0,50.0,38.0,16.0,21.0,44.0,21.0,43.0,63.0,36.0,35.0,55.0,44.0,45.36082474226804,52.577319587628864,66.0,39.0,47.83216077018884
2020-10-09,49.0,36.0,70.0,69.0,72.0,57.0,75.0,55.0,54.0,53.0,64.0,47.0,74.0,75.0,56.0,68.0,52.577319587628864,56.70103092783505,62.0,72.0,66.24476834864959
2020-10-10,53.0,69.0,56.0,66.0,63.0,49.0,54.0,46.0,38.0,51.0,69.0,64.0,66.0,49.0,40.0,73.0,39.175257731958766,60.824742268041234,58.0,34.0,59.7535934291581
2020-10-11,49.0,52.0,43.0,30.0,40.0,28.0,46.0,29.0,47.0,38.0,17.0,46.0,42.0,18.0,49.0,25.0,48.45360824742268,42.2680412371134,49.0,34.0,42.05181719235646
2020-10-12,98.0,95.0,78.0,75.0,82.0,85.0,100.0,61.0,45.0,100.0,62.0,79.0,44.0,65.0,78.0,88.0,53.608247422680414,61.855670103092784,55.0,50.0,79.20692092772747
2020-10-13,51.0,43.0,66.0,58.0,56.0,66.0,56.0,57.0,75.0,37.0,58.0,57.0,34.0,62.0,76.0,69.0,78.35051546391753,67.01030927835052,64.0,41.0,63.74591847039418
2020-10-14,63.0,61.0,50.0,45.0,69.0,58.0,67.0,46.0,78.0,59.0,72.0,55.0,67.0,42.0,58.0,48.0,57.7319587628866,57.7319587628866,50.0,40.0,62.227757767529525
