,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-10-05,43.0,34.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,86.0,99.0,0.0,0.0,0.0,0.0,0.0,47.0,44.0,0.0,0.0,29.561527581329564
2020-10-06,0.0,33.0,85.0,0.0,46.0,44.0,0.0,54.0,46.391752577319586,0.0,51.0,0.0,45.0,43.0,0.0,31.0,48.0,0.0,47.36842105263158,0.0,42.83138181270263
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,47.0,0.0,0.0,0.0,49.0,48.0,0.0,0.0,0.0,0.0,55.0,0.0,49.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,22.395096652522398
2020-10-09,100.0,39.0,100.0,0.0,0.0,51.0,35.0,0.0,0.0,100.0,0.0,0.0,0.0,99.0,71.0,0.0,0.0,0.0,54.73684210526316,0.0,48.50306459217351
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,49.0,0.0,0.0,44.0,100.0,100.0,34.0,0.0,51.54639175257732,0.0,0.0,37.0,0.0,48.0,34.0,35.0,0.0,49.0,0.0,100.0,50.87765772158955
2020-10-12,0.0,36.0,46.0,0.0,0.0,0.0,33.0,0.0,49.48453608247423,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,50.526315789473685,0.0,18.514089995155633
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,0.0,0.0,89.0,41.0,92.0,0.0,0.0,56.0,0.0,0.0,51.0,0.0,0.0,44.0,0.0,0.0,98.0,44.0,0.0,0.0,38.444915920163446
