date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,14.0,29.0,13.0,34.0,12.0,13.0,0.0,20.63492063492064,15.0,14.0,13.0,31.0,27.0,14.0,58.0,14.0,0.0,18.0,29.0,14.0,29.21089622412873
2020-10-06,74.0,59.0,39.0,50.0,23.0,39.0,0.0,20.63492063492064,44.0,15.0,14.0,31.0,42.0,56.0,44.0,43.0,62.0,56.0,29.0,29.0,58.755028840094994
2020-10-07,100.0,72.0,51.0,83.0,46.0,38.0,38.0,61.904761904761905,59.0,100.0,93.0,62.0,68.0,96.0,100.0,29.0,30.0,54.0,29.0,100.0,100.0
2020-10-08,15.0,47.0,69.0,53.0,37.0,41.0,41.0,66.66666666666667,62.0,30.0,29.0,17.0,29.0,30.0,61.0,0.0,33.0,39.0,0.0,45.0,56.84891667878436
2020-10-09,66.0,17.0,15.0,19.0,40.0,14.0,29.0,46.03174603174603,50.0,32.0,61.0,36.0,16.0,79.0,33.0,16.0,34.0,21.0,33.0,49.0,53.89947166884786
2020-10-10,17.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,36.0,0.0,33.0,0.0,17.0,17.0,35.0,17.0,0.0,0.0,18.0,35.0,20.535844118074746
2020-10-11,79.0,16.0,57.0,36.0,38.0,71.0,70.0,44.444444444444436,64.0,31.0,58.0,34.0,60.0,61.0,16.0,47.0,33.0,60.0,48.0,31.0,72.86365178614706
2020-10-12,31.0,16.0,14.0,18.0,12.0,0.0,28.0,22.222222222222218,16.0,16.0,15.0,17.0,30.0,0.0,31.0,0.0,33.0,20.0,0.0,15.0,25.51500169647618
2020-10-13,48.0,80.0,71.0,37.0,37.0,56.0,43.0,22.222222222222218,48.0,16.0,59.0,68.0,30.0,77.0,47.0,47.0,100.0,100.0,48.0,16.0,80.17546410741117
2020-10-14,45.0,15.0,40.0,35.0,24.0,40.0,54.0,65.07936507936508,31.0,60.0,56.0,49.0,86.0,88.0,45.0,30.0,65.0,77.0,76.0,0.0,74.89699966070476
2020-10-15,16.0,47.0,14.0,0.0,38.0,56.0,14.0,22.222222222222218,32.0,62.0,44.0,17.0,30.0,30.0,47.0,16.0,17.0,60.0,63.0,31.0,50.096941495807286
2020-10-16,33.0,50.0,45.0,38.0,79.0,29.0,44.0,69.84126984126982,100.0,65.0,61.0,54.0,31.0,63.0,65.0,16.0,70.0,84.0,33.0,82.0,84.87955019145946
2020-10-17,36.0,18.0,16.0,62.0,0.0,48.0,0.0,25.396825396825395,18.0,71.0,51.0,58.0,17.0,17.0,0.0,35.0,38.0,45.0,0.0,18.0,43.77393243177743
2020-10-18,17.0,53.0,47.0,21.0,56.0,31.0,48.0,0.0,18.0,17.0,33.0,19.0,34.0,0.0,52.0,18.0,75.0,45.0,18.0,35.0,48.62948960302458
2020-10-19,0.0,16.0,28.0,0.0,0.0,14.0,28.0,22.222222222222218,0.0,15.0,15.0,33.0,0.0,30.0,0.0,31.0,0.0,39.0,47.0,31.0,26.660123115699676
2020-10-20,15.0,16.0,28.0,72.0,37.0,14.0,41.0,44.444444444444436,62.0,15.0,43.0,17.0,89.0,30.0,31.0,15.0,64.0,39.0,62.0,46.0,59.58024332315448
2020-10-21,46.0,62.0,41.0,18.0,24.0,40.0,27.0,65.07936507936508,61.0,15.0,42.0,49.0,43.0,44.0,30.0,30.0,48.0,76.0,46.0,45.0,65.04895545538267
2020-10-22,30.0,30.0,95.0,69.0,12.0,54.0,80.0,85.71428571428571,61.0,30.0,56.0,65.0,100.0,100.0,45.0,30.0,48.0,19.0,91.0,60.0,88.61058601134216
2020-10-23,30.0,46.0,41.0,35.0,12.0,0.0,27.0,63.492063492063494,0.0,30.0,28.0,32.0,29.0,14.0,45.0,45.0,0.0,38.0,30.0,30.0,43.93388589985944
2020-10-24,17.0,34.0,0.0,39.0,27.0,30.0,15.0,23.809523809523807,52.0,34.0,16.0,55.0,0.0,50.0,51.0,84.0,53.0,0.0,17.0,0.0,45.63763268867239
2020-10-25,16.0,48.0,57.0,55.0,50.0,56.0,56.0,90.4761904761905,64.0,32.0,44.0,52.0,45.0,60.0,47.0,64.0,99.0,39.0,63.0,62.0,83.93558237603607
2020-10-26,14.0,43.0,38.0,16.0,23.0,51.0,50.0,80.95238095238095,14.0,42.0,13.0,15.0,27.0,27.0,28.0,57.0,30.0,0.0,86.0,28.0,52.137559982550535
2020-10-27,15.0,0.0,27.0,36.0,12.0,54.0,27.0,42.857142857142854,62.0,30.0,28.0,66.0,14.0,29.0,15.0,15.0,16.0,0.0,31.0,45.0,43.12200087247345
2020-10-28,31.0,0.0,28.0,0.0,50.0,14.0,28.0,22.222222222222218,0.0,16.0,29.0,0.0,30.0,30.0,0.0,31.0,49.0,39.0,31.0,16.0,33.912558770781835
2020-10-29,59.0,15.0,39.0,68.0,24.0,27.0,13.0,63.492063492063494,15.0,29.0,27.0,16.0,14.0,71.0,15.0,59.0,31.0,56.0,15.0,29.0,52.3314429741651
2020-10-30,0.0,28.0,48.0,31.0,0.0,36.0,12.0,38.095238095238095,27.0,27.0,13.0,44.0,52.0,26.0,13.0,40.0,43.0,51.0,54.0,40.0,47.56798022393485
2020-10-31,15.0,0.0,39.0,34.0,23.0,13.0,26.0,20.63492063492064,0.0,14.0,54.0,63.0,28.0,42.0,29.0,57.0,15.0,19.0,29.0,15.0,40.89113470020842
2020-11-01,43.0,29.0,13.0,67.0,23.0,39.0,13.0,80.95238095238095,44.0,43.0,27.0,63.0,14.0,28.0,43.0,100.0,31.0,73.0,0.0,29.0,61.29853133633852
2020-11-02,28.0,42.0,37.0,32.0,45.0,37.0,25.0,79.36507936507937,70.0,42.0,39.0,45.0,67.0,13.0,42.0,41.0,44.0,53.0,55.0,55.0,68.04808298192043
2020-11-03,14.0,41.0,36.0,47.0,43.0,48.0,61.0,19.047619047619047,0.0,27.0,25.0,59.0,13.0,26.0,14.0,81.0,43.0,69.0,41.0,55.0,58.1758034026465
2020-11-04,50.0,63.0,34.0,72.0,50.0,11.0,67.0,53.96825396825397,25.0,38.0,58.0,68.0,24.0,60.0,25.0,63.0,53.0,79.0,76.0,37.0,76.87339440647571
2020-11-05,79.0,66.0,24.0,76.0,85.0,12.0,47.0,38.095238095238095,80.0,40.0,37.0,100.0,76.0,76.0,53.0,65.0,55.0,100.0,40.0,79.0,93.75454413261599
2020-11-06,82.0,56.0,36.0,32.0,65.0,37.0,49.0,38.095238095238095,41.0,41.0,25.0,44.0,52.0,66.0,13.0,27.0,58.0,51.0,96.0,68.0,74.59284571760942
2020-11-07,14.0,41.0,24.0,48.0,54.0,36.0,36.0,19.047619047619047,69.0,27.0,63.0,29.0,39.0,39.0,27.0,55.0,71.0,34.0,54.0,54.0,63.59604478697107
2020-11-08,69.0,69.0,49.0,79.0,54.0,37.0,61.0,98.41269841269842,28.0,55.0,38.0,60.0,40.0,66.0,27.0,27.0,14.0,87.0,84.0,68.0,84.77049100867626
2020-11-09,54.0,55.0,37.0,16.0,22.0,37.0,49.0,39.68253968253968,14.0,27.0,38.0,30.0,39.0,39.0,14.0,41.0,43.0,53.0,42.0,27.0,54.71256846493142
2020-11-10,14.0,14.0,13.0,50.0,11.0,0.0,13.0,39.68253968253968,14.0,28.0,26.0,15.0,40.0,41.0,42.0,14.0,45.0,36.0,14.0,14.0,36.92501575299307
2020-11-11,54.0,27.0,12.0,16.0,43.0,24.0,24.0,58.73015873015873,14.0,27.0,25.0,15.0,38.0,26.0,40.0,40.0,14.0,34.0,41.0,27.0,45.78425670108089
2020-11-12,56.0,56.0,37.0,80.0,11.0,37.0,37.0,79.36507936507937,71.0,28.0,52.0,61.0,67.0,53.0,56.0,69.0,30.0,70.0,14.0,27.0,75.68222577674373
2020-11-13,42.0,85.0,100.0,81.0,33.0,62.0,38.0,20.63492063492064,14.0,42.0,52.0,90.0,67.0,54.0,42.0,28.0,59.0,71.0,14.0,14.0,77.00063011972277
2020-11-14,29.0,29.0,0.0,34.0,23.0,13.0,39.0,41.26984126984127,44.0,14.0,27.0,32.0,14.0,28.0,14.0,14.0,15.0,18.0,29.0,29.0,37.122534050700395
2020-11-15,14.0,43.0,25.0,49.0,22.0,100.0,49.0,100.0,43.0,69.0,39.0,76.0,53.0,40.0,14.0,56.0,59.0,71.0,28.0,28.0,74.66191653337209
2020-11-16,14.0,28.0,37.0,32.0,33.0,36.0,25.0,20.63492063492064,14.0,14.0,25.0,0.0,39.0,26.0,0.0,54.0,0.0,17.0,14.0,14.0,33.79138190102273
2020-11-17,14.0,29.0,25.0,65.0,45.0,12.0,13.0,0.0,57.0,28.0,26.0,75.0,40.0,54.0,70.0,14.0,29.0,88.0,14.0,42.0,56.4926566816926
2020-11-18,28.0,29.0,13.0,49.0,34.0,13.0,38.0,39.68253968253968,29.0,42.0,39.0,15.0,40.0,0.0,14.0,69.0,0.0,54.0,28.0,14.0,44.864524259609325
2020-11-19,0.0,71.0,50.0,49.0,34.0,63.0,38.0,39.68253968253968,14.0,70.0,26.0,46.0,41.0,41.0,14.0,42.0,45.0,18.0,43.0,28.0,58.98768843003249
2020-11-20,14.0,29.0,13.0,50.0,11.0,38.0,0.0,20.63492063492064,29.0,57.0,13.0,46.0,27.0,0.0,28.0,14.0,0.0,18.0,29.0,0.0,33.33333333333333
2020-11-21,15.0,0.0,52.0,34.0,35.0,13.0,39.0,41.26984126984127,59.0,14.0,27.0,16.0,28.0,57.0,72.0,43.0,46.0,18.0,44.0,15.0,51.01667393727885
2020-11-22,58.0,29.0,52.0,84.0,35.0,26.0,26.0,41.26984126984127,58.0,58.0,27.0,94.0,42.0,28.0,0.0,43.0,46.0,73.0,15.0,44.0,67.12471523435606
2020-11-23,29.0,72.0,25.0,67.0,46.0,25.0,38.0,60.317460317460316,29.0,43.0,27.0,46.0,40.0,41.0,56.0,14.0,15.0,0.0,43.0,28.0,56.822257767437364
2020-11-24,69.0,69.0,37.0,16.0,33.0,37.0,25.0,77.77777777777777,14.0,27.0,25.0,59.0,13.0,53.0,54.0,27.0,58.0,52.0,28.0,27.0,61.13251902476856
2020-11-25,26.0,40.0,24.0,46.0,0.0,24.0,35.0,19.047619047619047,27.0,40.0,12.0,14.0,13.0,0.0,52.0,26.0,14.0,33.0,0.0,13.0,34.9680093063836
2020-11-26,83.0,70.0,37.0,49.0,100.0,25.0,63.0,79.36507936507937,71.0,41.0,39.0,60.0,53.0,40.0,70.0,42.0,59.0,71.0,99.0,28.0,90.0344142310116
2020-11-27,28.0,14.0,50.0,0.0,11.0,25.0,25.0,19.047619047619047,28.0,41.0,13.0,0.0,13.0,40.0,27.0,41.0,29.0,18.0,14.0,14.0,34.35727788279773
2020-11-28,41.0,14.0,49.0,47.0,22.0,36.0,12.0,77.77777777777777,28.0,13.0,38.0,58.0,39.0,27.0,68.0,14.0,73.0,51.0,27.0,0.0,56.093984780185174
2020-11-29,29.0,14.0,25.0,17.0,34.0,13.0,13.0,20.63492063492064,14.0,0.0,27.0,31.0,27.0,0.0,29.0,28.0,0.0,0.0,28.0,14.0,27.760409093112308
2020-11-30,54.0,55.0,36.0,31.0,11.0,12.0,12.0,98.41269841269842,41.0,27.0,13.0,29.0,26.0,26.0,53.0,53.0,28.0,34.0,69.0,0.0,54.08123697348651
2020-12-01,14.0,40.0,36.0,48.0,33.0,36.0,36.0,77.77777777777777,69.0,68.0,13.0,29.0,39.0,39.0,54.0,68.0,29.0,34.0,55.0,27.0,64.49154185449082
2020-12-02,13.0,14.0,12.0,16.0,0.0,12.0,24.0,19.047619047619047,14.0,27.0,13.0,0.0,13.0,26.0,13.0,82.0,14.0,17.0,14.0,0.0,26.18874509233677
2020-12-03,85.0,100.0,63.0,49.0,22.0,63.0,100.0,80.95238095238095,57.0,42.0,39.0,61.0,54.0,41.0,56.0,0.0,30.0,89.0,85.0,56.0,89.54485967718482
2020-12-04,13.0,67.0,35.0,61.0,63.0,35.0,23.0,57.14285714285714,40.0,79.0,37.0,71.0,38.0,50.0,26.0,39.0,41.0,50.0,13.0,26.0,65.96989966555185
