date,/m/0cjf0,isPartial
2020-01-24,57,False
2020-01-25,41,False
2020-01-26,61,False
2020-01-27,50,False
2020-01-28,51,False
2020-01-29,55,False
2020-01-30,55,False
2020-01-31,44,False
2020-02-01,53,False
2020-02-02,63,False
2020-02-03,60,False
2020-02-04,47,False
2020-02-05,68,False
2020-02-06,54,False
2020-02-07,54,False
2020-02-08,39,False
2020-02-09,33,False
2020-02-10,46,False
2020-02-11,60,False
2020-02-12,31,False
2020-02-13,42,False
2020-02-14,41,False
2020-02-15,48,False
2020-02-16,57,False
2020-02-17,51,False
2020-02-18,59,False
2020-02-19,36,False
2020-02-20,51,False
2020-02-21,57,False
2020-02-22,46,False
2020-02-23,52,False
2020-02-24,38,False
2020-02-25,48,False
2020-02-26,51,False
2020-02-27,56,False
2020-02-28,43,False
2020-02-29,53,False
2020-03-01,73,False
2020-03-02,68,False
2020-03-03,62,False
2020-03-04,67,False
2020-03-05,60,False
2020-03-06,70,False
2020-03-07,73,False
2020-03-08,75,False
2020-03-09,77,False
2020-03-10,100,False
