,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-03-02,34.0,31.0,36.0,68.0,42.0,17.0,17.0,69.0,13.0,43.0,41.0,25.0,0.0,45.0,29.0,9.0,26.0,34.0,37.0,56.0,42.13166144200627
2020-03-03,42.0,31.0,21.0,34.0,42.0,34.0,42.0,26.0,19.0,42.0,32.0,25.0,33.0,27.0,58.0,55.0,41.0,34.0,36.0,24.0,43.76175548589342
2020-03-04,34.0,31.0,29.0,34.0,17.0,26.0,17.0,17.0,37.0,17.0,28.0,17.0,33.0,36.0,22.0,18.0,17.0,25.0,15.0,24.0,30.9717868338558
2020-03-05,17.0,24.0,36.0,78.0,34.0,60.0,43.0,43.0,31.0,42.0,40.0,76.0,65.0,45.0,29.0,18.0,42.0,17.0,23.0,24.0,49.341692789968654
2020-03-06,8.0,31.0,29.0,23.0,33.0,34.0,25.0,51.0,13.0,25.0,12.0,34.0,22.0,27.0,29.0,37.0,17.0,43.0,15.0,16.0,32.85266457680251
2020-03-07,10.0,9.0,25.0,38.0,10.0,29.0,10.0,10.0,28.0,19.0,37.0,9.0,25.0,42.0,41.0,21.0,19.0,20.0,17.0,45.0,29.09090909090909
2020-03-08,17.0,16.0,15.0,34.0,17.0,17.0,9.0,26.0,19.0,26.0,8.0,0.0,11.0,18.0,8.0,28.0,26.0,9.0,16.0,8.0,20.56426332288401
2020-03-09,8.0,15.0,7.0,34.0,16.0,17.0,17.0,16.0,6.0,0.0,16.0,16.0,22.0,9.0,14.0,9.0,16.0,17.0,7.0,8.0,16.927899686520377
2020-03-10,33.0,23.0,21.0,33.0,25.0,34.0,25.0,34.0,19.0,17.0,20.0,41.0,54.0,27.0,14.0,9.0,16.0,8.0,7.0,16.0,29.843260188087775
2020-03-11,41.0,15.0,35.0,54.0,24.0,48.0,16.0,25.0,30.0,16.0,46.0,48.0,42.0,35.0,41.0,26.0,33.0,48.0,29.0,38.0,43.260188087774296
2020-03-12,100.0,100.0,64.0,88.0,57.0,92.0,67.0,99.0,31.0,74.0,68.0,50.0,87.0,89.0,50.0,81.0,66.0,50.0,59.0,63.0,89.96865203761756
2020-03-13,72.0,51.0,68.0,81.0,62.0,36.0,71.0,27.0,33.0,98.0,69.0,63.0,58.0,48.0,100.0,20.0,63.0,53.0,79.0,58.0,75.86206896551724
2020-03-14,71.0,58.0,93.0,94.0,100.0,100.0,78.0,100.0,100.0,71.0,64.0,100.0,35.0,86.0,76.0,69.0,45.0,100.0,80.0,75.0,100.0
2020-03-15,66.0,31.0,57.0,98.0,58.0,84.0,100.0,50.0,74.0,100.0,100.0,84.0,87.0,54.0,72.0,90.0,100.0,57.0,60.0,71.0,93.6050156739812
2020-03-16,50.0,33.0,42.0,66.0,70.0,65.0,99.0,42.0,68.0,85.0,47.0,63.0,55.0,83.0,67.0,31.0,42.0,48.0,69.0,46.0,73.41692789968653
2020-03-17,48.0,39.0,49.0,73.0,55.0,49.0,62.0,77.0,21.0,49.0,27.0,56.0,55.0,45.0,30.0,61.0,55.0,28.0,43.0,65.0,61.88087774294671
2020-03-18,75.0,77.0,58.0,100.0,99.0,76.0,68.0,75.0,51.0,82.0,62.0,89.0,69.0,90.0,71.0,100.0,90.0,46.0,100.0,77.0,97.4921630094044
2020-03-19,31.0,43.0,39.0,51.0,31.0,15.0,54.0,8.0,40.0,23.0,34.0,47.0,50.0,58.0,52.0,34.0,31.0,23.0,27.0,37.0,45.642633228840126
2020-03-20,60.0,48.0,58.0,90.0,38.0,69.0,83.0,60.0,39.0,52.0,43.0,60.0,78.0,56.0,32.0,82.0,59.0,38.0,60.0,57.0,72.85266457680251
2020-03-21,51.0,56.0,30.0,67.0,84.0,35.0,60.0,42.0,31.0,68.0,48.0,42.0,55.0,73.0,73.0,47.0,51.0,33.0,60.0,55.0,66.52037617554859
2020-03-22,57.0,38.0,100.0,75.0,91.0,49.0,25.0,82.0,49.0,66.0,40.0,49.0,75.0,89.0,64.0,80.0,66.0,40.0,44.0,100.0,80.18808777429467
2020-03-23,0.0,31.0,11.0,27.0,20.0,14.0,14.0,34.0,25.0,27.0,33.0,34.0,54.0,36.0,12.0,45.0,27.0,41.0,30.0,38.0,34.67084639498432
2020-03-24,29.0,34.0,31.0,19.0,36.0,44.0,37.0,22.0,27.0,37.0,17.0,15.0,28.0,24.0,25.0,47.0,36.0,29.0,26.0,21.0,36.61442006269593
2020-03-25,29.0,7.0,24.0,28.0,50.0,51.0,22.0,50.0,22.0,36.0,41.0,29.0,47.0,54.0,31.0,31.0,35.0,42.0,13.0,20.0,41.504702194357364
2020-03-26,36.0,27.0,18.0,19.0,7.0,36.0,50.0,22.0,11.0,43.0,31.0,36.0,28.0,8.0,19.0,47.0,29.0,28.0,19.0,20.0,33.47962382445141
2020-03-27,69.0,45.0,47.0,73.0,41.0,64.0,55.0,84.0,62.0,63.0,57.0,48.0,27.0,67.0,31.0,76.0,48.0,69.0,25.0,65.0,69.96865203761756
2020-03-28,34.0,54.0,58.0,54.0,58.0,42.0,50.0,42.0,56.0,59.0,39.0,33.0,76.0,54.0,21.0,45.0,66.0,58.0,52.0,46.0,62.507836990595614
2020-03-29,61.0,66.0,47.0,31.0,62.0,40.0,39.0,69.0,35.0,84.0,41.0,46.0,100.0,100.0,40.0,51.0,46.0,54.0,42.0,65.0,70.15673981191223
2020-03-30,0.0,25.0,29.0,18.0,20.0,21.0,27.0,7.0,15.0,20.0,13.0,7.0,35.0,7.0,17.0,29.0,7.0,27.0,24.0,12.0,22.570532915360502
2020-03-31,34.0,38.0,6.0,0.0,27.0,28.0,47.0,21.0,15.0,21.0,30.0,21.0,45.0,22.0,29.0,45.0,27.0,35.0,6.0,13.0,31.974921630094045
2020-04-01,51.0,54.0,57.0,48.0,44.0,22.0,36.0,29.0,16.0,44.0,28.0,51.0,77.0,62.0,19.0,16.0,71.0,50.0,32.0,21.0,51.912225705329156
2020-04-02,29.0,20.0,19.0,38.0,29.0,7.0,14.0,21.0,5.0,29.0,31.0,7.0,19.0,30.0,24.0,0.0,22.0,36.0,0.0,27.0,25.51724137931035
2020-04-03,29.0,20.0,31.0,0.0,22.0,29.0,7.0,29.0,22.0,29.0,24.0,14.0,19.0,15.0,12.0,24.0,21.0,15.0,19.0,27.0,25.579937304075234
2020-04-04,17.0,16.0,15.0,23.0,26.0,17.0,17.0,17.0,13.0,17.0,41.0,17.0,22.0,18.0,15.0,9.0,34.0,17.0,8.0,24.0,24.012539184952974
2020-04-05,8.0,15.0,14.0,22.0,42.0,9.0,34.0,17.0,18.0,17.0,28.0,8.0,22.0,18.0,21.0,27.0,8.0,50.0,7.0,39.0,26.58307210031348
2020-04-06,6.0,17.0,0.0,8.0,6.0,20.0,6.0,13.0,5.0,6.0,15.0,19.0,25.0,20.0,16.0,21.0,6.0,25.0,11.0,6.0,15.736677115987462
2020-04-07,14.0,32.0,18.0,0.0,28.0,14.0,28.0,14.0,20.0,21.0,23.0,14.0,62.0,29.0,41.0,15.0,41.0,7.0,30.0,26.0,29.905956112852664
2020-04-08,14.0,13.0,12.0,19.0,21.0,22.0,29.0,7.0,11.0,14.0,17.0,14.0,0.0,15.0,18.0,8.0,14.0,35.0,13.0,0.0,18.557993730407524
2020-04-09,14.0,20.0,12.0,39.0,52.0,37.0,36.0,22.0,11.0,37.0,17.0,37.0,28.0,31.0,19.0,55.0,29.0,29.0,26.0,13.0,35.36050156739812
2020-04-10,22.0,7.0,19.0,48.0,15.0,15.0,15.0,29.0,22.0,22.0,18.0,14.0,47.0,15.0,13.0,16.0,22.0,7.0,26.0,21.0,25.893416927899686
2020-04-11,16.0,8.0,7.0,0.0,17.0,0.0,8.0,8.0,12.0,16.0,12.0,8.0,11.0,18.0,7.0,9.0,8.0,8.0,14.0,15.0,12.664576802507836
2020-04-12,0.0,8.0,0.0,22.0,16.0,8.0,0.0,17.0,6.0,0.0,8.0,17.0,11.0,0.0,0.0,18.0,0.0,0.0,7.0,16.0,9.655172413793103
2020-04-13,15.0,14.0,33.0,30.0,31.0,15.0,23.0,8.0,17.0,0.0,26.0,0.0,20.0,25.0,27.0,25.0,15.0,38.0,14.0,21.0,24.890282131661444
2020-04-14,21.0,13.0,17.0,9.0,14.0,21.0,20.0,14.0,20.0,7.0,13.0,14.0,18.0,22.0,18.0,22.0,14.0,20.0,6.0,13.0,19.811912225705328
2020-04-15,15.0,13.0,25.0,19.0,7.0,7.0,7.0,0.0,21.0,22.0,10.0,7.0,19.0,23.0,13.0,24.0,22.0,22.0,6.0,7.0,18.11912225705329
2020-04-16,7.0,13.0,12.0,10.0,22.0,0.0,7.0,0.0,11.0,15.0,7.0,0.0,9.0,8.0,19.0,8.0,14.0,7.0,20.0,13.0,12.664576802507836
2020-04-17,7.0,0.0,0.0,28.0,22.0,7.0,14.0,22.0,0.0,14.0,20.0,21.0,0.0,15.0,12.0,0.0,14.0,21.0,6.0,14.0,14.858934169278998
2020-04-18,8.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,4.827586206896552
2020-04-19,15.0,7.0,13.0,40.0,23.0,8.0,23.0,22.0,11.0,15.0,25.0,15.0,30.0,33.0,26.0,8.0,22.0,15.0,14.0,14.0,23.761755485893417
