,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,48.0,64.0,27.0,12.0,33.0,32.0,29.0,33.0,27.0,23.0,11.0,33.0,29.0,43.0,40.0,49.0,65.0,43.0,69.0,50.0,52.41379310344828
2020-10-06,10.0,22.0,37.0,96.0,56.0,33.0,40.0,57.0,37.0,24.0,32.0,22.0,29.0,27.0,40.0,51.0,66.0,45.0,40.0,31.0,54.827586206896555
2020-10-07,20.0,33.0,37.0,12.0,34.0,11.0,39.0,45.0,18.0,24.0,11.0,45.0,10.0,27.0,10.0,30.0,55.0,11.0,31.0,10.0,35.37931034482759
2020-10-08,10.0,76.0,0.0,49.0,22.0,32.0,50.0,45.0,18.0,24.0,43.0,33.0,29.0,27.0,41.0,30.0,44.0,34.0,20.0,20.0,44.62068965517241
2020-10-09,54.0,97.0,82.0,94.0,100.0,36.0,33.0,50.0,31.0,40.0,48.0,75.0,22.0,69.0,45.0,45.0,61.0,62.0,67.0,23.0,78.20689655172414
2020-10-10,24.0,26.0,23.0,30.0,27.0,39.0,24.0,0.0,11.0,29.0,26.0,0.0,36.0,0.0,25.0,12.0,27.0,14.0,25.0,0.0,27.44827586206896
2020-10-11,34.0,25.0,42.0,42.0,26.0,12.0,11.0,39.0,53.0,56.0,63.0,39.0,68.0,21.0,23.0,46.0,50.0,90.0,47.0,24.0,55.93103448275861
2020-10-12,10.0,46.0,10.0,51.0,24.0,34.0,62.0,36.0,38.0,63.0,34.0,35.0,31.0,28.0,43.0,42.0,12.0,23.0,53.0,22.0,48.06896551724138
2020-10-13,31.0,47.0,49.0,26.0,59.0,11.0,52.0,36.0,48.0,50.0,57.0,59.0,62.0,75.0,11.0,74.0,58.0,35.0,75.0,64.0,67.51724137931035
2020-10-14,20.0,34.0,29.0,51.0,35.0,11.0,21.0,35.0,19.0,75.0,45.0,47.0,31.0,28.0,63.0,32.0,46.0,70.0,42.0,32.0,52.82758620689655
2020-10-15,64.0,47.0,30.0,66.0,24.0,36.0,43.0,37.0,10.0,0.0,59.0,60.0,43.0,48.0,33.0,44.0,71.0,48.0,33.0,44.0,57.93103448275862
2020-10-16,21.0,24.0,30.0,26.0,61.0,35.0,65.0,50.0,50.0,52.0,82.0,36.0,54.0,39.0,33.0,33.0,48.0,49.0,22.0,56.0,59.724137931034484
2020-10-17,48.0,67.0,0.0,58.0,27.0,26.0,36.0,55.0,45.0,43.0,65.0,40.0,12.0,32.0,49.0,36.0,53.0,27.0,25.0,12.0,52.137931034482754
2020-10-18,0.0,13.0,22.0,29.0,27.0,26.0,12.0,14.0,33.0,29.0,13.0,0.0,48.0,11.0,12.0,36.0,39.0,27.0,0.0,24.0,28.620689655172413
2020-10-19,11.0,12.0,30.0,26.0,12.0,0.0,21.0,12.0,30.0,26.0,23.0,0.0,42.0,10.0,33.0,11.0,24.0,0.0,0.0,33.0,24.551724137931036
2020-10-20,21.0,11.0,19.0,38.0,58.0,79.0,51.0,23.0,19.0,50.0,34.0,35.0,51.0,46.0,21.0,32.0,46.0,47.0,21.0,42.0,51.31034482758621
2020-10-21,81.0,68.0,58.0,37.0,23.0,45.0,30.0,59.0,47.0,61.0,100.0,70.0,41.0,37.0,63.0,42.0,34.0,46.0,73.0,32.0,72.20689655172414
2020-10-22,52.0,59.0,30.0,91.0,60.0,58.0,53.0,24.0,49.0,51.0,69.0,48.0,32.0,67.0,54.0,22.0,35.0,0.0,54.0,33.0,64.89655172413794
