date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,2.0,0.0,5.0,3.0,5.0,2.0,0.0,4.0,1.0,2.413431269674711,0
2020-01-02,2.0,2.0,3.0,3.0,6.0,4.0,2.0,3.0,2.0,1.0,2.938090241343127,0
2020-01-03,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,1.888772298006296,0
2020-01-04,3.0,2.0,5.0,5.0,5.0,4.0,4.0,1.0,6.0,2.0,3.882476390346275,0
2020-01-05,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.944386149003148,0
2020-01-06,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,2.5183630640083945,0
2020-01-07,4.0,4.0,2.0,3.0,1.0,5.0,2.0,5.0,5.0,4.0,3.672612801678909,0
2020-01-08,4.0,3.0,1.0,0.0,4.0,2.0,1.0,1.0,1.0,3.0,2.0986358866736623,0
2020-01-09,3.0,4.0,4.0,6.0,3.0,4.0,5.0,4.0,5.0,5.0,4.512067156348373,0
2020-01-10,2.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,5.0,2.938090241343127,0
2020-01-11,4.0,3.0,1.0,5.0,2.0,5.0,4.0,3.0,4.0,2.0,3.4627492130115427,0
2020-01-12,5.0,2.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,3.0,3.777544596012592,0
2020-01-13,1.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,1.9937040923399791,0
2020-01-14,3.0,2.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,2.5183630640083945,0
2020-01-15,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.3641133263378804,0
2020-01-16,2.0,4.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,9.0,4.302203567681007,0
2020-01-17,3.0,3.0,3.0,4.0,2.0,3.0,5.0,6.0,2.0,4.0,3.672612801678909,0
2020-01-18,4.0,3.0,4.0,9.0,2.0,3.0,3.0,3.0,2.0,5.0,3.9874081846799583,0
2020-01-19,5.0,1.0,6.0,8.0,3.0,8.0,2.0,3.0,7.0,2.0,4.72193074501574,0
2020-01-20,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,7.0,3.0,3.5676810073452256,0
2020-01-21,6.0,5.0,3.0,2.0,5.0,3.0,3.0,5.0,6.0,4.0,4.4071353620146905,0
2020-01-22,5.0,4.0,3.0,10.0,5.0,4.0,4.0,5.0,6.0,6.0,5.456453305351522,0
2020-01-23,13.0,19.0,14.0,14.0,16.0,12.0,13.0,14.0,18.0,13.0,15.320041972717734,0
2020-01-24,14.0,12.0,18.0,14.0,22.0,8.0,17.0,18.0,17.0,16.0,16.369359916054567,0
2020-01-25,28.0,31.0,26.0,22.0,28.0,25.0,24.0,30.0,31.0,21.0,27.911857292759706,0
2020-01-26,15.0,27.0,19.0,18.0,27.0,24.0,21.0,22.0,18.0,28.0,22.9800629590766,0
2020-01-27,18.0,19.0,19.0,23.0,21.0,13.0,23.0,18.0,15.0,21.0,19.937040923399792,0
2020-01-28,19.0,26.0,12.0,26.0,26.0,14.0,17.0,16.0,22.0,28.0,21.61594963273872,0
2020-01-29,17.0,16.0,13.0,16.0,18.0,17.0,18.0,19.0,16.0,16.0,17.418677859391398,0
2020-01-30,18.0,17.0,22.0,26.0,28.0,21.0,24.0,29.0,22.0,26.0,24.449108079748164,0
2020-01-31,32.0,29.0,32.0,30.0,39.0,29.0,28.0,26.0,36.0,37.0,33.36831059811123,0
2020-02-01,21.0,22.0,25.0,19.0,14.0,20.0,21.0,12.0,21.0,23.0,20.776495278069255,0
2020-02-02,16.0,28.0,18.0,23.0,23.0,22.0,25.0,25.0,24.0,29.0,24.449108079748164,0
2020-02-03,13.0,20.0,18.0,19.0,20.0,13.0,16.0,24.0,16.0,21.0,18.88772298006296,0
2020-02-04,10.0,19.0,14.0,15.0,13.0,15.0,16.0,9.0,14.0,14.0,14.585519412381952,0
2020-02-05,20.0,13.0,15.0,12.0,13.0,17.0,17.0,11.0,13.0,15.0,15.320041972717734,0
2020-02-06,7.0,13.0,9.0,15.0,12.0,13.0,15.0,15.0,12.0,9.0,12.591815320041974,0
2020-02-07,13.0,13.0,15.0,18.0,16.0,14.0,16.0,19.0,18.0,15.0,16.474291710388247,0
2020-02-08,10.0,15.0,15.0,19.0,11.0,15.0,16.0,16.0,10.0,20.0,15.424973767051418,0
2020-02-09,13.0,20.0,12.0,17.0,19.0,11.0,15.0,16.0,16.0,19.0,16.57922350472193,0
2020-02-10,5.0,11.0,8.0,14.0,12.0,13.0,13.0,7.0,12.0,9.0,10.912906610703043,0
