,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-10-05,75.0,58.0,100.0,77.0,88.0,100.0,24.0,77.0,49.0,83.0,85.0,63.0,73.0,88.0,85.0,52.0,79.0,88.0,65.0,63.0,86.89492325855961
2020-10-06,47.0,44.0,93.0,46.0,75.0,35.0,70.0,60.0,51.0,58.0,89.0,43.0,31.0,79.0,52.0,88.0,75.0,51.0,52.0,55.0,70.4840613931523
2020-10-07,26.0,64.0,27.0,23.0,39.0,25.0,44.0,9.0,32.0,33.0,23.0,32.0,27.0,70.0,51.0,35.0,32.0,25.0,25.0,10.0,38.488783943329395
2020-10-08,81.0,69.0,50.0,53.0,77.0,73.0,41.0,78.0,48.0,60.0,62.0,62.0,65.0,55.0,81.0,46.0,68.0,63.0,53.0,58.0,73.37662337662337
2020-10-09,96.0,72.0,64.0,76.0,70.0,76.0,71.0,41.0,52.0,70.0,45.0,88.0,59.0,100.0,40.0,43.0,100.0,66.0,78.0,84.0,82.11334120425029
2020-10-10,42.0,44.0,43.0,31.0,46.0,46.0,46.0,49.0,37.0,66.0,54.0,49.0,46.0,59.0,71.0,25.0,67.0,41.0,42.0,35.0,55.43093270365998
2020-10-11,60.0,62.0,73.0,44.0,66.0,52.0,80.0,40.0,68.0,67.0,68.0,51.0,43.0,41.0,60.0,18.0,74.0,43.0,48.0,48.0,65.2892561983471
2020-10-12,49.0,34.0,46.0,24.0,55.0,42.0,49.0,50.0,24.0,43.0,62.0,62.0,37.0,55.0,70.0,37.0,63.0,49.0,49.0,27.0,54.72255017709563
2020-10-13,78.0,100.0,75.0,64.0,73.0,84.0,60.0,40.0,63.0,61.0,51.0,80.0,71.0,69.0,76.0,52.0,92.0,55.0,66.0,49.0,80.22432113341203
2020-10-14,60.0,57.0,49.0,43.0,47.0,41.0,57.0,48.0,29.0,77.0,56.0,79.0,60.0,68.0,74.0,32.0,44.0,52.0,53.0,58.0,63.99055489964581
2020-10-15,59.0,80.0,51.0,44.0,47.0,42.0,69.0,54.0,39.0,84.0,75.0,50.0,56.0,55.0,54.0,47.0,79.0,43.0,33.0,42.0,65.11216056670602
2020-10-16,34.0,53.0,64.0,35.0,62.0,38.0,55.0,41.0,44.0,44.0,32.0,41.0,57.0,43.0,50.0,53.0,46.0,38.0,39.0,33.0,53.246753246753244
2020-10-17,53.0,57.0,80.0,32.0,46.0,34.0,46.0,22.0,42.0,33.0,41.0,42.0,15.0,30.0,24.0,31.0,37.0,29.0,47.0,29.0,45.45454545454545
2020-10-18,52.0,37.0,60.0,41.0,76.0,61.0,58.0,53.0,62.0,58.0,86.0,60.0,70.0,66.0,35.0,30.0,49.0,63.0,47.0,45.0,65.46635182998818
2020-10-19,17.0,42.0,41.0,35.0,25.0,32.0,27.0,40.0,39.0,56.0,58.0,58.0,19.0,49.0,45.0,42.0,52.0,33.0,45.0,44.0,47.16646989374262
2020-10-20,54.0,100.0,74.0,74.0,92.0,69.0,48.0,97.0,88.0,96.0,100.0,62.0,100.0,98.0,100.0,81.0,75.0,100.0,100.0,86.0,100.0
2020-10-21,55.0,58.0,61.0,34.0,85.0,42.0,75.0,55.0,45.0,72.0,94.0,91.0,43.0,68.0,65.0,47.0,84.0,27.0,60.0,47.0,71.31050767414403
2020-10-22,43.0,69.0,56.0,33.0,65.0,47.0,66.0,49.0,40.0,24.0,73.0,50.0,23.0,34.0,54.0,51.0,56.0,64.0,71.0,64.0,60.920897284533645
2020-10-23,67.0,69.0,51.0,39.0,48.0,68.0,63.0,65.0,40.0,53.0,44.0,57.0,56.0,55.0,61.0,71.0,51.0,53.0,65.0,49.0,66.41086186540731
2020-10-24,28.0,49.0,42.0,46.0,45.0,33.0,83.0,56.0,46.0,50.0,77.0,84.0,39.0,50.0,58.0,29.0,76.0,62.0,40.0,61.0,62.21959858323495
2020-10-25,66.0,45.0,67.0,61.0,76.0,76.0,42.0,44.0,61.0,70.0,78.0,100.0,65.0,81.0,74.0,77.0,43.0,73.0,74.0,88.0,80.34238488783943
2020-10-26,52.0,61.0,59.0,78.0,46.0,75.0,70.0,57.0,61.0,58.0,60.0,38.0,22.0,65.0,42.0,72.0,98.0,56.0,62.0,80.0,71.54663518299881
2020-10-27,42.0,72.0,82.0,94.0,94.0,76.0,100.0,48.0,100.0,100.0,91.0,50.0,73.0,94.0,57.0,100.0,82.0,78.0,90.0,71.0,94.09681227863045
2020-10-28,37.0,34.0,22.0,38.0,23.0,56.0,82.0,19.0,23.0,41.0,48.0,34.0,46.0,33.0,42.0,27.0,38.0,36.0,32.0,10.0,42.56198347107437
2020-10-29,46.0,43.0,42.0,36.0,45.0,64.0,59.0,55.0,36.0,51.0,81.0,59.0,40.0,65.0,62.0,48.0,51.0,40.0,67.0,65.0,62.27863046044864
2020-10-30,27.0,53.0,33.0,29.0,41.0,18.0,44.0,30.0,21.0,30.0,37.0,19.0,31.0,35.0,23.0,32.0,24.0,23.0,46.0,22.0,36.481700118063756
2020-10-31,49.0,95.0,91.0,66.0,93.0,52.0,92.0,100.0,53.0,99.0,80.0,62.0,73.0,62.0,64.0,59.0,61.0,92.0,74.0,79.0,88.31168831168831
2020-11-01,33.0,55.0,77.0,62.0,61.0,54.0,81.0,51.0,47.0,77.0,49.0,44.0,45.0,23.0,28.0,49.0,48.0,69.0,60.0,51.0,62.8099173553719
2020-11-02,48.0,36.0,50.0,38.0,44.0,42.0,72.0,62.0,43.0,70.0,67.0,56.0,29.0,49.0,48.0,38.0,40.0,43.0,48.0,29.0,56.19834710743802
