,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-11-18,78.0,37.0,76.0,34.0,35.869565217391305,74.15730337078652,62.0,35.0,64.0,59.0,23.0,79.1044776119403,56.0,34.0,61.0,51.25,41.0,16.0,12.0,40.0,63.73024013508883
2020-11-19,38.0,44.0,42.0,25.0,61.95652173913044,43.82022471910113,53.0,48.0,40.0,33.0,45.0,38.80597014925373,94.0,22.0,24.0,16.25,71.0,55.0,23.0,8.0,54.348958235644886
2020-11-20,40.0,47.0,64.0,70.0,55.43478260869565,31.46067415730337,46.0,50.0,33.0,35.0,40.0,52.23880597014925,41.0,52.0,57.0,53.75,42.0,57.0,24.0,33.0,60.80183819343901
2020-11-21,43.0,25.0,52.0,47.0,29.347826086956523,41.57303370786517,29.0,38.0,18.0,56.0,77.0,55.223880597014926,53.0,6.0,14.0,46.25,36.0,26.0,26.0,53.0,50.766335222195615
2020-11-22,49.0,39.0,35.0,36.0,18.47826086956522,70.78651685393258,75.0,59.0,51.0,36.0,24.0,41.791044776119406,51.0,30.0,26.0,45.0,69.0,42.0,25.0,43.0,56.99608501843913
2020-11-23,68.0,29.0,74.0,25.0,53.26086956521739,43.82022471910113,78.0,41.0,39.0,25.0,38.0,38.80597014925373,62.0,22.0,30.0,66.25,56.0,23.0,40.0,63.0,60.226175464577224
2020-11-24,38.0,22.0,70.0,16.0,60.869565217391305,50.561797752808985,69.0,41.0,48.0,58.0,38.0,49.25373134328358,23.0,33.0,61.0,58.75,55.0,54.0,41.0,39.0,60.90390012309151
2020-11-25,38.0,0.0,14.0,17.0,17.391304347826086,29.213483146067414,26.0,7.0,32.0,0.0,45.0,19.402985074626866,31.0,17.0,24.0,8.75,24.0,31.0,17.0,8.0,26.703364727067697
2020-11-26,31.0,15.0,47.0,42.0,8.695652173913043,14.606741573033707,35.0,35.0,32.0,59.0,31.0,38.80597014925373,24.0,28.0,6.0,58.75,32.0,23.0,23.0,8.0,38.95084906898948
2020-11-27,53.0,29.0,46.0,49.0,52.17391304347826,37.07865168539326,26.0,41.0,39.0,16.0,30.0,49.25373134328358,31.0,17.0,18.0,42.5,32.0,54.0,12.0,31.0,46.3972387755423
