,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-04-01,43.0,33.0,53.0,24.0,76.0,57.0,43.0,10.0,27.0,39.0,31.0,37.0,37.0,57.0,29.0,51.0,25.0,9.0,55.0,38.0,47.16636197440586
2020-04-02,31.0,10.0,42.0,15.0,37.0,24.0,42.0,30.0,35.0,30.0,20.0,35.0,46.0,37.0,37.0,39.0,32.0,17.0,44.0,66.0,40.76782449725778
2020-04-03,32.0,11.0,33.0,16.0,48.0,8.0,43.0,41.0,46.0,16.0,52.0,54.0,10.0,38.0,19.0,61.0,25.0,27.0,37.0,29.0,39.36624009750152
2020-04-04,25.0,13.0,25.0,18.0,23.0,0.0,0.0,24.0,32.0,0.0,24.0,11.0,44.0,11.0,33.0,12.0,10.0,10.0,11.0,11.0,20.536258379037175
2020-04-05,38.0,13.0,38.0,0.0,34.0,10.0,20.0,25.0,0.0,28.0,37.0,11.0,23.0,11.0,35.0,25.0,29.0,32.0,21.0,34.0,28.275441803778186
2020-04-06,0.0,20.0,49.0,21.0,17.0,23.0,32.0,38.0,16.0,14.0,28.0,25.0,18.0,0.0,17.0,9.0,7.0,8.0,25.0,9.0,22.91285801340646
2020-04-07,21.0,21.0,10.0,23.0,28.0,16.0,0.0,10.0,17.0,22.0,20.0,9.0,0.0,19.0,9.0,29.0,31.0,17.0,9.0,9.0,19.500304692260816
2020-04-08,21.0,22.0,11.0,24.0,19.0,17.0,52.0,42.0,18.0,16.0,21.0,37.0,29.0,39.0,10.0,31.0,8.0,18.0,27.0,40.0,30.591102985984158
2020-04-09,32.0,11.0,11.0,8.0,10.0,8.0,27.0,21.0,9.0,8.0,10.0,0.0,10.0,38.0,20.0,0.0,33.0,27.0,9.0,30.0,19.62218159658745
2020-04-10,22.0,34.0,34.0,8.0,20.0,26.0,18.0,11.0,28.0,8.0,11.0,9.0,10.0,40.0,30.0,43.0,9.0,19.0,0.0,40.0,25.59414990859232
2020-04-11,0.0,12.0,24.0,9.0,11.0,19.0,30.0,12.0,11.0,9.0,24.0,21.0,11.0,22.0,0.0,0.0,19.0,21.0,21.0,11.0,17.48933577087142
2020-04-12,12.0,0.0,0.0,0.0,11.0,19.0,10.0,0.0,20.0,18.0,12.0,21.0,22.0,11.0,22.0,23.0,19.0,20.0,0.0,11.0,15.295551492992079
2020-04-13,11.0,11.0,33.0,8.0,10.0,9.0,0.0,0.0,10.0,16.0,32.0,28.0,10.0,10.0,40.0,0.0,26.0,19.0,9.0,0.0,17.184643510054844
2020-04-14,11.0,22.0,11.0,8.0,10.0,0.0,9.0,32.0,28.0,16.0,21.0,0.0,0.0,0.0,10.0,21.0,8.0,18.0,19.0,20.0,16.087751371115175
2020-04-15,23.0,12.0,34.0,41.0,61.0,44.0,9.0,65.0,29.0,24.0,21.0,47.0,41.0,31.0,30.0,32.0,35.0,9.0,29.0,52.0,40.76782449725778
2020-04-16,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,10.0,8.0,0.0,19.0,10.0,10.0,0.0,0.0,0.0,19.0,10.0,0.0,6.642291285801341
2020-04-17,23.0,46.0,45.0,0.0,10.0,26.0,18.0,33.0,29.0,24.0,0.0,0.0,29.0,30.0,40.0,21.0,26.0,46.0,29.0,20.0,30.16453382084095
2020-04-18,11.0,24.0,0.0,17.0,10.0,18.0,18.0,11.0,29.0,0.0,11.0,10.0,20.0,10.0,10.0,0.0,9.0,10.0,0.0,10.0,13.893967093235831
2020-04-19,0.0,12.0,12.0,18.0,22.0,10.0,10.0,35.0,21.0,18.0,12.0,10.0,0.0,21.0,33.0,0.0,9.0,41.0,10.0,11.0,18.586227909811093
