,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-10-05,0.0,0.0,27.0,35.0,29.0,41.0,17.0,21.0,41.0,62.0,22.0,45.0,24.0,13.0,15.0,25.0,22.0,21.0,23.0,52.0,32.055122828040744
2020-10-06,0.0,0.0,55.0,36.0,30.0,0.0,0.0,0.0,22.0,22.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,22.0,0.0,0.0,12.043139604553627
2020-10-07,27.0,0.0,27.0,0.0,29.0,21.0,0.0,21.0,21.0,21.0,23.0,45.0,24.0,13.0,0.0,50.0,0.0,32.0,46.0,0.0,23.966446974236067
2020-10-08,28.0,0.0,0.0,37.0,62.0,68.0,37.0,45.0,22.0,23.0,48.0,48.0,25.0,14.0,49.0,53.0,24.0,45.0,24.0,28.0,40.74295985620132
2020-10-09,59.0,34.0,29.0,39.0,67.0,47.0,20.0,48.0,0.0,24.0,25.0,25.0,27.0,30.0,51.0,28.0,25.0,47.0,25.0,30.0,40.74295985620132
2020-10-10,0.0,35.0,0.0,20.0,0.0,25.0,20.0,0.0,0.0,50.0,26.0,26.0,29.0,0.0,0.0,30.0,26.0,25.0,0.0,61.0,22.34871180347513
2020-10-11,0.0,32.0,0.0,19.0,63.0,0.0,37.0,23.0,0.0,0.0,48.0,0.0,26.0,14.0,0.0,0.0,0.0,23.0,48.0,0.0,19.952067106051526
2020-10-12,57.0,64.0,29.0,19.0,64.0,45.0,19.0,23.0,67.0,23.0,24.0,24.0,39.0,29.0,0.0,81.0,24.0,34.0,49.0,57.0,46.195326542840014
2020-10-13,58.0,33.0,29.0,19.0,0.0,23.0,0.0,46.0,45.0,46.0,50.0,49.0,78.0,43.0,16.0,55.0,24.0,47.0,100.0,58.0,49.071300179748356
2020-10-14,0.0,32.0,0.0,19.0,31.0,0.0,0.0,22.0,22.0,0.0,0.0,24.0,51.0,0.0,0.0,0.0,23.0,22.0,24.0,28.0,17.855002995805872
2020-10-15,28.0,64.0,57.0,19.0,31.0,23.0,18.0,23.0,68.0,68.0,24.0,48.0,39.0,43.0,0.0,27.0,24.0,46.0,0.0,56.0,42.300778909526656
2020-10-16,30.0,0.0,0.0,39.0,32.0,23.0,38.0,24.0,45.0,48.0,50.0,0.0,80.0,15.0,0.0,42.0,25.0,72.0,25.0,30.0,37.028160575194725
2020-10-17,31.0,71.0,62.0,21.0,35.0,25.0,21.0,51.0,24.0,25.0,27.0,26.0,28.0,0.0,0.0,30.0,26.0,25.0,0.0,31.0,33.49310964649491
2020-10-18,30.0,0.0,30.0,59.0,33.0,0.0,0.0,25.0,24.0,49.0,52.0,51.0,55.0,15.0,18.0,29.0,51.0,25.0,27.0,30.0,36.12941881366088
2020-10-19,29.0,100.0,59.0,38.0,98.0,70.0,38.0,47.0,0.0,23.0,100.0,49.0,0.0,15.0,51.0,54.0,74.0,24.0,51.0,0.0,55.12282804074296
2020-10-20,28.0,0.0,29.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,48.0,53.0,14.0,17.0,28.0,0.0,47.0,25.0,29.0,20.49131216297184
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1.6177351707609346
2020-10-22,0.0,0.0,28.0,0.0,0.0,0.0,18.0,23.0,23.0,0.0,0.0,0.0,26.0,0.0,0.0,27.0,0.0,23.0,25.0,0.0,11.563810665068903
2020-10-23,0.0,32.0,57.0,0.0,0.0,23.0,0.0,0.0,23.0,22.0,25.0,24.0,26.0,28.0,17.0,0.0,24.0,23.0,49.0,0.0,22.34871180347513
2020-10-24,59.0,0.0,30.0,20.0,100.0,48.0,0.0,24.0,70.0,24.0,0.0,26.0,54.0,30.0,17.0,28.0,0.0,36.0,0.0,30.0,35.710005991611744
2020-10-25,0.0,0.0,28.0,18.0,30.0,22.0,0.0,45.0,44.0,22.0,23.0,47.0,38.0,0.0,0.0,52.0,23.0,34.0,0.0,0.0,25.524266027561413
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,25.0,0.0,22.0,0.0,0.0,5.811863391252246
2020-10-27,28.0,0.0,28.0,37.0,31.0,22.0,36.0,0.0,22.0,0.0,0.0,24.0,25.0,28.0,0.0,53.0,0.0,33.0,24.0,0.0,23.427201917315756
2020-10-28,83.0,63.0,55.0,18.0,0.0,44.0,0.0,45.0,43.0,22.0,23.0,48.0,63.0,28.0,16.0,39.0,46.0,22.0,48.0,55.0,45.596165368484115
2020-10-29,53.0,60.0,26.0,35.0,89.0,0.0,35.0,0.0,21.0,21.0,22.0,0.0,24.0,40.0,0.0,25.0,44.0,85.0,0.0,0.0,34.7513481126423
2020-10-30,0.0,27.0,0.0,0.0,0.0,0.0,16.0,20.0,0.0,0.0,0.0,0.0,22.0,12.0,14.0,0.0,0.0,19.0,21.0,0.0,9.047333732774115
2020-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,42.0,0.0,0.0,8.508088675853804
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,46.0,0.0,20.0,0.0,0.0,5.3325344517675255
2020-11-02,51.0,58.0,25.0,33.0,0.0,40.0,17.0,21.0,0.0,40.0,22.0,22.0,35.0,25.0,15.0,73.0,0.0,20.0,43.0,76.0,36.90832834032354
2020-11-03,75.0,28.0,50.0,32.0,55.0,60.0,49.0,20.0,0.0,40.0,22.0,21.0,23.0,50.0,43.0,71.0,63.0,40.0,64.0,74.0,52.72618334331935
2020-11-04,23.0,0.0,23.0,0.0,0.0,18.0,15.0,0.0,18.0,18.0,0.0,39.0,21.0,0.0,13.0,65.0,0.0,18.0,20.0,23.0,18.813660874775312
2020-11-05,0.0,53.0,23.0,15.0,52.0,18.0,0.0,19.0,36.0,0.0,40.0,40.0,43.0,23.0,13.0,67.0,20.0,57.0,20.0,23.0,33.672857998801675
2020-11-06,49.0,0.0,0.0,16.0,27.0,0.0,31.0,19.0,19.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.904733373277411
2020-11-07,24.0,0.0,24.0,32.0,0.0,19.0,16.0,0.0,39.0,40.0,21.0,21.0,22.0,12.0,14.0,45.0,41.0,19.0,43.0,24.0,27.321749550629118
2020-11-08,25.0,56.0,48.0,32.0,55.0,40.0,16.0,59.0,77.0,78.0,83.0,62.0,44.0,12.0,71.0,47.0,0.0,70.0,21.0,97.0,59.49670461354104
2020-11-09,49.0,55.0,25.0,16.0,54.0,38.0,32.0,20.0,38.0,58.0,42.0,20.0,22.0,36.0,14.0,23.0,60.0,59.0,21.0,24.0,42.300778909526656
2020-11-10,0.0,0.0,0.0,17.0,29.0,20.0,50.0,41.0,60.0,41.0,22.0,64.0,35.0,26.0,30.0,48.0,43.0,31.0,22.0,25.0,36.18933493109646
2020-11-11,0.0,53.0,24.0,31.0,0.0,0.0,31.0,0.0,19.0,19.0,20.0,0.0,63.0,24.0,13.0,22.0,0.0,29.0,0.0,23.0,22.228879568603954
2020-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-13,25.0,0.0,0.0,16.0,27.0,0.0,0.0,41.0,20.0,20.0,21.0,43.0,69.0,12.0,15.0,47.0,21.0,20.0,22.0,50.0,28.10065907729179
2020-11-14,51.0,0.0,25.0,16.0,28.0,40.0,16.0,0.0,20.0,40.0,21.0,0.0,35.0,13.0,0.0,71.0,21.0,20.0,44.0,25.0,29.119233073696822
2020-11-15,25.0,0.0,24.0,49.0,27.0,0.0,48.0,0.0,39.0,0.0,63.0,21.0,46.0,12.0,14.0,0.0,0.0,39.0,63.0,24.0,29.598562013181546
2020-11-16,25.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,23.0,0.0,19.0,0.0,0.0,7.549430796884361
2020-11-17,50.0,56.0,48.0,32.0,27.0,60.0,16.0,40.0,19.0,20.0,21.0,0.0,22.0,12.0,28.0,35.0,42.0,30.0,0.0,24.0,34.87118034751348
2020-11-18,26.0,29.0,25.0,17.0,0.0,0.0,0.0,21.0,0.0,20.0,22.0,21.0,23.0,0.0,14.0,35.0,0.0,40.0,44.0,25.0,21.689634511683646
2020-11-19,0.0,56.0,74.0,32.0,54.0,38.0,0.0,20.0,39.0,39.0,21.0,42.0,46.0,12.0,14.0,23.0,61.0,20.0,21.0,49.0,39.604553624925096
2020-11-20,0.0,0.0,51.0,17.0,28.0,20.0,0.0,0.0,20.0,21.0,0.0,43.0,0.0,0.0,14.0,48.0,0.0,31.0,0.0,25.0,19.053325344517674
2020-11-21,25.0,29.0,100.0,33.0,56.0,40.0,33.0,41.0,40.0,40.0,21.0,43.0,46.0,13.0,28.0,24.0,42.0,20.0,21.0,25.0,43.13960455362492
2020-11-22,24.0,28.0,0.0,0.0,27.0,0.0,16.0,0.0,0.0,20.0,21.0,0.0,67.0,0.0,0.0,58.0,0.0,39.0,0.0,0.0,17.97483523067705
2020-11-23,75.0,56.0,49.0,33.0,55.0,20.0,64.0,20.0,57.0,20.0,21.0,42.0,34.0,37.0,28.0,23.0,21.0,70.0,43.0,25.0,47.51348112642301
2020-11-24,0.0,28.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,22.0,0.0,0.0,35.0,0.0,0.0,0.0,24.0,9.107249850209707
2020-11-25,48.0,0.0,24.0,47.0,0.0,19.0,31.0,20.0,19.0,38.0,41.0,41.0,67.0,12.0,42.0,23.0,80.0,58.0,0.0,24.0,37.986818454164165
2020-11-26,100.0,85.0,25.0,100.0,82.0,100.0,100.0,81.0,100.0,100.0,65.0,65.0,58.0,100.0,100.0,60.0,82.0,100.0,66.0,100.0,100.0
2020-11-27,25.0,29.0,25.0,16.0,0.0,20.0,48.0,20.0,19.0,0.0,21.0,43.0,23.0,0.0,28.0,47.0,21.0,40.0,65.0,0.0,29.358897543439184
2020-11-28,48.0,54.0,72.0,31.0,53.0,95.0,48.0,58.0,76.0,58.0,41.0,100.0,76.0,24.0,42.0,68.0,100.0,39.0,41.0,48.0,70.22168963451168
2020-11-29,0.0,0.0,24.0,16.0,0.0,19.0,0.0,0.0,0.0,0.0,21.0,20.0,0.0,0.0,14.0,22.0,20.0,0.0,0.0,24.0,10.78490113840623
2020-11-30,0.0,27.0,72.0,16.0,80.0,75.0,0.0,38.0,38.0,38.0,0.0,21.0,43.0,48.0,14.0,57.0,20.0,20.0,42.0,48.0,41.76153385260635
2020-12-01,25.0,56.0,24.0,0.0,54.0,0.0,0.0,20.0,20.0,39.0,21.0,41.0,22.0,24.0,55.0,24.0,21.0,40.0,64.0,73.0,37.327741162372675
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,2.6962252846015575
2020-12-03,50.0,85.0,100.0,33.0,27.0,39.0,67.0,100.0,80.0,40.0,85.0,42.0,57.0,38.0,44.0,71.0,41.0,71.0,64.0,75.0,72.43858597962851
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,22.0,12.0,0.0,23.0,0.0,58.0,0.0,0.0,8.088675853804673
2020-12-05,0.0,29.0,50.0,16.0,28.0,20.0,16.0,0.0,0.0,0.0,21.0,21.0,46.0,0.0,0.0,35.0,21.0,81.0,0.0,25.0,24.50569203115638
2020-12-06,0.0,55.0,24.0,33.0,55.0,20.0,16.0,20.0,0.0,39.0,21.0,21.0,23.0,12.0,14.0,46.0,21.0,39.0,21.0,0.0,28.75973636908328
