date,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-06,44.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,50.0,51.0,68.0,0.0,34.0,47.0,84.0,47.0,0.0,48.0,45.240032546786004
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,62.0,0.0,48.0,60.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,38.0,0.0,94.0,0.0,0.0,0.0,29.129373474369398
2020-10-10,0.0,59.0,61.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,60.0,0.0,41.0,0.0,0.0,57.0,0.0,57.0,61.0,58.0,41.171684296175755
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,53.0,54.0,0.0,53.0,45.0,0.0,0.0,0.0,0.0,53.0,0.0,36.0,0.0,36.0,50.0,89.0,0.0,0.0,50.0,42.229454841334416
2020-10-13,0.0,53.0,54.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,36.0,0.0,37.0,51.0,0.0,0.0,0.0,0.0,20.9926769731489
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,48.0,56.0,0.0,62.0,0.0,48.0,60.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,29.129373474369398
2020-10-16,100.0,57.0,0.0,0.0,0.0,100.0,61.0,57.0,0.0,0.0,57.0,0.0,77.0,0.0,38.0,54.0,96.0,54.0,58.0,0.0,65.82587469487389
2020-10-17,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,60.0,61.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,30.34987794955248
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,46.0,0.0,55.0,0.0,0.0,46.0,58.0,27.0,70.0,0.0,0.0,0.0,35.0,0.0,72.0,100.0,89.0,100.0,53.0,100.0,69.2432872253865
2020-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-23,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,37.0,0.0,92.0,52.0,55.0,0.0,28.07160292921074
2020-10-24,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,55.0,0.0,36.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,15.541090317331165
2020-10-25,0.0,52.0,0.0,59.0,53.0,0.0,56.0,27.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,50.0,0.0,50.0,54.0,50.0,45.32139951179821
