,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-11-04,46.0,45.0,49.0,46.0,58.0,33.0,20.0,30.0,34.0,65.0,18.0,35.55555555555556,46.0,76.78571428571429,41.0,52.17391304347826,21.794871794871796,22.22222222222222,28.395061728395063,43.956043956043956,49.698783528429324
2020-11-05,23.0,18.0,25.0,0.0,59.0,34.0,51.0,30.0,44.0,22.0,28.0,36.666666666666664,38.0,12.5,16.0,31.52173913043478,44.87179487179487,11.11111111111111,29.62962962962963,36.26373626373626,36.15093830560878
2020-11-06,74.0,48.0,45.0,98.0,62.0,71.0,74.0,16.0,64.0,34.0,29.0,75.55555555555556,79.0,41.07142857142857,43.0,21.73913043478261,23.076923076923077,72.22222222222223,60.49382716049383,47.252747252747255,66.0141067740006
2020-11-07,41.0,42.0,30.0,14.0,46.0,26.0,47.0,26.0,51.0,51.0,43.0,27.77777777777778,77.0,60.714285714285715,47.0,25.0,25.641025641025642,40.27777777777778,22.22222222222222,73.62637362637362,49.96666173100714
2020-11-08,27.0,32.0,30.0,55.0,69.0,40.0,71.0,53.0,21.0,51.0,65.0,100.0,100.0,76.78571428571429,38.0,50.0,52.56410256410256,66.66666666666667,45.67901234567901,52.747252747252745,67.11785458752676
2020-11-09,100.0,10.0,36.0,61.0,21.0,24.0,65.0,24.0,74.0,93.0,69.0,76.66666666666667,0.0,69.64285714285714,26.0,55.43478260869565,58.97435897435897,70.83333333333333,83.95061728395062,38.46153846153846,64.7012044304294
2020-11-10,62.0,10.0,18.0,49.0,53.0,24.0,43.0,24.0,28.0,46.0,20.0,51.111111111111114,30.0,41.07142857142857,43.0,10.869565217391305,47.43589743589744,47.22222222222222,61.72839506172839,19.78021978021978,44.63854048686795
2020-11-11,38.0,30.0,46.0,25.0,33.0,62.0,22.0,16.0,29.0,47.0,20.0,26.666666666666668,31.0,42.857142857142854,18.0,22.82608695652174,37.17948717948718,37.5,0.0,9.89010989010989,36.356300641632366
2020-11-12,63.0,59.0,36.0,75.0,85.0,37.0,22.0,81.0,38.0,47.0,50.0,91.11111111111111,91.0,98.21428571428571,44.0,68.47826086956522,97.43589743589743,61.111111111111114,51.851851851851855,28.571428571428573,74.9735449106911
2020-11-13,50.0,59.0,54.0,37.0,54.0,36.0,44.0,32.0,28.0,35.0,60.0,25.555555555555557,60.0,14.285714285714286,44.0,45.65217391304348,35.8974358974359,84.72222222222223,41.97530864197531,48.35164835164835,54.44635263547391
