,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-11-28,81.0,88.0,79.0,82.0,80.0,73.0,89.0,82.0,83.0,83.0,88.65979381443299,86.0,83.0,84.0,76.47058823529412,80.0,83.60655737704919,82.45614035087719,87.87878787878788,78.37837837837837,83.80909516810542
2020-11-29,73.0,64.0,74.0,76.0,67.0,67.0,71.0,63.0,69.0,70.0,80.41237113402062,69.0,70.0,73.0,60.0,72.85714285714286,81.9672131147541,64.91228070175438,75.75757575757575,64.86486486486487,71.43519926426515
2020-11-30,64.0,65.0,67.0,64.0,68.0,63.0,64.0,69.0,62.0,67.0,63.91752577319588,62.0,65.0,61.0,58.8235294117647,60.0,70.49180327868852,63.1578947368421,75.75757575757575,64.86486486486487,65.91250572497869
2020-12-01,67.0,62.0,61.0,71.0,61.0,60.0,62.0,63.0,72.0,70.0,71.1340206185567,71.0,72.0,67.0,58.8235294117647,64.28571428571429,72.1311475409836,63.1578947368421,72.72727272727273,59.45945945945946,67.06549796179452
2020-12-02,63.0,59.0,52.0,64.0,58.0,55.0,62.0,55.0,60.0,61.0,63.91752577319588,60.0,60.0,54.0,51.76470588235294,62.857142857142854,60.65573770491803,54.3859649122807,63.63636363636363,59.45945945945946,59.90344382459295
2020-12-03,62.0,53.0,65.0,63.0,58.0,60.0,65.0,57.0,61.0,63.0,64.94845360824742,63.0,60.0,70.0,52.94117647058823,57.142857142857146,73.77049180327869,57.89473684210526,63.63636363636363,59.45945945945946,62.44834340912838
2020-12-04,59.0,59.0,64.0,61.0,60.0,51.0,67.0,56.0,61.0,57.0,56.70103092783505,59.0,57.0,58.0,52.94117647058823,58.57142857142857,63.9344262295082,57.89473684210526,60.60606060606061,59.45945945945946,59.87457154007254
2020-12-05,58.0,59.0,58.0,63.0,62.0,49.0,59.0,60.0,58.0,57.0,52.577319587628864,57.0,53.0,65.0,52.94117647058823,57.142857142857146,62.295081967213115,61.40350877192982,63.63636363636363,51.351351351351354,58.871134415257856
2020-12-06,64.0,61.0,60.0,64.0,60.0,53.0,66.0,59.0,66.0,65.0,65.97938144329896,60.0,63.0,56.0,58.8235294117647,62.857142857142854,65.57377049180327,59.64912280701754,72.72727272727273,56.75675675675676,62.93447811033859
2020-12-07,66.0,64.0,69.0,65.0,59.0,58.0,73.0,65.0,63.0,71.0,62.88659793814433,69.0,66.0,64.0,60.0,70.0,70.49180327868852,68.42105263157895,66.66666666666667,64.86486486486487,66.79189511838207
2020-12-08,64.0,66.0,70.0,72.0,71.0,61.0,72.0,67.0,69.0,69.0,64.94845360824742,70.0,76.0,68.0,62.35294117647059,67.14285714285714,68.85245901639344,66.66666666666667,69.6969696969697,70.27027027027027,69.31054135153352
2020-12-09,66.0,58.0,68.0,64.0,64.0,56.0,68.0,60.0,67.0,75.0,65.97938144329896,62.0,67.0,61.0,61.1764705882353,62.857142857142854,60.65573770491803,61.40350877192982,66.66666666666667,62.16216216216216,64.84044191533691
2020-12-10,74.0,70.0,72.0,79.0,83.0,59.0,74.0,66.0,72.0,77.0,70.10309278350516,71.0,77.0,71.0,56.470588235294116,77.14285714285714,80.32786885245902,71.9298245614035,84.84848484848484,70.27027027027027,73.93972401691937
2020-12-11,79.0,78.0,71.0,77.0,80.0,68.0,75.0,65.0,74.0,82.0,74.22680412371135,73.0,75.0,68.0,71.76470588235294,74.28571428571429,68.85245901639344,78.94736842105263,81.81818181818181,72.97297297297297,75.55325488753573
2020-12-12,77.0,77.0,80.0,80.0,70.0,69.0,75.0,75.0,84.0,82.0,74.22680412371135,72.0,77.0,80.0,62.35294117647059,82.85714285714286,86.88524590163935,59.64912280701754,81.81818181818181,83.78378378378379,77.67101618263347
2020-12-13,82.0,78.0,79.0,78.0,78.0,73.0,75.0,76.0,73.0,82.0,74.22680412371135,78.0,83.0,77.0,75.29411764705883,84.28571428571429,83.60655737704919,82.45614035087719,87.87878787878788,78.37837837837837,80.1365290150669
2020-12-14,91.0,100.0,89.0,100.0,86.0,85.0,100.0,87.0,100.0,100.0,98.96907216494846,93.0,98.0,95.0,91.76470588235294,97.14285714285714,96.72131147540983,92.98245614035088,100.0,94.5945945945946,96.28688365148636
2020-12-15,83.0,86.0,84.0,84.0,84.0,69.0,93.0,86.0,75.0,84.0,92.78350515463917,85.0,89.0,84.0,74.11764705882354,81.42857142857143,86.88524590163935,77.19298245614036,84.84848484848484,78.37837837837837,84.37704238497344
2020-12-16,81.0,76.0,74.0,83.0,81.0,70.0,79.0,78.0,80.0,79.0,76.28865979381443,74.0,70.0,79.0,67.05882352941177,75.71428571428571,72.1311475409836,71.9298245614035,81.81818181818181,72.97297297297297,77.28207914669657
2020-12-17,77.0,67.0,78.0,75.0,75.0,64.0,74.0,69.0,76.0,70.0,74.22680412371135,69.0,77.0,70.0,70.58823529411765,65.71428571428571,80.32786885245902,71.9298245614035,78.78787878787878,72.97297297297297,73.91204326053014
2020-12-18,100.0,97.0,100.0,95.0,98.0,100.0,96.0,100.0,92.0,97.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,97.29729729729729,100.0
2020-12-19,85.0,92.0,98.0,93.0,100.0,85.0,93.0,91.0,93.0,90.0,90.72164948453609,93.0,100.0,85.0,87.05882352941177,92.85714285714286,85.24590163934427,87.71929824561404,93.93939393939394,83.78378378378379,92.38452700748161
2020-12-20,92.0,85.0,92.0,84.0,88.0,71.0,78.0,81.0,86.0,83.0,84.5360824742268,90.0,90.0,90.0,80.0,90.0,86.88524590163935,80.70175438596492,93.93939393939394,94.5945945945946,87.37416507183977
2020-12-21,78.0,79.0,78.0,81.0,79.0,75.0,75.0,74.0,76.0,83.0,80.41237113402062,83.0,77.0,79.0,76.47058823529412,80.0,81.9672131147541,70.17543859649123,81.81818181818181,78.37837837837837,79.53203274216821
2020-12-22,68.0,70.0,82.0,77.0,70.0,61.0,66.0,63.0,69.0,73.0,77.31958762886597,71.0,67.0,69.0,67.05882352941177,70.0,73.77049180327869,70.17543859649123,75.75757575757575,72.97297297297297,71.75426951674086
2020-12-23,69.0,69.0,70.0,72.0,70.0,65.0,64.0,72.0,66.0,68.0,71.1340206185567,66.0,76.0,69.0,69.41176470588235,75.71428571428571,73.77049180327869,64.91228070175438,75.75757575757575,75.67567567567568,71.21200526206266
2020-12-24,75.0,62.0,67.0,65.0,68.0,65.0,70.0,62.0,65.0,63.0,72.16494845360825,60.0,62.0,65.0,57.64705882352941,64.28571428571429,70.49180327868852,64.91228070175438,69.6969696969697,67.56756756756756,66.81400236590056
2020-12-25,60.0,69.0,56.0,62.0,65.0,62.0,60.0,66.0,60.0,63.0,70.10309278350516,61.0,65.0,65.0,61.1764705882353,64.28571428571429,75.40983606557377,68.42105263157895,69.6969696969697,56.75675675675676,64.99018175492473
2020-12-26,66.0,67.0,62.0,66.0,64.0,59.0,68.0,61.0,66.0,67.0,73.19587628865979,67.0,71.0,67.0,63.529411764705884,67.14285714285714,68.85245901639344,66.66666666666667,72.72727272727273,70.27027027027027,67.70866012494861
2020-12-27,68.0,65.0,68.0,63.0,65.0,53.0,66.0,57.0,67.0,68.0,69.0721649484536,58.0,66.0,69.0,58.8235294117647,62.857142857142854,70.49180327868852,63.1578947368421,63.63636363636363,59.45945945945946,65.02311053217288
2020-12-28,68.0,62.0,58.0,62.0,53.0,61.0,58.0,56.0,60.0,66.0,72.16494845360825,65.0,69.0,64.0,55.294117647058826,65.71428571428571,63.9344262295082,57.89473684210526,69.6969696969697,59.45945945945946,63.27937106059348
2020-12-29,64.0,62.0,64.0,62.0,60.0,51.0,66.0,63.0,59.0,63.0,65.97938144329896,61.0,68.0,57.0,62.35294117647059,62.857142857142854,65.57377049180327,61.40350877192982,69.6969696969697,64.86486486486487,63.61297408074188
2020-12-30,72.0,68.0,65.0,64.0,70.0,54.0,72.0,61.0,72.0,76.0,75.25773195876289,65.0,70.0,67.0,65.88235294117646,71.42857142857143,70.49180327868852,64.91228070175438,75.75757575757575,70.27027027027027,69.56799200491544
2020-12-31,59.0,60.0,58.0,61.0,63.0,53.0,69.0,57.0,59.0,61.0,64.94845360824742,58.0,58.0,60.0,49.411764705882355,58.57142857142857,72.1311475409836,61.40350877192982,75.75757575757575,62.16216216216216,61.970635047998684
2021-01-01,65.0,73.0,71.0,71.0,66.0,58.0,82.0,66.0,71.0,69.0,81.44329896907216,73.0,84.0,70.0,63.529411764705884,67.14285714285714,73.77049180327869,63.1578947368421,72.72727272727273,64.86486486486487,71.37754639373225
2021-01-02,68.0,63.0,64.0,64.0,61.0,61.0,66.0,63.0,61.0,63.0,71.1340206185567,66.0,64.0,64.0,61.1764705882353,61.42857142857143,70.49180327868852,63.1578947368421,63.63636363636363,64.86486486486487,65.19533596649721
2021-01-03,69.0,70.0,69.0,79.0,74.0,63.0,70.0,69.0,68.0,70.0,75.25773195876289,68.0,74.0,62.0,61.1764705882353,71.42857142857143,73.77049180327869,63.1578947368421,72.72727272727273,64.86486486486487,70.4506780165646
2021-01-04,57.0,59.0,65.0,57.0,60.0,54.0,64.0,67.0,66.0,63.0,72.16494845360825,60.0,62.0,62.0,58.8235294117647,57.142857142857146,65.57377049180327,52.63157894736842,69.6969696969697,64.86486486486487,62.80913098833682
2021-01-05,71.0,71.0,73.0,75.0,69.0,65.0,70.0,60.0,73.0,68.0,75.25773195876289,70.0,71.0,80.0,62.35294117647059,71.42857142857143,73.77049180327869,71.9298245614035,72.72727272727273,70.27027027027027,71.78891200766239
2021-01-06,60.0,62.0,57.0,63.0,64.0,60.0,65.0,59.0,67.0,68.0,67.01030927835052,59.0,72.0,59.0,55.294117647058826,62.857142857142854,70.49180327868852,61.40350877192982,63.63636363636363,62.16216216216216,63.87331203663368
2021-01-07,54.0,61.0,61.0,64.0,62.0,59.0,68.0,58.0,59.0,68.0,67.01030927835052,65.0,65.0,67.0,57.64705882352941,61.42857142857143,62.295081967213115,54.3859649122807,63.63636363636363,62.16216216216216,62.944559661442455
2021-01-08,73.0,81.0,76.0,80.0,70.0,76.0,74.0,76.0,70.0,76.0,77.31958762886597,75.0,83.0,73.0,65.88235294117646,74.28571428571429,81.9672131147541,70.17543859649123,81.81818181818181,72.97297297297297,76.54616006567275
2021-01-09,65.0,56.0,53.0,62.0,64.0,63.0,56.0,57.0,53.0,68.0,63.91752577319588,68.0,60.0,66.0,58.8235294117647,60.0,60.65573770491803,59.64912280701754,69.6969696969697,59.45945945945946,62.113645640608574
2021-01-10,57.0,61.0,72.0,70.0,75.0,62.0,62.0,60.0,66.0,68.0,68.04123711340206,70.0,77.0,66.0,65.88235294117646,70.0,75.40983606557377,70.17543859649123,72.72727272727273,59.45945945945946,68.43535502501221
2021-01-11,66.0,71.0,74.0,75.0,66.0,61.0,76.0,70.0,68.0,76.0,74.22680412371135,73.0,68.0,70.0,67.05882352941177,71.42857142857143,77.04918032786885,61.40350877192982,78.78787878787878,67.56756756756756,71.67644704911449
2021-01-12,65.0,63.0,67.0,67.0,75.0,57.0,63.0,62.0,66.0,73.0,65.97938144329896,71.0,76.0,59.0,58.8235294117647,71.42857142857143,73.77049180327869,59.64912280701754,72.72727272727273,59.45945945945946,67.32542775030818
2021-01-13,66.0,69.0,70.0,67.0,70.0,61.0,62.0,70.0,73.0,69.0,69.0721649484536,63.0,70.0,64.0,58.8235294117647,74.28571428571429,70.49180327868852,59.64912280701754,72.72727272727273,70.27027027027027,68.51783524920363
2021-01-14,70.0,71.0,71.0,68.0,70.0,56.0,70.0,65.0,61.0,72.0,69.0721649484536,61.0,76.0,68.0,60.0,70.0,73.77049180327869,64.91228070175438,69.6969696969697,59.45945945945946,68.34475264131379
2021-01-15,68.0,65.0,62.0,65.0,63.0,60.0,67.0,68.0,71.0,68.0,72.16494845360825,73.0,76.0,63.0,62.35294117647059,74.28571428571429,68.85245901639344,63.1578947368421,72.72727272727273,72.97297297297297,68.83238022159523
2021-01-16,64.0,57.0,46.0,59.0,56.0,48.0,53.0,58.0,53.0,61.0,59.79381443298969,59.0,61.0,57.0,51.76470588235294,50.0,59.01639344262295,47.36842105263158,54.54545454545455,48.648648648648646,56.016805564028765
2021-01-17,61.0,65.0,66.0,65.0,66.0,55.0,69.0,59.0,61.0,66.0,65.97938144329896,71.0,73.0,65.0,51.76470588235294,67.14285714285714,65.57377049180327,64.91228070175438,72.72727272727273,64.86486486486487,65.75772662824653
2021-01-18,79.0,66.0,66.0,73.0,72.0,62.0,68.0,67.0,74.0,74.0,68.04123711340206,75.0,67.0,72.0,68.23529411764706,64.28571428571429,77.04918032786885,70.17543859649123,78.78787878787878,67.56756756756756,71.5555905515386
2021-01-19,63.0,59.0,66.0,68.0,67.0,58.0,58.0,65.0,66.0,65.0,59.79381443298969,66.0,65.0,72.0,55.294117647058826,64.28571428571429,59.01639344262295,63.1578947368421,69.6969696969697,54.054054054054056,64.14973300527188
2021-01-20,69.0,74.0,62.0,71.0,73.0,65.0,75.0,62.0,63.0,70.0,73.19587628865979,66.0,64.0,63.0,58.8235294117647,68.57142857142857,70.49180327868852,61.40350877192982,69.6969696969697,67.56756756756756,68.3873727666877
2021-01-21,68.0,64.0,65.0,61.0,72.0,50.0,70.0,59.0,66.0,66.0,61.855670103092784,62.0,66.0,68.0,57.64705882352941,64.28571428571429,70.49180327868852,64.91228070175438,69.6969696969697,64.86486486486487,65.54390561171596
