date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-01-29,26.0,22.0,15.0,27.0,36.0,34.0,24.0,31.0,31.0,33.0,24.0,30.0,15.0,66.0,23.0,10.0,15.0,23.0,17.0,26.0,34.30799220272905
2020-01-30,44.0,38.0,5.0,38.0,29.0,28.0,34.0,20.0,16.0,33.0,19.0,23.0,16.0,70.0,32.0,22.0,37.0,41.0,35.0,54.0,41.19558154645874
2020-01-31,45.0,16.0,10.0,38.0,22.0,15.0,34.0,25.0,25.0,25.0,32.0,8.0,25.0,48.0,42.0,11.0,8.0,25.0,46.0,56.0,36.12735542560104
2020-02-01,28.0,8.0,11.0,19.0,23.0,45.0,17.0,21.0,17.0,45.0,13.0,24.0,8.0,36.0,8.0,17.0,24.0,34.0,9.0,14.0,27.355425601039634
2020-02-02,0.0,8.0,0.0,29.0,0.0,7.0,34.0,25.0,16.0,17.0,6.0,16.0,40.0,24.0,58.0,5.0,23.0,25.0,9.0,27.0,23.976608187134502
2020-02-03,40.0,7.0,18.0,8.0,33.0,13.0,0.0,7.0,0.0,30.0,0.0,42.0,0.0,0.0,7.0,14.0,14.0,29.0,8.0,0.0,17.543859649122805
2020-02-04,0.0,16.0,10.0,19.0,15.0,14.0,17.0,8.0,8.0,8.0,0.0,0.0,8.0,23.0,16.0,0.0,0.0,8.0,18.0,40.0,14.814814814814815
2020-02-05,18.0,31.0,10.0,19.0,15.0,14.0,16.0,12.0,40.0,8.0,12.0,15.0,24.0,46.0,8.0,21.0,23.0,33.0,27.0,27.0,27.22547108512021
2020-02-06,9.0,8.0,11.0,10.0,30.0,15.0,9.0,17.0,0.0,17.0,7.0,16.0,0.0,0.0,17.0,17.0,16.0,25.0,9.0,0.0,15.139701104613385
2020-02-07,0.0,16.0,5.0,20.0,8.0,8.0,18.0,9.0,17.0,0.0,33.0,8.0,25.0,24.0,9.0,0.0,0.0,9.0,19.0,28.0,16.63417803768681
2020-02-08,29.0,50.0,11.0,20.0,16.0,24.0,37.0,31.0,27.0,9.0,28.0,25.0,43.0,76.0,26.0,12.0,17.0,27.0,29.0,73.0,39.6361273554256
2020-02-09,18.0,48.0,21.0,28.0,22.0,15.0,51.0,33.0,32.0,17.0,32.0,16.0,40.0,24.0,16.0,11.0,0.0,25.0,36.0,55.0,35.08771929824561
2020-02-10,25.0,7.0,19.0,9.0,27.0,14.0,16.0,23.0,0.0,0.0,12.0,15.0,15.0,33.0,0.0,20.0,7.0,23.0,34.0,13.0,20.2729044834308
2020-02-11,9.0,23.0,10.0,0.0,28.0,28.0,24.0,28.0,24.0,41.0,24.0,23.0,15.0,34.0,16.0,15.0,7.0,47.0,17.0,26.0,28.52501624431449
2020-02-12,43.0,7.0,19.0,18.0,35.0,21.0,0.0,24.0,0.0,32.0,18.0,37.0,31.0,56.0,23.0,30.0,7.0,39.0,34.0,26.0,32.48862897985705
2020-02-13,27.0,8.0,20.0,19.0,15.0,21.0,17.0,24.0,16.0,33.0,13.0,15.0,16.0,23.0,8.0,16.0,7.0,8.0,18.0,13.0,21.897335932423655
2020-02-14,0.0,8.0,0.0,10.0,8.0,7.0,26.0,13.0,8.0,0.0,13.0,0.0,8.0,35.0,25.0,0.0,8.0,8.0,18.0,28.0,14.489928525016245
2020-02-15,41.0,18.0,29.0,32.0,25.0,16.0,19.0,14.0,0.0,56.0,7.0,52.0,36.0,40.0,19.0,6.0,17.0,36.0,30.0,15.0,33.00844704353476
2020-02-16,10.0,26.0,6.0,42.0,8.0,24.0,19.0,32.0,36.0,18.0,21.0,17.0,34.0,39.0,27.0,12.0,17.0,9.0,49.0,30.0,30.92917478882391
2020-02-17,9.0,23.0,20.0,57.0,22.0,7.0,42.0,32.0,24.0,0.0,31.0,37.0,16.0,35.0,40.0,0.0,15.0,8.0,43.0,67.0,34.30799220272905
2020-02-18,9.0,30.0,20.0,28.0,22.0,36.0,24.0,24.0,24.0,34.0,19.0,15.0,23.0,23.0,24.0,21.0,38.0,40.0,43.0,13.0,33.13840155945419
2020-02-19,9.0,0.0,10.0,0.0,14.0,7.0,8.0,16.0,16.0,17.0,6.0,8.0,15.0,23.0,0.0,16.0,7.0,8.0,9.0,26.0,13.970110461338532
2020-02-20,18.0,40.0,10.0,10.0,15.0,7.0,42.0,25.0,58.0,35.0,13.0,8.0,32.0,12.0,16.0,11.0,0.0,25.0,27.0,27.0,28.005198180636775
2020-02-21,18.0,16.0,16.0,20.0,15.0,15.0,18.0,21.0,25.0,18.0,26.0,16.0,25.0,12.0,41.0,0.0,0.0,0.0,18.0,14.0,21.702404158544507
2020-02-22,19.0,17.0,17.0,10.0,8.0,16.0,0.0,23.0,9.0,9.0,14.0,17.0,17.0,26.0,27.0,17.0,0.0,18.0,10.0,29.0,19.68810916179337
2020-02-23,29.0,25.0,5.0,39.0,8.0,8.0,35.0,18.0,26.0,45.0,47.0,8.0,25.0,13.0,17.0,11.0,8.0,26.0,19.0,70.0,31.319038336582196
2020-02-24,36.0,16.0,15.0,19.0,14.0,22.0,0.0,24.0,8.0,17.0,6.0,8.0,24.0,35.0,8.0,21.0,38.0,24.0,18.0,40.0,25.53606237816764
2020-02-25,17.0,23.0,5.0,9.0,29.0,21.0,33.0,20.0,23.0,16.0,12.0,23.0,23.0,0.0,16.0,15.0,15.0,16.0,0.0,39.0,23.066926575698506
2020-02-26,26.0,22.0,39.0,36.0,28.0,21.0,8.0,46.0,16.0,48.0,0.0,15.0,15.0,45.0,23.0,31.0,15.0,23.0,34.0,26.0,33.59324236517219
2020-02-27,34.0,14.0,14.0,36.0,21.0,14.0,16.0,31.0,37.0,16.0,12.0,14.0,22.0,11.0,30.0,10.0,35.0,0.0,17.0,12.0,25.730994152046783
2020-02-28,26.0,23.0,25.0,19.0,43.0,7.0,25.0,40.0,24.0,8.0,19.0,23.0,15.0,0.0,8.0,31.0,30.0,32.0,9.0,26.0,28.135152696556204
2020-02-29,80.0,23.0,51.0,82.0,14.0,21.0,25.0,41.0,40.0,25.0,31.0,38.0,31.0,82.0,41.0,43.0,54.0,40.0,71.0,68.0,58.5445094217024
2020-03-01,18.0,31.0,20.0,9.0,14.0,14.0,58.0,20.0,32.0,25.0,19.0,15.0,31.0,23.0,24.0,21.0,15.0,0.0,26.0,27.0,28.71994801819363
2020-03-02,25.0,7.0,18.0,17.0,53.0,39.0,15.0,22.0,30.0,30.0,29.0,62.0,14.0,11.0,15.0,24.0,14.0,29.0,24.0,25.0,32.68356075373619
2020-03-03,8.0,43.0,19.0,52.0,41.0,34.0,39.0,27.0,38.0,15.0,53.0,22.0,37.0,53.0,30.0,20.0,35.0,30.0,25.0,74.0,45.159194282001295
2020-03-04,34.0,44.0,19.0,44.0,21.0,7.0,23.0,38.0,38.0,16.0,24.0,14.0,51.0,86.0,45.0,15.0,22.0,31.0,24.0,87.0,44.37946718648473
2020-03-05,50.0,29.0,19.0,35.0,27.0,47.0,47.0,27.0,30.0,55.0,30.0,29.0,22.0,44.0,45.0,25.0,36.0,15.0,41.0,51.0,45.74398960363873
2020-03-06,41.0,36.0,5.0,43.0,20.0,20.0,39.0,19.0,37.0,15.0,29.0,28.0,37.0,43.0,60.0,10.0,28.0,45.0,50.0,37.0,41.71539961013645
2020-03-07,37.0,24.0,21.0,29.0,22.0,15.0,26.0,25.0,34.0,26.0,38.0,32.0,40.0,24.0,33.0,16.0,32.0,8.0,36.0,41.0,36.32228719948018
2020-03-08,45.0,54.0,26.0,57.0,53.0,59.0,59.0,54.0,49.0,52.0,70.0,47.0,48.0,47.0,74.0,16.0,39.0,41.0,63.0,96.0,68.16114359974009
2020-03-09,64.0,28.0,19.0,17.0,46.0,59.0,23.0,37.0,15.0,47.0,17.0,42.0,14.0,31.0,14.0,34.0,48.0,66.0,16.0,49.0,44.574398960363865
2020-03-10,58.0,22.0,9.0,52.0,41.0,40.0,39.0,38.0,22.0,31.0,23.0,21.0,22.0,54.0,30.0,34.0,21.0,30.0,25.0,76.0,44.7043534762833
2020-03-11,33.0,65.0,19.0,61.0,20.0,26.0,62.0,27.0,44.0,31.0,53.0,14.0,30.0,65.0,38.0,10.0,21.0,8.0,66.0,88.0,50.74723846653671
