,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,83.0,79.0,86.0,75.0,85.0,86.0,80.0,65.0,73.0,74.0,76.0,83.0,73.0,74.0,82.0,81.0,82.0,91.0,79.59183673469387,100.0,83.17003125263959
2020-03-29,100.0,82.0,94.0,87.0,82.0,82.0,80.0,69.0,83.0,66.0,81.0,81.0,75.0,70.0,95.0,74.0,87.0,72.0,82.65306122448979,75.0,83.6905566348509
2020-03-30,62.0,63.0,62.0,65.0,68.0,66.0,59.0,56.0,65.0,49.0,55.0,70.0,58.0,47.0,66.0,57.0,66.0,62.0,54.08163265306123,61.0,62.656263197905226
2020-03-31,62.0,68.0,64.0,57.0,64.0,57.0,57.0,50.0,60.0,55.0,62.0,68.0,57.0,58.0,63.0,55.0,58.0,52.0,57.142857142857146,54.0,60.952149674803614
2020-04-01,62.0,67.0,67.0,63.0,67.0,58.0,49.0,46.0,69.0,51.0,63.0,66.0,57.0,65.0,68.0,53.0,64.0,48.0,56.12244897959184,64.0,62.244488554776574
2020-04-02,46.0,57.0,48.0,48.0,53.0,47.0,55.0,47.0,46.0,48.0,49.0,62.0,49.0,48.0,56.0,52.0,49.0,56.0,50.0,49.0,52.511825323084715
2020-04-03,92.0,100.0,94.0,100.0,99.0,98.0,95.0,91.0,100.0,88.0,93.0,100.0,78.0,97.0,100.0,87.0,92.0,100.0,100.0,82.0,97.57369710279583
2020-04-04,99.0,100.0,100.0,82.0,100.0,90.0,100.0,100.0,93.0,100.0,100.0,92.0,100.0,100.0,91.0,100.0,100.0,91.0,94.89795918367346,100.0,99.99999999999999
2020-04-05,90.0,87.0,88.0,90.0,97.0,100.0,83.0,81.0,84.0,79.0,91.0,87.0,88.0,83.0,90.0,85.0,97.0,88.0,97.95918367346938,98.0,92.294535011403
2020-04-06,40.0,48.0,46.0,37.0,45.0,41.0,36.0,41.0,41.0,33.0,38.0,37.0,40.0,37.0,37.0,45.0,37.0,47.0,60.204081632653065,48.0,43.15820592955486
2020-04-07,40.0,42.0,48.0,48.0,41.0,43.0,39.0,43.0,45.0,35.0,40.0,49.0,42.0,37.0,46.0,45.0,46.0,45.0,45.91836734693877,48.0,44.90244108455106
2020-04-08,41.0,43.0,42.0,46.0,38.0,40.0,46.0,36.0,49.0,42.0,46.0,46.0,43.0,43.0,50.0,47.0,48.0,38.0,46.93877551020408,53.0,45.73126953289974
2020-04-09,43.0,42.0,42.0,40.0,46.0,31.0,40.0,35.0,41.0,36.0,38.0,44.0,37.0,39.0,44.0,38.0,43.0,45.0,54.08163265306123,37.0,42.16889095362784
2020-04-10,42.0,44.0,46.0,48.0,46.0,43.0,49.0,40.0,43.0,43.0,46.0,49.0,37.0,45.0,43.0,36.0,45.0,32.0,36.734693877551024,40.0,44.168637553847454
2020-04-11,29.0,37.0,32.0,33.0,40.0,32.0,41.0,27.0,36.0,34.0,34.0,27.0,39.0,29.0,32.0,36.0,32.0,39.0,38.775510204081634,37.0,35.427400962919165
2020-04-12,34.0,39.0,36.0,35.0,41.0,42.0,34.0,30.0,39.0,35.0,41.0,41.0,30.0,33.0,42.0,31.0,37.0,39.0,45.91836734693877,38.0,38.435467522594806
2020-04-13,33.0,37.0,36.0,33.0,30.0,30.0,38.0,28.0,28.0,27.0,38.0,34.0,34.0,34.0,35.0,34.0,32.0,41.0,45.91836734693877,45.0,35.84867809781231
2020-04-14,39.0,45.0,40.0,43.0,42.0,33.0,38.0,35.0,39.0,33.0,41.0,42.0,37.0,34.0,36.0,37.0,38.0,34.0,40.816326530612244,34.0,39.361432553425125
2020-04-15,43.0,37.0,37.0,28.0,36.0,28.0,31.0,33.0,36.0,29.0,39.0,41.0,39.0,26.0,38.0,35.0,38.0,41.0,45.91836734693877,36.0,37.09033702170791
2020-04-16,42.0,38.0,42.0,40.0,44.0,42.0,36.0,23.0,41.0,33.0,32.0,45.0,31.0,33.0,39.0,42.0,43.0,31.0,39.795918367346935,47.0,39.515584086493796
2020-04-17,43.0,38.0,38.0,32.0,49.0,40.0,39.0,29.0,38.0,30.0,37.0,32.0,33.0,38.0,35.0,34.0,32.0,47.0,42.857142857142854,33.0,38.27709265985303
2020-04-18,34.0,35.0,36.0,31.0,37.0,38.0,34.0,31.0,32.0,35.0,30.0,31.0,31.0,32.0,39.0,33.0,36.0,33.0,38.775510204081634,34.0,35.220457808936565
2020-04-19,36.0,38.0,39.0,39.0,35.0,37.0,39.0,37.0,33.0,36.0,40.0,40.0,35.0,32.0,35.0,31.0,38.0,40.0,42.857142857142854,39.0,38.38056423684432
2020-04-20,30.0,29.0,27.0,29.0,37.0,25.0,30.0,29.0,32.0,31.0,31.0,30.0,29.0,25.0,20.0,26.0,29.0,33.0,29.591836734693878,30.0,30.08911225610271
2020-04-21,22.0,28.0,22.0,29.0,28.0,21.0,25.0,23.0,27.0,22.0,26.0,28.0,20.0,28.0,27.0,23.0,21.0,23.0,28.571428571428573,32.0,26.05266492102373
2020-04-22,24.0,30.0,30.0,23.0,30.0,30.0,28.0,29.0,28.0,22.0,26.0,33.0,24.0,25.0,24.0,30.0,20.0,27.0,22.448979591836736,25.0,27.44319621589661
2020-04-23,65.0,53.0,57.0,65.0,67.0,50.0,61.0,54.0,63.0,51.0,50.0,59.0,50.0,46.0,64.0,63.0,63.0,63.0,74.48979591836735,59.0,60.91836303741869
2020-04-24,29.0,40.0,31.0,35.0,33.0,32.0,33.0,29.0,25.0,24.0,25.0,29.0,30.0,32.0,30.0,27.0,35.0,24.0,26.53061224489796,32.0,31.120660528760872
2020-04-25,20.0,21.0,18.0,22.0,25.0,26.0,25.0,20.0,25.0,22.0,21.0,25.0,25.0,23.0,23.0,24.0,16.0,24.0,26.53061224489796,27.0,23.722442773882925
2020-04-26,27.0,28.0,26.0,28.0,29.0,33.0,31.0,19.0,28.0,24.0,25.0,27.0,28.0,27.0,30.0,24.0,23.0,21.0,20.408163265306122,22.0,26.92372666610356
2020-04-27,26.0,28.0,25.0,25.0,20.0,27.0,27.0,19.0,31.0,20.0,20.0,26.0,25.0,19.0,23.0,22.0,29.0,20.0,15.306122448979592,21.0,24.228186502238362
2020-04-28,31.0,36.0,30.0,29.0,32.0,33.0,28.0,26.0,34.0,23.0,27.0,35.0,28.0,33.0,36.0,26.0,36.0,28.0,28.571428571428573,26.0,31.329715347580027
2020-04-29,31.0,25.0,38.0,32.0,34.0,31.0,24.0,24.0,25.0,23.0,30.0,31.0,32.0,27.0,34.0,33.0,33.0,33.0,28.571428571428573,30.0,30.96756482811048
2020-04-30,25.0,27.0,26.0,28.0,28.0,28.0,26.0,22.0,32.0,20.0,24.0,23.0,24.0,28.0,29.0,28.0,30.0,26.0,32.6530612244898,26.0,27.5572261170707
2020-05-01,26.0,31.0,26.0,25.0,26.0,29.0,29.0,21.0,24.0,23.0,25.0,20.0,25.0,21.0,24.0,23.0,20.0,18.0,25.510204081632654,22.0,25.0147816538559
2020-05-02,25.0,22.0,19.0,22.0,27.0,23.0,26.0,16.0,26.0,18.0,23.0,22.0,24.0,23.0,25.0,27.0,21.0,29.0,30.612244897959183,27.0,24.606174507982093
2020-05-03,29.0,30.0,29.0,28.0,28.0,25.0,26.0,23.0,19.0,21.0,22.0,29.0,30.0,27.0,25.0,24.0,23.0,23.0,25.510204081632654,27.0,26.566855308725398
2020-05-04,17.0,17.0,16.0,20.0,19.0,17.0,18.0,11.0,20.0,16.0,14.0,14.0,17.0,16.0,20.0,17.0,15.0,16.0,17.346938775510203,17.0,17.297702508657824
2020-05-05,23.0,26.0,26.0,20.0,30.0,23.0,24.0,21.0,25.0,23.0,24.0,31.0,27.0,21.0,23.0,21.0,23.0,19.0,21.428571428571427,25.0,24.648407804713237
2020-05-06,23.0,20.0,24.0,23.0,17.0,16.0,19.0,22.0,25.0,21.0,21.0,22.0,21.0,17.0,20.0,20.0,18.0,25.0,23.46938775510204,23.0,21.753315313793394
2020-05-07,28.0,21.0,28.0,24.0,17.0,24.0,26.0,22.0,27.0,17.0,25.0,21.0,21.0,20.0,24.0,26.0,20.0,21.0,28.571428571428573,19.0,23.77629022721513
2020-05-08,20.0,30.0,19.0,23.0,27.0,24.0,30.0,27.0,27.0,25.0,26.0,26.0,23.0,26.0,23.0,19.0,27.0,18.0,21.428571428571427,22.0,25.01055832418278
2020-05-09,24.0,20.0,20.0,23.0,22.0,25.0,24.0,20.0,24.0,20.0,23.0,21.0,22.0,17.0,25.0,19.0,21.0,24.0,27.551020408163264,23.0,22.999197567362106
2020-05-10,25.0,24.0,23.0,23.0,31.0,19.0,24.0,17.0,21.0,16.0,23.0,25.0,19.0,21.0,28.0,25.0,17.0,26.0,21.428571428571427,27.0,23.561956246304586
