date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,26.0,22.0,19.0,28.0,13.0,28.0,30.0,28.0,22.0,26.0,24.518743667679836,0
2020-01-02,24.0,28.0,24.0,8.0,13.0,24.0,19.0,24.0,15.0,19.0,20.06079027355623,0
2020-01-03,19.0,23.0,29.0,13.0,18.0,20.0,17.0,24.0,17.0,24.0,20.668693009118538,0
2020-01-04,16.0,28.0,16.0,24.0,23.0,27.0,23.0,24.0,30.0,25.0,23.910840932117527,0
2020-01-05,18.0,26.0,21.0,16.0,15.0,31.0,19.0,22.0,31.0,16.0,21.783181357649443,0
2020-01-06,18.0,33.0,30.0,10.0,16.0,23.0,22.0,21.0,15.0,23.0,21.377912867274567,0
2020-01-07,23.0,21.0,23.0,16.0,20.0,26.0,20.0,26.0,22.0,16.0,21.580547112462007,0
2020-01-08,19.0,11.0,16.0,13.0,21.0,26.0,21.0,18.0,24.0,18.0,18.946301925025328,0
2020-01-09,27.0,22.0,21.0,23.0,19.0,21.0,21.0,17.0,21.0,28.0,22.289766970618032,0
2020-01-10,14.0,17.0,21.0,21.0,18.0,22.0,21.0,18.0,10.0,28.0,19.250253292806484,0
2020-01-11,9.0,7.0,16.0,9.0,6.0,11.0,14.0,17.0,7.0,11.0,10.840932117527862,0
2020-01-12,16.0,17.0,21.0,16.0,17.0,23.0,14.0,20.0,15.0,14.0,17.527862208713273,0
2020-01-13,18.0,25.0,17.0,16.0,16.0,26.0,22.0,16.0,22.0,27.0,20.770010131712258,0
2020-01-14,10.0,28.0,15.0,18.0,30.0,17.0,19.0,27.0,26.0,15.0,20.770010131712258,0
2020-01-15,20.0,21.0,18.0,11.0,10.0,18.0,15.0,14.0,23.0,22.0,17.426545086119553,0
2020-01-16,15.0,18.0,17.0,14.0,20.0,18.0,20.0,11.0,15.0,22.0,17.223910840932117,0
2020-01-17,19.0,15.0,12.0,13.0,18.0,13.0,14.0,21.0,14.0,16.0,15.704154002026343,0
2020-01-18,11.0,11.0,9.0,6.0,9.0,10.0,11.0,12.0,13.0,11.0,10.435663627152989,0
2020-01-19,18.0,14.0,23.0,12.0,17.0,33.0,16.0,20.0,17.0,21.0,19.351570415400204,0
2020-01-20,17.0,17.0,19.0,10.0,18.0,17.0,19.0,31.0,15.0,26.0,19.148936170212764,0
2020-01-21,12.0,21.0,22.0,16.0,19.0,22.0,19.0,14.0,11.0,22.0,18.034447821681862,0
2020-01-22,24.0,21.0,17.0,15.0,12.0,18.0,22.0,24.0,20.0,15.0,19.047619047619047,0
2020-01-23,15.0,31.0,32.0,18.0,13.0,26.0,34.0,19.0,22.0,29.0,24.214792299898683,0
2020-01-24,24.0,23.0,22.0,18.0,22.0,20.0,21.0,15.0,19.0,35.0,22.188449848024316,0
2020-01-25,15.0,14.0,14.0,18.0,8.0,17.0,11.0,14.0,19.0,14.0,14.589665653495441,0
2020-01-26,29.0,26.0,13.0,18.0,18.0,29.0,24.0,36.0,22.0,22.0,24.012158054711247,0
2020-01-27,23.0,13.0,28.0,19.0,17.0,23.0,15.0,15.0,19.0,25.0,19.959473150962513,0
2020-01-28,23.0,26.0,20.0,16.0,17.0,20.0,31.0,14.0,18.0,23.0,21.073961499493414,0
2020-01-29,22.0,21.0,30.0,17.0,20.0,20.0,32.0,18.0,21.0,24.0,22.796352583586625,0
2020-01-30,31.0,21.0,18.0,21.0,21.0,31.0,36.0,22.0,28.0,26.0,25.835866261398177,0
2020-01-31,22.0,26.0,27.0,32.0,18.0,42.0,22.0,27.0,30.0,27.0,27.659574468085104,0
2020-02-01,20.0,17.0,29.0,24.0,17.0,14.0,25.0,22.0,18.0,20.0,20.871327254305978,0
2020-02-02,32.0,36.0,35.0,22.0,31.0,28.0,25.0,30.0,24.0,30.0,29.68591691995947,0
2020-02-03,32.0,38.0,36.0,29.0,22.0,38.0,33.0,24.0,38.0,39.0,33.333333333333336,0
2020-02-04,29.0,16.0,30.0,17.0,15.0,26.0,30.0,18.0,25.0,27.0,23.606889564336374,0
2020-02-05,26.0,24.0,28.0,20.0,24.0,31.0,36.0,36.0,24.0,24.0,27.659574468085104,0
2020-02-06,26.0,22.0,30.0,16.0,15.0,28.0,23.0,25.0,33.0,23.0,24.41742654508612,0
