,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,31.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,25.0,31.0,0.0,0.0,21.0,25.0,14.49367088607595
2020-01-31,32.0,32.0,0.0,25.0,0.0,48.0,0.0,35.0,0.0,33.0,64.0,65.0,25.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,27.088607594936708
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,5.443037974683544
2020-02-02,64.0,62.0,62.0,49.0,47.0,47.0,32.0,68.0,38.0,100.0,32.0,63.0,25.0,64.0,49.0,63.0,76.0,0.0,42.0,0.0,62.21518987341772
2020-02-03,56.0,28.0,29.0,44.0,43.0,42.0,29.0,62.0,34.0,29.0,28.0,86.0,69.0,28.0,67.0,58.0,67.0,37.0,19.0,22.0,55.50632911392405
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,2.6582278481012658
2020-02-05,32.0,63.0,94.0,25.0,47.0,24.0,32.0,0.0,0.0,0.0,63.0,31.0,25.0,63.0,0.0,0.0,25.0,41.0,21.0,50.0,40.25316455696203
2020-02-06,0.0,0.0,0.0,26.0,0.0,26.0,0.0,35.0,0.0,0.0,33.0,0.0,52.0,33.0,0.0,33.0,51.0,0.0,0.0,27.0,20.0
2020-02-07,67.0,33.0,100.0,26.0,100.0,100.0,0.0,35.0,40.0,34.0,67.0,67.0,80.0,100.0,54.0,99.0,52.0,87.0,45.0,53.0,78.41772151898734
