,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-11-25,19.0,14.0,19.0,36.0,19.0,51.06382978723404,55.0,41.0,31.0,31.0,0.0,19.0,58.108108108108105,37.0,32.0,31.0,18.0,22.0,18.0,32.0,46.27723556608544
2020-11-26,20.0,0.0,19.0,0.0,0.0,54.255319148936174,19.0,32.0,0.0,47.0,32.0,19.0,20.27027027027027,19.0,0.0,62.0,38.0,23.0,0.0,49.0,35.98923263102368
2020-11-27,38.0,27.0,0.0,19.0,0.0,17.02127659574468,18.0,53.0,16.0,31.0,0.0,57.0,20.27027027027027,38.0,48.0,0.0,37.0,23.0,37.0,0.0,38.03387367917658
2020-11-28,20.0,27.0,77.0,37.0,40.0,17.02127659574468,19.0,21.0,16.0,16.0,16.0,19.0,18.91891891891892,38.0,32.0,16.0,55.0,23.0,18.0,0.0,41.73564731071317
2020-11-29,0.0,14.0,0.0,0.0,20.0,54.255319148936174,0.0,22.0,66.0,0.0,0.0,20.0,0.0,39.0,0.0,33.0,19.0,47.0,0.0,34.0,29.22266495576417
2020-11-30,19.0,14.0,19.0,18.0,20.0,35.1063829787234,0.0,21.0,16.0,15.0,47.0,19.0,39.189189189189186,19.0,0.0,31.0,0.0,0.0,0.0,16.0,27.63877201980802
2020-12-01,38.0,54.0,77.0,0.0,97.0,18.085106382978722,74.0,42.0,16.0,16.0,62.0,38.0,20.27027027027027,56.0,32.0,62.0,55.0,45.0,38.0,65.0,71.84389596593284
2020-12-02,77.0,54.0,57.0,54.0,77.0,0.0,18.0,42.0,16.0,31.0,62.0,0.0,0.0,37.0,16.0,31.0,0.0,45.0,18.0,48.0,54.1990274869994
2020-12-03,0.0,14.0,0.0,0.0,39.0,70.2127659574468,19.0,21.0,16.0,63.0,16.0,19.0,20.27027027027027,0.0,16.0,31.0,18.0,23.0,57.0,0.0,35.11295789610101
2020-12-04,19.0,13.0,18.0,0.0,0.0,17.02127659574468,36.0,41.0,30.0,15.0,31.0,18.0,18.91891891891892,36.0,0.0,30.0,18.0,22.0,18.0,0.0,30.229265194146674
2020-12-05,19.0,27.0,56.0,18.0,19.0,52.12765957446808,74.0,41.0,78.0,46.0,31.0,38.0,39.189189189189186,56.0,16.0,31.0,36.0,67.0,73.0,16.0,66.12732473136337
2020-12-06,58.0,42.0,39.0,57.0,59.0,53.191489361702125,19.0,43.0,32.0,48.0,16.0,57.0,79.72972972972973,39.0,49.0,16.0,38.0,68.0,0.0,16.0,65.77851235445618
2020-12-07,38.0,26.0,19.0,18.0,38.0,17.02127659574468,0.0,0.0,15.0,30.0,46.0,37.0,56.75675675675676,56.0,63.0,30.0,0.0,67.0,55.0,62.0,53.46722423105216
2020-12-08,57.0,14.0,19.0,18.0,58.0,17.02127659574468,0.0,21.0,32.0,46.0,15.0,19.0,39.189189189189186,37.0,16.0,15.0,0.0,22.0,56.0,48.0,43.58224470164769
2020-12-09,38.0,40.0,38.0,18.0,39.0,0.0,19.0,21.0,0.0,0.0,47.0,0.0,18.91891891891892,19.0,32.0,31.0,37.0,90.0,0.0,48.0,42.52750251433308
2020-12-10,19.0,27.0,19.0,56.0,19.0,17.02127659574468,74.0,42.0,32.0,47.0,47.0,19.0,18.91891891891892,37.0,0.0,15.0,91.0,0.0,19.0,48.0,51.33752480108935
2020-12-11,59.0,42.0,98.0,37.0,100.0,36.170212765957444,77.0,86.0,16.0,48.0,48.0,77.0,100.0,58.0,82.0,47.0,38.0,69.0,76.0,66.0,100.0
2020-12-12,20.0,69.0,59.0,19.0,40.0,89.36170212765957,19.0,43.0,16.0,16.0,0.0,59.0,40.54054054054054,77.0,17.0,48.0,57.0,47.0,39.0,33.0,64.11056494462991
2020-12-13,20.0,14.0,0.0,39.0,0.0,37.234042553191486,39.0,56.0,100.0,50.0,16.0,61.0,20.27027027027027,39.0,34.0,0.0,38.0,47.0,39.0,17.0,52.89002279783668
2020-12-14,0.0,0.0,19.0,19.0,0.0,52.12765957446808,19.0,32.0,16.0,16.0,16.0,19.0,39.189189189189186,0.0,16.0,16.0,0.0,23.0,19.0,0.0,25.497892705969967
2020-12-15,60.0,0.0,40.0,38.0,20.0,0.0,58.0,22.0,17.0,16.0,32.0,20.0,0.0,0.0,67.0,16.0,19.0,47.0,0.0,50.0,41.42297561963937
2020-12-16,41.0,14.0,20.0,19.0,41.0,18.085106382978722,20.0,44.0,17.0,32.0,0.0,0.0,0.0,20.0,34.0,33.0,0.0,24.0,19.0,51.0,35.47815222529885
2020-12-17,63.0,15.0,0.0,0.0,21.0,37.234042553191486,0.0,46.0,0.0,17.0,17.0,20.0,0.0,0.0,53.0,17.0,61.0,25.0,0.0,0.0,31.125481191328433
2020-12-18,22.0,15.0,22.0,42.0,22.0,100.0,42.0,72.0,36.0,18.0,18.0,64.0,21.62162162162162,21.0,18.0,0.0,42.0,0.0,0.0,18.0,47.106463524373986
2020-12-19,43.0,0.0,21.0,63.0,22.0,78.72340425531915,0.0,59.0,90.0,70.0,17.0,43.0,66.21621621621621,21.0,18.0,17.0,42.0,25.0,64.0,55.0,64.66901155224245
2020-12-20,23.0,48.0,22.0,43.0,23.0,20.21276595744681,22.0,62.0,18.0,0.0,37.0,45.0,45.945945945945944,22.0,38.0,18.0,22.0,26.0,22.0,38.0,47.22843833906169
2020-12-21,20.0,14.0,40.0,40.0,21.0,19.148936170212767,40.0,57.0,34.0,34.0,34.0,40.0,62.16216216216216,60.0,52.0,33.0,58.0,97.0,40.0,17.0,64.46042686165602
2020-12-22,21.0,45.0,0.0,21.0,0.0,0.0,62.0,23.0,35.0,17.0,34.0,42.0,21.62162162162162,83.0,54.0,52.0,20.0,100.0,0.0,18.0,51.47095329272679
2020-12-23,21.0,0.0,43.0,41.0,22.0,19.148936170212767,21.0,24.0,18.0,17.0,17.0,21.0,21.62162162162162,21.0,18.0,17.0,0.0,25.0,0.0,0.0,29.104842669372967
2020-12-24,0.0,0.0,25.0,0.0,25.0,22.340425531914892,24.0,27.0,41.0,20.0,0.0,24.0,0.0,24.0,0.0,20.0,48.0,0.0,0.0,21.0,25.499763625312358
2020-12-25,0.0,36.0,26.0,0.0,52.0,23.404255319148938,0.0,42.0,21.0,0.0,41.0,50.0,25.675675675675677,0.0,0.0,42.0,0.0,0.0,50.0,21.0,34.12871742546897
2020-12-26,48.0,34.0,24.0,23.0,73.0,21.27659574468085,92.0,52.0,39.0,19.0,78.0,23.0,0.0,47.0,100.0,76.0,45.0,84.0,0.0,100.0,77.63051259539408
2020-12-27,43.0,31.0,0.0,61.0,22.0,38.297872340425535,0.0,23.0,18.0,52.0,0.0,0.0,21.62162162162162,0.0,18.0,17.0,21.0,51.0,21.0,36.0,37.60757786218718
2020-12-28,61.0,28.0,40.0,20.0,41.0,18.085106382978722,39.0,44.0,17.0,16.0,49.0,20.0,0.0,59.0,51.0,33.0,39.0,48.0,0.0,17.0,50.79354359424597
2020-12-29,21.0,15.0,0.0,59.0,21.0,19.148936170212767,20.0,45.0,34.0,50.0,17.0,20.0,63.513513513513516,0.0,17.0,17.0,39.0,0.0,60.0,17.0,42.427796203037644
2020-12-30,21.0,15.0,21.0,21.0,43.0,19.148936170212767,21.0,24.0,0.0,17.0,35.0,21.0,0.0,42.0,36.0,17.0,41.0,50.0,21.0,18.0,38.33997433646249
2020-12-31,0.0,0.0,45.0,0.0,46.0,21.27659574468085,22.0,25.0,19.0,19.0,19.0,46.0,0.0,45.0,19.0,38.0,44.0,0.0,22.0,19.0,35.652056459782536
2021-01-01,49.0,0.0,48.0,0.0,49.0,22.340425531914892,0.0,0.0,0.0,0.0,20.0,24.0,24.324324324324323,48.0,62.0,100.0,0.0,29.0,0.0,41.0,40.999600262111244
2021-01-02,68.0,32.0,67.0,22.0,46.0,62.765957446808514,22.0,88.0,19.0,37.0,37.0,22.0,45.945945945945944,89.0,76.0,37.0,44.0,53.0,88.0,38.0,78.85537154632853
2021-01-03,22.0,15.0,0.0,86.0,0.0,20.21276595744681,0.0,48.0,55.0,54.0,0.0,44.0,90.54054054054055,0.0,0.0,0.0,21.0,0.0,87.0,19.0,44.5775737917968
2021-01-04,40.0,43.0,80.0,0.0,41.0,36.170212765957444,58.0,33.0,16.0,32.0,33.0,20.0,41.891891891891895,59.0,51.0,49.0,77.0,24.0,38.0,34.0,63.96454197156568
2021-01-05,0.0,29.0,81.0,39.0,61.0,37.234042553191486,98.0,67.0,17.0,33.0,49.0,40.0,0.0,60.0,51.0,49.0,59.0,48.0,20.0,51.0,70.56459782535288
2021-01-06,61.0,14.0,61.0,19.0,83.0,18.085106382978722,20.0,33.0,50.0,49.0,100.0,0.0,41.891891891891895,40.0,17.0,16.0,59.0,73.0,78.0,68.0,71.49645255439813
2021-01-07,63.0,59.0,63.0,20.0,42.0,19.148936170212767,100.0,68.0,0.0,17.0,84.0,21.0,0.0,61.0,53.0,84.0,100.0,74.0,20.0,52.0,79.36617815897887
2021-01-08,83.0,15.0,61.0,0.0,0.0,19.148936170212767,60.0,34.0,0.0,34.0,17.0,20.0,63.513513513513516,41.0,17.0,34.0,60.0,0.0,20.0,18.0,47.34776648736263
2021-01-09,43.0,15.0,43.0,42.0,22.0,40.42553191489362,63.0,48.0,36.0,18.0,35.0,22.0,89.1891891891892,65.0,18.0,71.0,21.0,26.0,42.0,92.0,67.57934066977089
2021-01-10,45.0,16.0,44.0,65.0,0.0,40.42553191489362,22.0,98.0,74.0,73.0,18.0,22.0,68.91891891891892,22.0,19.0,72.0,0.0,53.0,65.0,57.0,69.38304381236779
2021-01-11,20.0,14.0,0.0,0.0,21.0,37.234042553191486,20.0,45.0,50.0,16.0,17.0,40.0,41.891891891891895,0.0,34.0,16.0,0.0,0.0,60.0,0.0,34.29107671864477
2021-01-12,20.0,0.0,20.0,40.0,0.0,18.085106382978722,20.0,23.0,34.0,17.0,33.0,40.0,20.27027027027027,20.0,0.0,17.0,0.0,24.0,20.0,17.0,30.420920346293485
2021-01-13,61.0,14.0,40.0,19.0,82.0,18.085106382978722,39.0,100.0,33.0,33.0,16.0,100.0,82.43243243243244,40.0,68.0,0.0,77.0,47.0,39.0,34.0,74.7928755391442
2021-01-14,41.0,0.0,40.0,39.0,21.0,18.085106382978722,39.0,33.0,83.0,82.0,33.0,0.0,82.43243243243244,0.0,51.0,33.0,0.0,47.0,20.0,34.0,55.271703120693466
2021-01-15,42.0,30.0,21.0,20.0,0.0,37.234042553191486,41.0,35.0,17.0,17.0,51.0,41.0,0.0,21.0,18.0,68.0,61.0,75.0,41.0,54.0,54.77308029985818
2021-01-16,44.0,16.0,0.0,42.0,0.0,40.42553191489362,65.0,36.0,55.0,0.0,35.0,44.0,66.21621621621621,0.0,0.0,18.0,21.0,51.0,0.0,18.0,43.77517755480882
2021-01-17,0.0,30.0,0.0,20.0,21.0,0.0,21.0,48.0,0.0,17.0,17.0,21.0,0.0,0.0,18.0,17.0,0.0,0.0,63.0,18.0,24.679205781049507
2021-01-18,41.0,14.0,40.0,38.0,41.0,36.170212765957444,39.0,33.0,33.0,48.0,16.0,20.0,60.810810810810814,39.0,51.0,33.0,58.0,47.0,40.0,34.0,60.466516019632806
2021-01-19,41.0,15.0,0.0,20.0,21.0,37.234042553191486,0.0,23.0,17.0,33.0,17.0,0.0,40.54054054054054,20.0,17.0,17.0,0.0,0.0,20.0,17.0,28.232264140955976
2021-01-20,38.0,27.0,38.0,0.0,39.0,0.0,19.0,21.0,16.0,16.0,16.0,0.0,0.0,37.0,32.0,46.0,55.0,68.0,19.0,65.0,43.80360640237726
2021-01-21,19.0,0.0,20.0,38.0,40.0,18.085106382978722,19.0,43.0,33.0,48.0,16.0,39.0,40.54054054054054,77.0,17.0,32.0,38.0,47.0,19.0,0.0,47.900326543873526
