,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,36.0,16.0,28.0,71.0,0.0,14.0,94.0,0.0,14.0,35.0,27.0,0.0,19.0,31.0,66.66666666666667,35.0,48.0,33.0,55.670103092783506,35.0,48.80331278568974
2020-10-06,18.0,16.0,14.0,0.0,17.0,0.0,39.0,16.0,14.0,18.0,36.0,16.3265306122449,19.0,16.0,16.666666666666668,17.0,0.0,17.0,18.556701030927837,0.0,22.87318267626156
2020-10-07,18.0,32.0,0.0,60.0,17.0,15.0,39.0,16.0,0.0,36.0,18.0,0.0,0.0,0.0,16.666666666666668,0.0,39.0,17.0,0.0,0.0,23.993807268894635
2020-10-08,58.0,17.0,60.0,39.0,18.0,31.0,21.0,17.0,29.0,57.0,29.0,0.0,42.0,0.0,36.904761904761905,76.0,52.0,36.0,60.824742268041234,57.0,54.61466240709746
2020-10-09,21.0,0.0,16.0,14.0,19.0,17.0,22.0,19.0,16.0,0.0,21.0,0.0,0.0,18.0,19.047619047619047,0.0,22.0,20.0,0.0,20.0,19.574174092396756
2020-10-10,21.0,0.0,65.0,15.0,40.0,51.0,46.0,59.0,33.0,43.0,43.0,57.142857142857146,23.0,19.0,40.476190476190474,42.0,34.0,40.0,45.36082474226804,63.0,57.820865286471
2020-10-11,41.0,0.0,32.0,0.0,58.0,50.0,22.0,0.0,0.0,41.0,41.0,18.367346938775512,90.0,36.0,39.285714285714285,20.0,22.0,19.0,21.649484536082475,41.0,43.90811471015906
2020-10-12,0.0,53.0,15.0,26.0,18.0,32.0,0.0,18.0,30.0,19.0,79.0,0.0,21.0,52.0,0.0,39.0,42.0,19.0,20.61855670103093,39.0,38.74235507095494
2020-10-13,39.0,88.0,15.0,0.0,37.0,32.0,0.0,36.0,30.0,58.0,80.0,53.06122448979592,21.0,0.0,36.904761904761905,19.0,21.0,55.0,41.23711340206186,20.0,50.572553124910144
2020-10-14,19.0,34.0,15.0,0.0,35.0,30.0,0.0,34.0,43.0,74.0,19.0,33.673469387755105,40.0,16.0,17.857142857142858,18.0,81.0,35.0,39.175257731958766,19.0,44.679325903366134
2020-10-15,20.0,35.0,31.0,40.0,18.0,16.0,21.0,0.0,46.0,40.0,40.0,17.346938775510203,0.0,35.0,55.95238095238095,39.0,32.0,56.0,82.47422680412372,78.0,52.09746558959853
