date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,5.0,5.0,12.0,12.0,5.0,5.0,10.0,5.0,5.0,11.0,8.342602892102335,0
2020-01-02,5.0,0.0,15.0,0.0,8.0,13.0,13.0,10.0,22.0,5.0,10.122358175750833,0
2020-01-03,24.0,14.0,16.0,5.0,9.0,13.0,18.0,20.0,18.0,15.0,16.907675194660733,0
2020-01-04,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,1.668520578420467,0
2020-01-05,10.0,5.0,17.0,6.0,14.0,14.0,10.0,16.0,19.0,16.0,14.126807563959954,0
2020-01-06,5.0,4.0,20.0,10.0,0.0,4.0,4.0,5.0,9.0,10.0,7.897664071190211,0
2020-01-07,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.4460511679644048,0
2020-01-08,0.0,8.0,10.0,5.0,0.0,0.0,8.0,0.0,0.0,5.0,4.004449388209121,0
2020-01-09,5.0,0.0,0.0,5.0,0.0,8.0,4.0,5.0,4.0,0.0,3.4482758620689653,0
2020-01-10,0.0,0.0,5.0,0.0,4.0,9.0,5.0,5.0,9.0,0.0,4.115684093437152,0
2020-01-11,0.0,9.0,11.0,11.0,4.0,0.0,5.0,0.0,5.0,0.0,5.005561735261401,0
2020-01-12,10.0,14.0,11.0,17.0,4.0,9.0,19.0,10.0,5.0,5.0,11.568409343715238,0
2020-01-13,12.0,11.0,13.0,18.0,14.0,11.0,4.0,16.0,0.0,12.0,12.347052280311456,0
2020-01-14,8.0,15.0,4.0,18.0,21.0,14.0,19.0,21.0,15.0,13.0,16.46273637374861,0
2020-01-15,14.0,17.0,15.0,10.0,4.0,4.0,13.0,9.0,13.0,10.0,12.124582869855393,0
2020-01-16,9.0,18.0,15.0,5.0,4.0,13.0,0.0,29.0,13.0,5.0,12.347052280311456,0
2020-01-17,0.0,4.0,0.0,5.0,9.0,0.0,5.0,10.0,9.0,5.0,5.2280311457174635,0
2020-01-18,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0,5.0,2.7808676307007785,0
2020-01-19,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,5.0,2.1134593993325916,0
2020-01-20,5.0,4.0,0.0,16.0,8.0,13.0,9.0,0.0,4.0,15.0,8.231368186874304,0
2020-01-21,5.0,9.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,3.6707452725250276,0
2020-01-22,5.0,0.0,0.0,10.0,4.0,4.0,4.0,0.0,4.0,0.0,3.4482758620689653,0
2020-01-23,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.557285873192436,0
2020-01-24,5.0,13.0,21.0,11.0,17.0,9.0,4.0,10.0,14.0,5.0,12.124582869855393,0
2020-01-25,5.0,5.0,11.0,6.0,0.0,5.0,5.0,11.0,10.0,0.0,6.451612903225806,0
2020-01-26,0.0,14.0,0.0,5.0,9.0,9.0,9.0,10.0,0.0,10.0,7.341490545050055,0
2020-01-27,9.0,8.0,10.0,15.0,12.0,8.0,16.0,14.0,8.0,9.0,12.124582869855393,0
2020-01-28,23.0,13.0,25.0,15.0,16.0,16.0,17.0,9.0,22.0,19.0,19.46607341490545,0
2020-01-29,5.0,0.0,10.0,10.0,0.0,0.0,0.0,5.0,9.0,5.0,4.894327030033371,0
2020-01-30,0.0,4.0,10.0,0.0,8.0,4.0,9.0,5.0,9.0,10.0,6.562847608453837,0
2020-01-31,5.0,9.0,5.0,11.0,4.0,9.0,0.0,5.0,4.0,10.0,6.896551724137931,0
2020-02-01,16.0,5.0,6.0,0.0,9.0,5.0,0.0,5.0,0.0,11.0,6.340378197997775,0
2020-02-02,10.0,5.0,0.0,16.0,13.0,0.0,5.0,5.0,5.0,5.0,7.119021134593993,0
