,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-11-04,43.0,54.0,41.0,40.86021505376344,70.0,41.0,55.0,54.0,50.0,56.0,27.0,65.0,64.0,60.0,46.15384615384615,51.041666666666664,33.70786516853933,34.0,25.0,64.21052631578948,67.53260625472595
2020-11-05,44.0,35.0,37.0,34.40860215053763,47.0,67.0,57.0,50.0,51.0,37.0,69.0,24.0,37.0,62.0,61.53846153846154,45.833333333333336,34.831460674157306,28.0,70.0,52.63157894736842,65.40401324440154
2020-11-06,100.0,67.0,46.0,51.61290322580645,21.0,45.0,67.0,82.0,100.0,77.0,22.0,71.0,54.0,72.0,86.81318681318682,48.958333333333336,43.82022471910113,58.0,47.0,83.15789473684211,86.12281225673468
2020-11-07,14.0,63.0,50.0,38.70967741935484,81.0,20.0,24.0,48.0,49.0,100.0,46.0,27.0,100.0,46.0,69.23076923076923,43.75,70.78651685393258,71.0,21.0,96.84210526315789,74.76016875424813
2020-11-08,67.0,91.0,29.0,64.51612903225806,23.0,57.0,83.0,75.0,95.0,35.0,64.0,100.0,35.0,81.0,61.53846153846154,53.125,65.1685393258427,73.0,59.0,38.94736842105263,86.60303069940626
2020-11-09,67.0,83.0,33.0,81.72043010752688,21.0,65.0,67.0,75.0,87.0,39.0,51.0,52.0,55.0,94.0,60.43956043956044,77.08333333333333,96.62921348314607,81.0,74.0,35.78947368421053,89.74538984568962
2020-11-10,34.0,46.0,34.0,66.66666666666667,63.0,60.0,69.0,54.0,96.0,63.0,37.0,39.0,72.0,60.0,65.93406593406593,56.25,75.28089887640449,45.0,54.0,50.526315789473685,79.00887058905303
2020-11-11,35.0,70.0,69.0,38.70967741935484,36.0,61.0,47.0,47.0,49.0,49.0,53.0,40.0,74.0,38.0,62.637362637362635,51.041666666666664,76.40449438202248,38.0,42.0,51.578947368421055,71.23127681778564
2020-11-12,20.0,45.0,34.0,37.634408602150536,50.0,33.0,61.0,61.0,16.0,48.0,44.0,32.0,73.0,44.0,51.64835164835165,48.958333333333336,44.943820224719104,7.0,21.0,43.1578947368421,56.47557587307222
2020-11-13,55.0,54.0,20.0,67.74193548387096,58.0,33.0,47.0,62.0,73.0,48.0,45.0,33.0,40.0,38.0,71.42857142857143,50.0,30.337078651685392,53.0,42.0,22.105263157894736,65.29106885961984
2020-11-14,68.0,68.0,45.0,33.333333333333336,40.0,66.0,84.0,76.0,79.0,18.0,49.0,65.0,45.0,66.0,83.51648351648352,69.79166666666667,49.438202247191015,100.0,61.0,47.36842105263158,84.05075743146696
2020-11-15,60.0,42.0,44.0,33.333333333333336,62.0,66.0,51.0,25.0,44.0,35.0,33.0,29.0,70.0,16.0,97.8021978021978,15.625,49.438202247191015,58.0,38.0,47.36842105263158,63.48698649274666
2020-11-16,54.0,76.0,47.0,96.7741935483871,49.0,66.0,61.0,68.0,87.0,32.0,66.0,52.0,48.0,74.0,89.01098901098901,84.375,88.76404494382022,76.0,68.0,42.10526315789474,91.77955916161393
2020-11-17,34.0,83.0,46.0,73.11827956989248,63.0,52.0,67.0,83.0,71.0,55.0,51.0,45.0,55.0,65.0,87.91208791208791,56.25,44.943820224719104,60.0,27.0,64.21052631578948,81.97184826078386
