date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751,batch_id
2020-01-01,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.9375,0
2020-01-02,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4166666666666667,0
2020-01-03,4.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,1.0,5.0,3.0208333333333335,0
2020-01-04,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.9375,0
2020-01-05,1.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,1.5625,0
2020-01-06,3.0,3.0,0.0,2.0,3.0,2.0,0.0,3.0,4.0,1.0,2.1875,0
2020-01-07,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.8333333333333334,0
2020-01-08,1.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.3541666666666667,0
2020-01-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0
2020-01-10,0.0,4.0,2.0,2.0,4.0,5.0,0.0,1.0,1.0,4.0,2.395833333333333,0
2020-01-11,4.0,4.0,1.0,3.0,1.0,3.0,6.0,4.0,3.0,4.0,3.4375,0
2020-01-12,0.0,1.0,3.0,4.0,6.0,4.0,1.0,3.0,0.0,5.0,2.8125,0
2020-01-13,5.0,4.0,4.0,2.0,5.0,4.0,6.0,8.0,6.0,4.0,5.0,0
2020-01-14,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.9375,0
2020-01-15,0.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.6666666666666667,0
2020-01-16,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7291666666666666,0
2020-01-17,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.3541666666666667,0
2020-01-18,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.20833333333333334,0
2020-01-19,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.5625,0
