date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.40567951318458423,0
2020-01-02,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0141987829614605,0
2020-01-03,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,1.926977687626775,0
2020-01-04,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.3184584178498986,0
2020-01-05,1.0,2.0,2.0,4.0,2.0,0.0,3.0,1.0,3.0,2.0,2.028397565922921,0
2020-01-06,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.3184584178498986,0
2020-01-07,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5070993914807302,0
2020-01-08,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9127789046653144,0
2020-01-09,3.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.4340770791075053,0
2020-01-10,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.2170385395537526,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-12,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,3.0,4.0,2.028397565922921,0
2020-01-13,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40567951318458423,0
2020-01-14,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8113590263691685,0
2020-01-15,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.129817444219067,0
2020-01-16,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.1156186612576067,0
2020-01-17,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.622718052738337,0
2020-01-18,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,3.0,1.1156186612576067,0
2020-01-19,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0141987829614605,0
2020-01-20,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.622718052738337,0
2020-01-21,3.0,1.0,2.0,6.0,1.0,3.0,4.0,3.0,3.0,2.0,2.8397565922920895,0
2020-01-22,3.0,5.0,4.0,7.0,4.0,4.0,2.0,4.0,1.0,2.0,3.6511156186612577,0
2020-01-23,3.0,6.0,5.0,7.0,3.0,3.0,5.0,5.0,5.0,6.0,4.8681541582150105,0
2020-01-24,6.0,7.0,3.0,9.0,5.0,6.0,4.0,7.0,5.0,7.0,5.983772819472617,0
2020-01-25,6.0,13.0,13.0,7.0,10.0,8.0,6.0,10.0,9.0,14.0,9.736308316430021,0
2020-01-26,7.0,8.0,8.0,14.0,13.0,10.0,9.0,11.0,15.0,10.0,10.649087221095336,0
2020-01-27,13.0,16.0,14.0,13.0,15.0,16.0,17.0,10.0,12.0,15.0,14.300202839756594,0
2020-01-28,20.0,16.0,19.0,10.0,14.0,16.0,17.0,15.0,10.0,16.0,15.517241379310345,0
2020-01-29,10.0,8.0,11.0,11.0,10.0,12.0,17.0,8.0,9.0,10.0,10.75050709939148,0
2020-01-30,19.0,12.0,13.0,20.0,21.0,13.0,17.0,14.0,12.0,9.0,15.212981744421908,0
2020-01-31,17.0,14.0,13.0,16.0,14.0,7.0,14.0,15.0,12.0,16.0,13.995943204868155,0
2020-02-01,14.0,11.0,10.0,9.0,6.0,7.0,9.0,9.0,12.0,8.0,9.634888438133874,0
2020-02-02,12.0,13.0,11.0,9.0,8.0,10.0,10.0,8.0,9.0,8.0,9.939148073022315,0
2020-02-03,8.0,8.0,5.0,8.0,8.0,8.0,9.0,12.0,7.0,12.0,8.620689655172415,0
2020-02-04,9.0,7.0,7.0,6.0,10.0,6.0,8.0,6.0,6.0,6.0,7.200811359026369,0
2020-02-05,7.0,6.0,6.0,3.0,6.0,5.0,10.0,4.0,5.0,3.0,5.578093306288033,0
2020-02-06,7.0,6.0,8.0,5.0,4.0,6.0,8.0,4.0,5.0,3.0,5.679513184584179,0
2020-02-07,7.0,7.0,4.0,6.0,5.0,5.0,6.0,6.0,7.0,5.0,5.882352941176471,0
2020-02-08,7.0,4.0,5.0,6.0,5.0,4.0,4.0,4.0,7.0,5.0,5.172413793103448,0
