,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,0.0,56.0,0.0,30.0,0.0,30.0,0.0,24.0,52.0,24.0,0.0,48.0,46.0,38.0,22.0,26.0,19.0,60.49382716049383,0.0,39.560524033267264
2020-10-06,37.0,19.0,19.0,0.0,91.25,0.0,31.0,72.0,24.0,0.0,97.0,0.0,24.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,37.793062739479275
2020-10-07,18.0,37.0,0.0,19.0,45.0,20.0,0.0,0.0,0.0,0.0,24.0,19.0,24.0,23.0,38.0,0.0,25.0,19.0,30.864197530864196,22.580645161290324,30.321379867791414
2020-10-08,19.0,20.0,20.0,0.0,0.0,0.0,33.0,25.0,0.0,28.0,0.0,20.0,0.0,0.0,0.0,23.0,27.0,41.0,32.098765432098766,23.655913978494624,25.937620601630833
2020-10-09,20.0,21.0,0.0,43.0,71.25,0.0,69.0,0.0,81.0,30.0,54.0,22.0,27.0,52.0,0.0,0.0,0.0,22.0,34.5679012345679,25.806451612903224,47.64166889007857
2020-10-10,44.0,45.0,23.0,0.0,37.5,25.0,0.0,0.0,0.0,32.0,59.0,24.0,29.0,57.0,23.0,0.0,31.0,0.0,0.0,54.83870967741935,40.29640779746207
2020-10-11,0.0,0.0,0.0,0.0,33.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.807960082459935
2020-10-12,39.0,20.0,0.0,21.0,32.5,22.0,0.0,0.0,26.0,57.0,26.0,0.0,0.0,25.0,0.0,46.0,55.0,62.0,64.19753086419753,48.38709677419355,45.26719750781273
2020-10-13,0.0,20.0,42.0,42.0,33.75,44.0,34.0,0.0,26.0,29.0,26.0,0.0,26.0,26.0,0.0,47.0,28.0,42.0,65.4320987654321,49.46236559139785,48.30893268193508
2020-10-14,56.0,0.0,59.0,0.0,63.75,21.0,64.0,25.0,0.0,55.0,25.0,20.0,50.0,25.0,60.0,22.0,54.0,0.0,0.0,47.31182795698925,53.834778778867665
2020-10-15,0.0,0.0,42.0,41.0,66.25,22.0,100.0,0.0,52.0,28.0,26.0,21.0,79.0,25.0,42.0,0.0,56.0,42.0,65.4320987654321,100.0,67.19819533780137
2020-10-16,0.0,0.0,44.0,64.0,35.0,0.0,35.0,0.0,55.0,30.0,0.0,0.0,27.0,79.0,43.0,24.0,0.0,22.0,0.0,51.61290322580645,42.399190807839474
2020-10-17,0.0,0.0,0.0,23.0,76.25,50.0,0.0,0.0,30.0,32.0,0.0,0.0,30.0,0.0,0.0,27.0,0.0,24.0,37.03703703703704,27.956989247311828,29.722280459369465
2020-10-18,44.0,0.0,46.0,23.0,73.75,73.0,38.0,0.0,59.0,32.0,59.0,0.0,59.0,28.0,23.0,0.0,0.0,24.0,37.03703703703704,26.881720430107528,53.71887696175547
2020-10-19,19.0,20.0,0.0,0.0,32.5,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,27.0,21.0,32.098765432098766,24.731182795698924,19.495974540698047
2020-10-20,58.0,20.0,20.0,0.0,32.5,22.0,0.0,51.0,26.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,32.098765432098766,0.0,30.41738487496197
2020-10-21,19.0,39.0,20.0,39.0,31.25,21.0,0.0,0.0,50.0,55.0,25.0,0.0,0.0,0.0,20.0,22.0,53.0,20.0,32.098765432098766,48.38709677419355,41.161438590716074
