date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-01-29,14.0,10.0,10.0,13.0,11.0,19.0,13.0,12.0,13.0,16.0,21.0,15.0,19.0,13.0,9.0,20.0,10.0,16.0,7.0,13.0,14.101904271744724
2020-01-30,18.0,10.0,19.0,16.0,21.0,15.0,20.0,19.0,22.0,18.0,19.0,24.0,23.0,13.0,17.0,28.0,20.0,24.0,16.0,13.0,19.30005146680391
2020-01-31,23.0,23.0,16.0,28.0,23.0,18.0,16.0,26.0,16.0,19.0,23.0,18.0,16.0,21.0,17.0,16.0,23.0,26.0,28.0,16.0,21.204323211528564
2020-02-01,10.0,11.0,8.0,14.0,13.0,13.0,20.0,16.0,15.0,10.0,20.0,13.0,12.0,14.0,12.0,14.0,17.0,12.0,14.0,10.0,13.793103448275861
2020-02-02,14.0,13.0,10.0,8.0,10.0,11.0,12.0,16.0,10.0,13.0,11.0,14.0,11.0,9.0,9.0,17.0,14.0,10.0,13.0,12.0,12.19763252702007
2020-02-03,13.0,12.0,11.0,14.0,12.0,11.0,11.0,12.0,12.0,9.0,11.0,12.0,12.0,10.0,10.0,12.0,11.0,10.0,9.0,11.0,11.580030880082345
2020-02-04,11.0,9.0,13.0,8.0,10.0,14.0,10.0,10.0,12.0,11.0,8.0,10.0,9.0,13.0,7.0,11.0,10.0,11.0,10.0,10.0,10.653628409675758
2020-02-05,15.0,7.0,10.0,7.0,5.0,9.0,8.0,9.0,11.0,14.0,11.0,9.0,10.0,7.0,7.0,14.0,11.0,7.0,8.0,12.0,9.830159547092126
2020-02-06,6.0,9.0,12.0,9.0,2.0,7.0,7.0,10.0,9.0,9.0,5.0,5.0,7.0,3.0,6.0,6.0,10.0,11.0,10.0,3.0,7.514153371075656
2020-02-07,12.0,10.0,8.0,10.0,6.0,7.0,12.0,10.0,14.0,10.0,16.0,11.0,11.0,11.0,12.0,12.0,6.0,7.0,9.0,13.0,10.653628409675758
2020-02-08,9.0,10.0,3.0,8.0,10.0,13.0,7.0,7.0,10.0,8.0,12.0,11.0,10.0,4.0,12.0,8.0,10.0,7.0,13.0,6.0,9.161091096242922
2020-02-09,10.0,8.0,8.0,13.0,12.0,10.0,8.0,8.0,6.0,10.0,12.0,11.0,17.0,6.0,10.0,10.0,9.0,7.0,5.0,6.0,9.572825527534741
2020-02-10,4.0,5.0,8.0,7.0,8.0,5.0,14.0,8.0,9.0,9.0,6.0,8.0,7.0,7.0,10.0,7.0,10.0,6.0,10.0,7.0,7.97735460627895
2020-02-11,6.0,9.0,15.0,15.0,10.0,9.0,7.0,10.0,4.0,11.0,10.0,14.0,11.0,9.0,8.0,10.0,11.0,12.0,12.0,7.0,10.29336078229542
2020-02-12,11.0,5.0,9.0,5.0,6.0,10.0,8.0,8.0,9.0,10.0,7.0,5.0,13.0,5.0,7.0,10.0,11.0,8.0,12.0,6.0,8.492022645393721
2020-02-13,6.0,6.0,5.0,9.0,3.0,5.0,4.0,8.0,4.0,6.0,3.0,3.0,4.0,5.0,6.0,9.0,5.0,9.0,9.0,6.0,5.918682449819866
2020-02-14,12.0,11.0,8.0,9.0,12.0,8.0,10.0,7.0,12.0,9.0,16.0,12.0,8.0,11.0,7.0,7.0,6.0,8.0,10.0,10.0,9.93309315491508
2020-02-15,5.0,5.0,7.0,9.0,6.0,8.0,14.0,8.0,10.0,4.0,9.0,7.0,10.0,6.0,5.0,14.0,6.0,6.0,13.0,9.0,8.286155429747813
2020-02-16,7.0,7.0,12.0,9.0,10.0,10.0,9.0,7.0,10.0,7.0,8.0,8.0,7.0,8.0,5.0,11.0,10.0,7.0,9.0,10.0,8.800823468862584
2020-02-17,8.0,6.0,11.0,8.0,8.0,14.0,10.0,11.0,3.0,9.0,13.0,13.0,9.0,12.0,6.0,7.0,9.0,13.0,13.0,14.0,10.138960370560987
2020-02-18,14.0,11.0,18.0,14.0,13.0,13.0,16.0,11.0,13.0,13.0,16.0,17.0,16.0,13.0,12.0,13.0,15.0,15.0,10.0,15.0,14.307771487390632
2020-02-19,11.0,6.0,8.0,7.0,7.0,6.0,10.0,10.0,9.0,10.0,5.0,6.0,10.0,8.0,6.0,11.0,9.0,6.0,7.0,9.0,8.286155429747813
2020-02-20,8.0,7.0,11.0,7.0,6.0,8.0,8.0,8.0,4.0,6.0,6.0,3.0,8.0,7.0,7.0,9.0,11.0,4.0,9.0,6.0,7.3597529593412245
2020-02-21,5.0,4.0,7.0,9.0,7.0,3.0,11.0,6.0,2.0,6.0,6.0,9.0,7.0,5.0,5.0,6.0,3.0,6.0,10.0,6.0,6.330416881111683
2020-02-22,10.0,12.0,9.0,17.0,5.0,9.0,16.0,8.0,8.0,11.0,7.0,10.0,11.0,11.0,11.0,14.0,8.0,9.0,9.0,6.0,10.344827586206897
2020-02-23,15.0,13.0,19.0,19.0,19.0,12.0,24.0,28.0,19.0,17.0,18.0,16.0,14.0,13.0,13.0,22.0,18.0,10.0,18.0,15.0,17.601646937725167
2020-02-24,23.0,19.0,16.0,23.0,22.0,22.0,24.0,34.0,22.0,21.0,20.0,23.0,23.0,14.0,18.0,23.0,18.0,12.0,27.0,16.0,21.61605764282038
2020-02-25,17.0,17.0,19.0,20.0,9.0,20.0,19.0,19.0,20.0,20.0,13.0,18.0,13.0,16.0,13.0,26.0,18.0,17.0,16.0,20.0,18.013381369016983
2020-02-26,26.0,25.0,22.0,33.0,18.0,23.0,31.0,27.0,32.0,30.0,26.0,33.0,26.0,19.0,21.0,25.0,26.0,22.0,30.0,20.0,26.505404014410704
2020-02-27,30.0,25.0,26.0,34.0,25.0,25.0,27.0,38.0,28.0,33.0,32.0,34.0,22.0,19.0,29.0,29.0,19.0,29.0,34.0,32.0,29.336078229541943
2020-02-28,60.0,42.0,55.0,64.0,54.0,47.0,40.0,67.0,53.0,37.0,43.0,51.0,46.0,52.0,55.0,57.0,55.0,56.0,61.0,52.0,53.88574369531652
2020-02-29,46.0,30.0,42.0,46.0,29.0,36.0,34.0,38.0,41.0,32.0,37.0,33.0,34.0,37.0,42.0,42.0,34.0,41.0,37.0,41.0,38.70303654143078
2020-03-01,63.0,47.0,49.0,49.0,46.0,43.0,56.0,46.0,46.0,50.0,50.0,42.0,43.0,35.0,42.0,52.0,54.0,53.0,51.0,35.0,48.99639732372619
2020-03-02,90.0,66.0,74.0,83.0,71.0,74.0,71.0,83.0,78.0,57.0,88.0,71.0,77.0,60.0,66.0,70.0,81.0,73.0,95.0,62.0,76.68553782810088
2020-03-03,65.0,56.0,59.0,81.0,61.0,74.0,77.0,77.0,67.0,67.0,77.0,68.0,67.0,62.0,58.0,82.0,68.0,61.0,82.0,57.0,70.30365414307771
2020-03-04,47.0,52.0,52.0,62.0,44.0,40.0,56.0,48.0,50.0,48.0,53.0,46.0,50.0,41.0,55.0,56.0,51.0,54.0,65.0,46.0,52.290272774060725
2020-03-05,48.0,38.0,41.0,42.0,43.0,51.0,39.0,45.0,36.0,44.0,43.0,46.0,45.0,40.0,34.0,38.0,46.0,44.0,50.0,26.0,43.180648481729285
2020-03-06,49.0,39.0,50.0,46.0,38.0,36.0,40.0,47.0,48.0,46.0,45.0,46.0,45.0,42.0,44.0,52.0,33.0,37.0,55.0,39.0,45.13638703036541
2020-03-07,45.0,36.0,37.0,55.0,40.0,53.0,46.0,44.0,52.0,40.0,45.0,36.0,47.0,49.0,43.0,48.0,50.0,58.0,53.0,45.0,47.45239320638188
2020-03-08,35.0,29.0,35.0,42.0,28.0,27.0,33.0,49.0,30.0,27.0,44.0,38.0,31.0,27.0,25.0,36.0,30.0,43.0,35.0,31.0,34.74009264024704
2020-03-09,56.0,42.0,48.0,40.0,40.0,61.0,35.0,50.0,48.0,44.0,46.0,51.0,50.0,44.0,52.0,46.0,37.0,51.0,47.0,37.0,47.60679361811631
2020-03-10,53.0,42.0,37.0,41.0,43.0,47.0,52.0,52.0,48.0,42.0,50.0,41.0,49.0,42.0,47.0,41.0,35.0,53.0,45.0,42.0,46.42305712815234
