date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-11-07,22.0,16.0,18.0,0.0,13.0,0.0,43.0,31.0,16.49484536082474,47.0,29.0,63.0,0.0,31.0,63.0,38.0,15.0,41.0,11.702127659574469,46.25,41.627018034327854
2020-11-08,49.0,18.0,0.0,19.0,14.0,14.0,49.0,86.0,37.11340206185567,13.0,33.0,70.0,16.0,0.0,47.0,52.0,34.0,15.0,26.595744680851062,51.25,49.23546340264926
2020-11-09,12.0,50.0,19.0,54.0,0.0,27.0,31.0,33.0,35.05154639175258,38.0,16.0,27.0,15.0,33.0,45.0,20.0,49.0,30.0,25.53191489361702,32.5,45.26918165055146
2020-11-10,36.0,17.0,0.0,36.0,57.0,13.0,0.0,17.0,0.0,25.0,16.0,55.0,31.0,65.0,67.0,30.0,32.0,60.0,0.0,16.25,43.82922354365696
2020-11-11,12.0,16.0,55.0,36.0,0.0,13.0,31.0,0.0,35.05154639175258,25.0,31.0,27.0,30.0,32.0,45.0,39.0,32.0,15.0,37.234042553191486,16.25,40.334017017187406
2020-11-12,24.0,34.0,19.0,18.0,43.0,0.0,16.0,34.0,0.0,13.0,48.0,28.0,16.0,17.0,23.0,61.0,50.0,15.0,12.76595744680851,17.5,37.408019225883166
2020-11-13,12.0,52.0,19.0,56.0,14.0,0.0,32.0,33.0,37.11340206185567,13.0,16.0,27.0,32.0,50.0,23.0,41.0,49.0,30.0,12.76595744680851,82.5,48.27364516137148
2020-11-14,37.0,17.0,20.0,56.0,14.0,14.0,49.0,17.0,55.670103092783506,0.0,0.0,28.0,32.0,17.0,92.0,41.0,33.0,15.0,38.297872340425535,17.5,45.37503804843198
2020-11-15,25.0,86.0,78.0,94.0,29.0,56.0,16.0,17.0,73.19587628865979,0.0,65.0,14.0,32.0,85.0,71.0,52.0,68.0,31.0,53.191489361702125,35.0,74.95790145393227
2020-11-16,0.0,33.0,74.0,18.0,42.0,13.0,0.0,0.0,17.52577319587629,0.0,46.0,27.0,15.0,32.0,22.0,40.0,32.0,29.0,25.53191489361702,0.0,35.63357452335691
2020-11-17,12.0,34.0,19.0,55.0,14.0,28.0,16.0,17.0,17.52577319587629,38.0,48.0,14.0,31.0,49.0,46.0,50.0,0.0,60.0,51.06382978723404,100.0,53.48882529082419
2020-11-18,36.0,33.0,75.0,72.0,42.0,27.0,32.0,67.0,52.577319587628864,38.0,15.0,68.0,15.0,32.0,68.0,40.0,0.0,15.0,37.234042553191486,50.0,62.29838523712453
2020-11-19,35.0,0.0,55.0,72.0,56.0,27.0,16.0,33.0,35.05154639175258,0.0,62.0,0.0,16.0,48.0,66.0,79.0,32.0,0.0,38.297872340425535,32.5,53.73806243548538
2020-11-20,0.0,0.0,19.0,37.0,14.0,14.0,16.0,51.0,18.556701030927837,26.0,0.0,0.0,16.0,17.0,0.0,21.0,34.0,15.0,0.0,17.5,24.164884085399546
2020-11-21,25.0,17.0,38.0,37.0,15.0,28.0,16.0,51.0,0.0,0.0,16.0,56.0,32.0,17.0,0.0,41.0,17.0,15.0,25.53191489361702,17.5,35.478689104690005
2020-11-22,12.0,17.0,40.0,0.0,0.0,28.0,17.0,35.0,0.0,0.0,0.0,29.0,33.0,34.0,24.0,42.0,17.0,16.0,13.829787234042554,0.0,27.358747030545242
2020-11-23,25.0,17.0,19.0,0.0,0.0,0.0,33.0,34.0,18.556701030927837,26.0,0.0,14.0,16.0,0.0,23.0,20.0,16.0,0.0,0.0,51.25,23.916397427716362
