,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-05,0.0,35.0,0.0,47.916666666666664,0.0,0.0,29.0,0.0,43.0,47.0,0.0,46.3768115942029,47.0,43.0,53.84615384615385,84.61538461538461,48.0,0.0,44.0,47.0,57.464714336985075
2020-10-06,0.0,35.0,0.0,48.958333333333336,44.0,43.0,29.0,48.45360824742268,43.0,0.0,34.73684210526316,47.82608695652174,93.0,42.0,53.84615384615385,43.58974358974359,98.0,0.0,44.0,47.0,74.23090567980748
2020-10-07,95.0,36.0,42.0,47.916666666666664,0.0,42.0,30.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,42.30769230769231,49.0,47.0,43.0,0.0,48.64273628393764
2020-10-08,49.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,44.87179487179487,0.0,0.0,0.0,0.0,17.53294529657296
2020-10-09,0.0,0.0,46.0,0.0,48.0,0.0,32.0,54.63917525773196,0.0,0.0,37.89473684210526,52.17391304347826,0.0,48.0,0.0,48.717948717948715,0.0,52.0,0.0,52.0,43.99533368031401
2020-10-10,0.0,41.0,100.0,56.25,50.0,0.0,67.0,0.0,99.0,55.0,38.94736842105263,0.0,53.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,61.612251872968734
2020-10-11,49.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,44.87179487179487,0.0,0.0,0.0,0.0,17.439621307687148
2020-10-12,50.0,38.0,91.0,0.0,92.0,46.0,30.0,0.0,47.0,100.0,35.78947368421053,100.0,0.0,46.0,0.0,44.87179487179487,52.0,100.0,0.0,100.0,90.77262941638057
2020-10-13,0.0,0.0,44.0,0.0,44.0,0.0,30.0,48.45360824742268,0.0,48.0,35.78947368421053,0.0,49.0,44.0,0.0,43.58974358974359,0.0,0.0,0.0,0.0,36.10078230962427
2020-10-14,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.78947368421053,0.0,47.0,0.0,0.0,43.58974358974359,0.0,48.0,0.0,0.0,19.63342773468035
