,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-01-29,27.0,30.0,31.0,27.0,29.0,27.0,23.0,26.0,27.0,31.0,28.0,24.0,23.0,24.0,30.0,22.0,24.0,21.0,25.0,26.0,26.395173453996982
2020-01-30,27.0,22.0,32.0,29.0,25.0,32.0,24.0,28.0,23.0,27.0,32.0,29.0,26.0,23.0,17.0,24.0,23.0,24.0,27.0,26.0,26.143790849673202
2020-01-31,26.0,21.0,26.0,21.0,21.0,21.0,24.0,20.0,26.0,26.0,24.0,24.0,23.0,19.0,21.0,19.0,25.0,23.0,26.0,23.0,23.076923076923077
2020-02-01,19.0,25.0,21.0,23.0,26.0,26.0,20.0,19.0,21.0,19.0,24.0,19.0,22.0,20.0,23.0,15.0,21.0,21.0,25.0,22.0,21.669180492709902
2020-02-02,22.0,20.0,19.0,23.0,16.0,23.0,23.0,22.0,19.0,16.0,21.0,18.0,15.0,16.0,15.0,20.0,26.0,15.0,21.0,19.0,19.557566616390144
2020-02-03,20.0,20.0,19.0,17.0,18.0,17.0,16.0,17.0,13.0,22.0,18.0,16.0,23.0,20.0,16.0,12.0,14.0,19.0,19.0,16.0,17.69733534439417
2020-02-04,16.0,17.0,14.0,15.0,19.0,18.0,19.0,18.0,18.0,17.0,17.0,15.0,14.0,18.0,15.0,15.0,18.0,23.0,20.0,14.0,17.094017094017094
2020-02-05,18.0,17.0,20.0,19.0,17.0,24.0,19.0,19.0,14.0,20.0,20.0,21.0,22.0,17.0,18.0,18.0,20.0,19.0,21.0,17.0,19.10507792860734
2020-02-06,16.0,18.0,22.0,21.0,20.0,22.0,16.0,23.0,22.0,18.0,19.0,15.0,15.0,15.0,17.0,16.0,20.0,15.0,14.0,16.0,18.099547511312217
2020-02-07,14.0,15.0,17.0,17.0,16.0,16.0,15.0,13.0,16.0,19.0,21.0,18.0,11.0,17.0,16.0,16.0,19.0,17.0,16.0,19.0,16.49069884364002
