date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-01-29,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,7.0,6.0,5.0,5.0,5.45
2020-01-30,7.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,7.0,5.0,6.0,7.0,6.0,4.0,4.0,5.35
2020-01-31,5.0,5.0,3.0,6.0,5.0,6.0,6.0,5.0,8.0,5.0,6.0,5.0,5.0,3.0,6.0,6.0,6.0,4.0,5.0,3.0,5.15
2020-02-01,3.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.15
2020-02-02,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.9
2020-02-03,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.7
2020-02-04,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.55
2020-02-05,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,2.5
2020-02-06,2.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.65
2020-02-07,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,2.5
2020-02-08,4.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.35
2020-02-09,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.85
2020-02-10,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.95
2020-02-11,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.2
2020-02-12,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.3
2020-02-13,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.3
