date,/m/0cjf0,isPartial
2020-02-19,17,False
2020-02-20,20,False
2020-02-21,18,False
2020-02-22,18,False
2020-02-23,15,False
2020-02-24,17,False
2020-02-25,19,False
2020-02-26,18,False
2020-02-27,12,False
2020-02-28,19,False
2020-02-29,23,False
2020-03-01,27,False
2020-03-02,30,False
2020-03-03,21,False
2020-03-04,27,False
2020-03-05,23,False
2020-03-06,33,False
2020-03-07,26,False
2020-03-08,27,False
2020-03-09,24,False
2020-03-10,33,False
2020-03-11,39,False
2020-03-12,71,False
2020-03-13,73,False
2020-03-14,78,False
2020-03-15,100,False
2020-03-16,87,False
2020-03-17,82,False
