,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-11-18,30.0,15.0,28.0,20.0,28.0,30.0,16.666666666666668,0.0,33.0,30.0,33.0,20.0,25.0,0.0,25.28735632183908,27.0,0.0,25.0,34.177215189873415,11.0,22.850731656476963
2020-11-19,29.0,30.0,28.0,0.0,42.0,19.0,67.70833333333333,0.0,11.0,58.0,33.0,48.0,12.0,22.0,37.93103448275862,35.0,16.0,38.0,32.91139240506329,11.0,30.240217278847066
2020-11-20,31.0,31.0,15.0,10.0,44.0,10.0,52.083333333333336,9.0,0.0,61.0,23.0,10.0,26.0,23.0,0.0,9.0,0.0,53.0,0.0,23.0,22.79519081346861
2020-11-21,0.0,17.0,0.0,11.0,0.0,11.0,37.5,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,36.70886075949367,12.0,8.650363394988927
2020-11-22,16.0,31.0,15.0,0.0,30.0,21.0,35.416666666666664,19.0,23.0,16.0,0.0,21.0,0.0,12.0,26.436781609195403,19.0,9.0,27.0,35.44303797468354,12.0,19.52037670221555
2020-11-23,15.0,29.0,55.0,29.0,28.0,10.0,16.666666666666668,26.0,11.0,14.0,33.0,19.0,12.0,33.0,25.28735632183908,0.0,16.0,13.0,65.82278481012658,22.0,25.058021808066027
2020-11-24,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,0.0,2.5440863996430765
2020-11-25,29.0,30.0,14.0,10.0,0.0,0.0,16.666666666666668,0.0,0.0,15.0,0.0,19.0,12.0,11.0,12.64367816091954,26.0,8.0,13.0,16.455696202531644,22.0,13.503058751575685
2020-11-26,15.0,45.0,42.0,29.0,42.0,29.0,33.333333333333336,27.0,33.0,15.0,11.0,19.0,25.0,33.0,37.93103448275862,9.0,24.0,50.0,49.36708860759494,22.0,31.304530322685096
2020-11-27,58.0,44.0,69.0,39.0,83.0,19.0,83.33333333333333,61.0,33.0,29.0,33.0,10.0,37.0,33.0,37.93103448275862,26.0,16.0,76.0,98.73417721518987,66.0,50.457636476960026
2020-11-28,100.0,100.0,47.0,100.0,64.0,89.0,94.79166666666667,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,94.9367088607595,100.0,100.0
2020-11-29,16.0,48.0,46.0,32.0,30.0,43.0,0.0,19.0,24.0,47.0,24.0,43.0,14.0,24.0,27.586206896551722,48.0,18.0,28.0,54.43037974683544,24.0,32.331977117419456
2020-11-30,44.0,58.0,27.0,38.0,41.0,48.0,100.0,34.0,32.0,43.0,43.0,38.0,60.0,43.0,62.06896551724138,17.0,31.0,63.0,65.82278481012658,0.0,47.05986096589881
