date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl,batch_id
2020-01-01,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,0
2020-01-02,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.2,0
2020-01-03,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,3.0,1.3,0
2020-01-04,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.3,0
2020-01-05,1.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,2.0,1.3,0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-07,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.6,0
2020-01-08,0.0,3.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0
2020-01-09,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0
2020-01-10,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.9,0
2020-01-11,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4,0
2020-01-12,3.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,5.0,1.6,0
2020-01-13,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.7,0
2020-01-14,0.0,0.0,2.0,0.0,4.0,3.0,0.0,2.0,0.0,3.0,1.4,0
2020-01-15,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1,0
2020-01-16,2.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.3,0
2020-01-17,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.1,0
2020-01-18,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.5,0
2020-01-19,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6,0
2020-01-20,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.9,0
2020-01-21,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.6,0
2020-01-22,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0
2020-01-23,2.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.5,0
2020-01-24,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0
2020-01-25,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.5,0
2020-01-26,2.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,1.3,0
2020-01-27,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0
2020-01-28,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.5,0
2020-01-29,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.3,0
2020-01-30,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.5,0
2020-01-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3,0
2020-02-01,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.6,0
2020-02-02,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2,0
2020-02-03,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.8,0
2020-02-04,1.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.8,0
2020-02-05,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0
2020-02-06,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3,0
2020-02-07,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9,0
2020-02-08,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.7,0
2020-02-09,0.0,3.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,2.2,0
2020-02-10,1.0,1.0,3.0,1.0,0.0,2.0,3.0,3.0,2.0,1.0,1.7,0
2020-02-11,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0
2020-02-12,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.8,0
2020-02-13,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0
2020-02-14,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.9,0
2020-02-15,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.7,0
